timestamp,bos_7d,bos_28d,bos_91d,realized_vol_30d,gross_budget,daily_close
2025-09-15,1.0,1.0,1.0,0.5775015702460825,0.17315970233187147,4584.07
2025-09-16,1.0,1.0,1.0,0.5809057047525191,0.1721449784050625,4498.9
2025-09-17,1.0,1.0,1.0,0.5679411966625235,0.17607456650027278,4465.0
2025-09-18,1.0,1.0,1.0,0.5423658534399406,0.18437738911060264,4487.5
2025-09-19,1.0,1.0,1.0,0.5314192333790121,0.1881753495524677,4597.09
2025-09-20,1.0,1.0,1.0,0.5397283446113386,0.1852783923586792,4472.72
2025-09-21,1.0,1.0,1.0,0.5396221906981394,0.18531484013032232,4495.71
2025-09-22,1.0,1.0,1.0,0.45351469226701613,0.22050002283304848,4480.22
2025-09-23,-1.0,-1.0,1.0,0.5035609373513205,0.1985856975443526,4165.79
2025-09-24,-1.0,-1.0,1.0,0.5017203603336494,0.19931421545958178,4179.05
2025-09-25,-1.0,-1.0,1.0,0.48597313967492534,0.2057726895500675,4163.52
2025-09-26,-1.0,-1.0,1.0,0.49868085749752156,0.2005290527930421,4000.5
2025-09-27,-1.0,-1.0,1.0,0.4846352358569054,0.20634075403779814,3943.81
2025-09-28,-1.0,-1.0,1.0,0.4809284691783664,0.20793112990554127,4016.42
2025-09-29,-1.0,-1.0,1.0,0.4607902862623822,0.21701846367277416,4019.18
2025-09-30,-1.0,-1.0,1.0,0.47554660875510096,0.21028432998772248,4163.28
2025-10-01,-1.0,-1.0,1.0,0.46731542859988645,0.2139882269661154,4117.88
2025-10-02,1.0,-1.0,1.0,0.4909854786346539,0.20367201139651378,4324.55
2025-10-03,1.0,-1.0,1.0,0.4955627293364424,0.2017908008011414,4435.38
2025-10-04,1.0,-1.0,1.0,0.4799319264864831,0.20836288331990438,4533.18
2025-10-05,1.0,-1.0,1.0,0.4631254548905915,0.21592421436568188,4453.67
2025-10-06,1.0,-1.0,1.0,0.46579230664829363,0.21468795978957017,4531.01
2025-10-07,1.0,-1.0,1.0,0.47554958028374766,0.2102830160008399,4671.15
2025-10-08,1.0,-1.0,1.0,0.4927984947012711,0.20292269776639413,4510.48
2025-10-09,1.0,-1.0,1.0,0.492799315477057,0.20292235979101242,4445.05
2025-10-10,1.0,-1.0,1.0,0.49938115548091433,0.200247844562132,4312.36
2025-10-11,-1.0,-1.0,1.0,0.518580547044283,0.1928340748027726,4101.01
2025-10-12,-1.0,-1.0,1.0,0.5681603030506021,0.17600666477941826,3822.61
2025-10-13,-1.0,-1.0,1.0,0.5913170682941516,0.16911400898418655,4031.83
2025-10-14,-1.0,-1.0,1.0,0.59131556222559,0.16911443971408532,4133.33
2025-10-15,-1.0,-1.0,1.0,0.5906668429938354,0.16930017519375753,4082.99
2025-10-16,-1.0,-1.0,1.0,0.5933149307209399,0.16854455335969637,3979.03
2025-10-17,-1.0,-1.0,1.0,0.5953430732918004,0.1679703762186651,3905.2
2025-10-18,-1.0,-1.0,1.0,0.5999183447069117,0.16668935177979047,3795.55
2025-10-19,-1.0,-1.0,1.0,0.5980950531193672,0.16719750393929794,3875.88
2025-10-20,-1.0,-1.0,1.0,0.6024277778943956,0.16599500167392647,3977.36
2025-10-21,-1.0,-1.0,1.0,0.6026372630505707,0.16593729948559194,4002.14
2025-10-22,-1.0,-1.0,1.0,0.6078455951613145,0.16451546378889406,4079.96
2025-10-23,-1.0,-1.0,1.0,0.5922910778323586,0.16883590474800955,3839.45
2025-10-24,-1.0,-1.0,1.0,0.5933775235017479,0.1685267743372916,3874.89
2025-10-25,-1.0,-1.0,1.0,0.5936828822451959,0.16844009317199612,3887.35
2025-10-26,-1.0,-1.0,1.0,0.5799898502604334,0.17241681032020978,3931.64
2025-10-27,-1.0,-1.0,1.0,0.5905929730767018,0.16932135084345604,4073.0
2025-10-28,1.0,-1.0,1.0,0.592831784017887,0.16868191398621565,4170.82
2025-10-29,1.0,-1.0,1.0,0.5965987259261933,0.16761685141843774,4095.42
2025-10-30,1.0,-1.0,1.0,0.5963656478523754,0.1676823612495434,3950.5
2025-10-31,1.0,-1.0,1.0,0.6151697817194242,0.1625567493261714,3771.2
2025-11-01,1.0,-1.0,1.0,0.5944075623130609,0.16823473714039372,3857.57
2025-11-02,1.0,-1.0,1.0,0.587275172227937,0.17027792886362197,3892.47
2025-11-03,1.0,-1.0,1.0,0.5801756429803296,0.17236159637158435,3851.54
2025-11-04,-1.0,-1.0,1.0,0.6213468364592905,0.16094070836482297,3587.31
2025-11-05,-1.0,-1.0,1.0,0.6173503978772316,0.16198256345804826,3506.39
2025-11-06,-1.0,-1.0,1.0,0.6064375250902896,0.16489744757320465,3395.61
2025-11-07,-1.0,-1.0,1.0,0.6038349579556983,0.1656081660766264,3298.64
2025-11-08,-1.0,-1.0,1.0,0.6044916898455424,0.16542824604512207,3295.33
2025-11-09,-1.0,-1.0,1.0,0.6110285778993744,0.16365846642359214,3375.89
2025-11-10,-1.0,-1.0,1.0,0.6136089259515735,0.16297024989478737,3513.01
2025-11-11,-1.0,-1.0,1.0,0.5685964056217709,0.17587167103289741,3518.33
2025-11-12,-1.0,-1.0,1.0,0.5331163051801983,0.18757633002089305,3479.51
2025-11-13,-1.0,-1.0,1.0,0.5235228025223622,0.19101364738688442,3426.73
2025-11-14,-1.0,-1.0,1.0,0.5235181006071996,0.19101536295309665,3385.11
2025-11-15,-1.0,-1.0,1.0,0.5487673167067506,0.1822265957821935,3195.56
2025-11-16,-1.0,-1.0,1.0,0.5473921601419912,0.18268438476367735,3184.31
2025-11-17,-1.0,-1.0,1.0,0.5460867746525466,0.1831210800950564,3103.86
2025-11-18,-1.0,-1.0,1.0,0.5389601039860625,0.18554249054877353,3119.52
2025-11-19,-1.0,-1.0,1.0,0.5261738788335872,0.1900512435578866,3105.1
2025-11-20,-1.0,-1.0,1.0,0.537348561262904,0.186098944351828,2971.81
2025-11-21,-1.0,-1.0,1.0,0.5275598948120503,0.18955193710398746,2954.39
2025-11-22,-1.0,-1.0,-1.0,0.5668199953543446,0.17642285173353053,2703.97
2025-11-23,-1.0,-1.0,-1.0,0.5683374018200567,0.175951819605322,2737.56
2025-11-24,-1.0,-1.0,-1.0,0.5884129264140054,0.16994867976377584,2834.76
2025-11-25,-1.0,-1.0,-1.0,0.5854909819263109,0.1707968236692429,2844.82
2025-11-26,-1.0,-1.0,-1.0,0.5712476425585391,0.17505542701605534,2894.2
2025-11-27,-1.0,-1.0,-1.0,0.5633871034052356,0.17749785075941216,2926.54
2025-11-28,-1.0,-1.0,-1.0,0.5790190291513038,0.17270589560169525,3009.43
2025-11-29,1.0,-1.0,-1.0,0.5809175591790783,0.17214146554859638,3071.97
2025-11-30,1.0,-1.0,-1.0,0.5672001422045679,0.17630461024097158,3006.19
2025-12-01,1.0,-1.0,-1.0,0.5595885858141304,0.17870271577200364,3027.7
2025-12-02,-1.0,-1.0,-1.0,0.6352728523990998,0.15741267649381094,2744.83
2025-12-03,-1.0,-1.0,-1.0,0.7258400845256323,0.1377713936332881,3005.33
2025-12-04,-1.0,-1.0,-1.0,0.6995205980316481,0.14295504704419834,3084.61
2025-12-05,1.0,-1.0,-1.0,0.7121520175143984,0.14041945756051755,3206.11
2025-12-06,1.0,-1.0,-1.0,0.7121083044924873,0.1404280772589347,3105.09
2025-12-07,1.0,-1.0,-1.0,0.709129979471501,0.1410178710460497,3040.12
2025-12-08,1.0,-1.0,-1.0,0.7091427677601781,0.14101532800771446,3025.12
2025-12-09,1.0,-1.0,-1.0,0.709244237685398,0.14099515327237294,3099.75
2025-12-10,1.0,-1.0,-1.0,0.7139146144270749,0.14007277338096127,3245.04
2025-12-11,1.0,-1.0,-1.0,0.7200513468796323,0.13887898471873358,3326.83
2025-12-12,1.0,-1.0,-1.0,0.7351471839961785,0.13602718227989544,3177.92
2025-12-13,1.0,-1.0,-1.0,0.7420644265389497,0.13475918858744967,3069.6
2025-12-14,1.0,-1.0,-1.0,0.7434261569046293,0.13451235078459653,3108.03
2025-12-15,1.0,-1.0,-1.0,0.7179660479947495,0.13928235224951935,3083.25
2025-12-16,1.0,-1.0,-1.0,0.7222769343152847,0.13845105007374983,3009.51
2025-12-17,-1.0,-1.0,-1.0,0.7192008021635743,0.13904322645243117,2961.58
2025-12-18,-1.0,-1.0,-1.0,0.7215130865533385,0.1385976247190458,2903.09
2025-12-19,-1.0,-1.0,-1.0,0.7258215636885603,0.13777490915509447,2964.15
2025-12-20,-1.0,-1.0,-1.0,0.7101081103437678,0.14082362747777855,2963.4
2025-12-21,-1.0,-1.0,-1.0,0.7099514037918391,0.14085471127446414,2975.92
2025-12-22,-1.0,-1.0,-1.0,0.6363109349419172,0.15715587224526964,2973.31
2025-12-23,-1.0,-1.0,-1.0,0.6403660984551831,0.1561606715927649,3051.24
2025-12-24,-1.0,-1.0,-1.0,0.648613920481974,0.15417492107738254,2926.85
2025-12-25,-1.0,-1.0,-1.0,0.6485919846980993,0.15418013536899797,2923.76
2025-12-26,-1.0,-1.0,-1.0,0.6472723432293871,0.154494473687965,2959.46
2025-12-27,-1.0,-1.0,-1.0,0.6478281835898007,0.15436191652834783,2921.56
2025-12-28,-1.0,-1.0,-1.0,0.6402233963444137,0.15619547890780947,2925.68
2025-12-29,-1.0,-1.0,-1.0,0.6364379487224109,0.15712450868264624,2947.73
2025-12-30,-1.0,-1.0,-1.0,0.6325106548406221,0.15810010350765977,2933.89
2025-12-31,-1.0,-1.0,-1.0,0.6353635443195703,0.1573902073766177,2988.0
2026-01-01,-1.0,-1.0,-1.0,0.5327322432307574,0.18771155917567425,2984.41
2026-01-02,-1.0,-1.0,-1.0,0.43193507113022783,0.23151627798672117,2988.47
2026-01-03,1.0,-1.0,-1.0,0.43663856795025274,0.2290223707663709,3085.09
2026-01-04,1.0,-1.0,-1.0,0.41506114256069154,0.2409283590920046,3099.36
2026-01-05,1.0,-1.0,-1.0,0.402178685008568,0.2486456983613381,3134.2
2026-01-06,1.0,-1.0,-1.0,0.3996512189033578,0.2502181784266787,3194.17
2026-01-07,1.0,-1.0,-1.0,0.40597182652542874,0.2463225117266514,3270.99
2026-01-08,1.0,-1.0,-1.0,0.4166351787359349,0.24001813841884057,3163.12
2026-01-09,1.0,-1.0,-1.0,0.3898017575317355,0.2565406596245492,3102.5
2026-01-10,1.0,-1.0,-1.0,0.3787995797673124,0.26399184513728247,3111.09
2026-01-11,1.0,-1.0,-1.0,0.3462177334139783,0.28883558047105673,3093.85
2026-01-12,1.0,-1.0,-1.0,0.3257164331505075,0.3070155197045028,3116.89
2026-01-13,1.0,-1.0,-1.0,0.3231826905027298,0.30942251221575046,3128.31
2026-01-14,1.0,-1.0,-1.0,0.3269195012632409,0.3058856985086319,3182.57
2026-01-15,1.0,1.0,-1.0,0.3542342863410629,0.2822990429100312,3344.1
2026-01-16,1.0,1.0,-1.0,0.34856945810212325,0.28688686766900323,3329.86
2026-01-17,1.0,1.0,-1.0,0.3486888999122007,0.2867885958663434,3263.63
2026-01-18,1.0,1.0,-1.0,0.3479598221997904,0.2873895019482518,3328.01
2026-01-19,1.0,1.0,-1.0,0.34777706506486283,0.2875405253688863,3332.34
2026-01-20,1.0,1.0,-1.0,0.37386962608483915,0.26747291842667054,3214.19
2026-01-21,-1.0,1.0,-1.0,0.42910930500923755,0.23304085656648083,3030.62
2026-01-22,-1.0,1.0,-1.0,0.4209497546852519,0.23755804317969242,3000.96
2026-01-23,-1.0,1.0,-1.0,0.4016153230465706,0.24899448368010646,2940.26
2026-01-24,-1.0,1.0,-1.0,0.40176562335275556,0.2489013349760855,2950.96
2026-01-25,-1.0,1.0,-1.0,0.39959944496918093,0.25025059783982556,2955.06
2026-01-26,-1.0,1.0,-1.0,0.39858739670055154,0.2508860059996514,2925.69
2026-01-27,-1.0,1.0,-1.0,0.39989203245652544,0.2500674979336368,2897.99
2026-01-28,-1.0,1.0,-1.0,0.4016214251333061,0.24899070055042014,2935.77
