side,bar_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
long,2022-06-19 16:00:00,2022-06-19 20:01:00,2022-06-20 04:31:00,1055.99,1134.84,1016.27,1135.43,0.1329292547834843,0.0746692677013987,0.009792800855991938,target,False
long,2022-06-20 16:00:00,2022-06-20 20:01:00,2022-06-20 20:34:00,1151.56,1124.5,1124.0,1206.6799999999998,0.20891872278664772,-0.023498558477196063,-0.005118207547169803,stop,False
long,2022-07-01 04:00:00,2022-07-01 08:01:00,2022-07-01 08:30:00,1066.04,1093.41,1044.615,1108.8899999999999,0.2487841306884486,0.025674458744512574,0.006138613768961549,target,False
long,2022-07-19 04:00:00,2022-07-19 08:01:00,2022-07-19 09:46:00,1575.14,1527.86,1529.775,1665.8700000000001,0.17360740659098423,-0.030016379496425882,-0.0053846732062162745,stop,False
short,2022-07-19 08:00:00,2022-07-19 12:01:00,2022-07-19 21:22:00,1516.22,1571.27,1573.3,1402.0600000000002,0.1328153468815699,-0.036307396024323646,-0.004954994744218647,stop,False
short,2022-07-25 08:00:00,2022-07-25 12:01:00,2022-07-25 19:06:00,1511.3,1550.61,1553.955,1425.99,0.1771539092720667,-0.026010719248329206,-0.004785054507091778,stop,False
short,2022-07-26 04:00:00,2022-07-26 08:01:00,2022-07-26 20:01:00,1436.6,1406.67,1489.0,1331.7999999999997,0.13708015267175547,0.020833913406654525,0.00271883587786258,time,False
long,2022-07-27 04:00:00,2022-07-27 08:01:00,2022-07-27 20:01:00,1453.97,1447.2,1404.5,1552.91,0.14695472003234278,-0.004656217115896477,-0.0008312078027087121,time,False
long,2022-07-28 00:00:00,2022-07-28 04:01:00,2022-07-28 10:48:00,1588.46,1673.34,1546.2150000000001,1672.9499999999998,0.1880056811456982,0.053435402843005075,0.009858153627648249,target,False
long,2022-07-28 20:00:00,2022-07-29 00:01:00,2022-07-29 12:01:00,1724.55,1726.97,1676.5349999999999,1820.5800000000002,0.17958450484223643,0.0014032646197559284,7.242007705926117e-05,time,False
long,2022-08-10 20:00:00,2022-08-11 00:01:00,2022-08-11 12:01:00,1837.53,1881.97,1779.2,1954.1899999999998,0.15751157208983388,0.024184639162353916,0.003651848962797895,time,False
short,2022-08-26 20:00:00,2022-08-27 00:01:00,2022-08-27 10:38:00,1591.42,1486.79,1645.315,1483.63,0.14764078300398928,0.06574631461210745,0.009559196585954177,target,False
short,2022-09-07 00:00:00,2022-09-07 04:01:00,2022-09-07 16:01:00,1574.67,1517.61,1618.59,1486.8300000000004,0.1792657103825143,0.03623616376764671,0.006316635928961799,time,False
short,2022-09-13 20:00:00,2022-09-14 00:01:00,2022-09-14 12:01:00,1589.31,1597.78,1668.81,1430.31,0.09995660377358491,-0.005329356764885329,-0.000632661006289302,time,False
short,2022-11-09 20:00:00,2022-11-10 00:01:00,2022-11-10 00:44:00,1163.74,1192.61,1197.5,1096.22,0.17235485781990526,-0.024807946792238633,-0.0044481249999999695,stop,False
long,2022-11-10 08:00:00,2022-11-10 12:01:00,2022-11-10 21:31:00,1171.79,1284.4,1135.0900000000001,1245.1899999999996,0.15964441416893813,0.09610083718072371,0.015182317438692207,target,False
long,2022-11-10 20:00:00,2022-11-11 00:01:00,2022-11-11 01:39:00,1317.97,1259.55,1264.8049999999998,1424.3000000000004,0.12395090755196042,-0.044325743378073934,-0.005618167027179524,stop,False
long,2023-03-14 20:00:00,2023-03-15 00:01:00,2023-03-15 03:13:00,1768.15,1724.7,1724.895,1854.6600000000003,0.2043867760952486,-0.024573706981873777,-0.005226927522829732,stop,False
short,2023-03-23 00:00:00,2023-03-23 04:01:00,2023-03-23 16:01:00,1719.8,1751.17,1760.99,1637.4199999999998,0.20876426317067223,-0.018240493080590836,-0.0040167273610099636,time,False
long,2023-03-23 20:00:00,2023-03-24 00:01:00,2023-03-24 02:56:00,1840.51,1798.01,1800.275,1920.9799999999998,0.22872001988318685,-0.02309142574612466,-0.005510191375667953,stop,False
short,2023-04-27 00:00:00,2023-04-27 04:01:00,2023-04-27 08:19:00,1808.37,1889.42,1888.3600000000001,1648.3899999999994,0.11303725465683176,-0.044819367717889635,-0.0051792955369421075,stop,False
long,2023-04-27 04:00:00,2023-04-27 08:01:00,2023-04-27 08:25:00,1863.24,1922.52,1833.0500000000002,1923.6199999999997,0.3,0.031815547111483156,0.009244664133444946,target,False
short,2023-06-10 12:00:00,2023-06-10 16:01:00,2023-06-11 04:01:00,1729.64,1744.64,1777.0900000000001,1634.74,0.1822592202318228,-0.008672324876852988,-0.0017628703898840872,time,False
long,2023-06-21 00:00:00,2023-06-21 04:01:00,2023-06-21 09:12:00,1782.74,1822.02,1761.3,1825.6200000000001,0.3,0.02203349899592766,0.006310049698778297,target,False
short,2023-07-15 00:00:00,2023-07-15 04:01:00,2023-07-15 16:01:00,1914.28,1941.72,1948.56,1845.72,0.27921236872812155,-0.014334371147376679,-0.004281546091015206,time,False
short,2023-10-24 20:00:00,2023-10-25 00:01:00,2023-10-25 12:01:00,1780.57,1790.1,1808.5,1724.7099999999998,0.3,-0.005352218671548892,-0.0019056656014646673,time,False
long,2023-10-26 12:00:00,2023-10-26 16:01:00,2023-10-26 18:47:00,1850.31,1826.21,1825.2,1900.5299999999997,0.3,-0.01302484448551855,-0.004207453345655565,stop,False
short,2023-10-26 16:00:00,2023-10-26 20:01:00,2023-10-27 00:34:00,1813.12,1764.95,1837.565,1764.2299999999996,0.3,0.026567463819272774,0.007670239145781832,target,False
long,2023-11-09 20:00:00,2023-11-10 00:01:00,2023-11-10 00:13:00,2045.56,1976.81,1984.185,2168.31,0.16664439918533605,-0.0336093783609378,-0.005767459063136451,stop,False
long,2023-11-10 04:00:00,2023-11-10 08:01:00,2023-11-10 20:01:00,2121.06,2094.6,2071.63,2219.9199999999996,0.21455189156382834,-0.012474894628157651,-0.0028910641310944934,time,False
long,2023-11-13 20:00:00,2023-11-14 00:01:00,2023-11-14 01:19:00,2105.45,2072.6,2074.0,2168.3499999999995,0.3,-0.015602365290080411,-0.004980709587024123,stop,False
short,2023-11-14 04:00:00,2023-11-14 08:01:00,2023-11-14 20:01:00,2057.2,2033.78,2073.14,2025.3199999999997,0.3,0.011384405988722479,0.003115321796616744,time,False
short,2023-11-16 20:00:00,2023-11-17 00:01:00,2023-11-17 03:25:00,1996.4,1951.39,2023.855,1941.4900000000002,0.3,0.022545582047685864,0.006463674614305759,target,False
short,2023-11-17 20:00:00,2023-11-18 00:01:00,2023-11-18 01:08:00,1920.67,1937.78,1942.2649999999999,1877.4800000000005,0.3,-0.008908349690472495,-0.0029725049071417484,stop,False
long,2023-11-20 20:00:00,2023-11-21 00:01:00,2023-11-21 01:29:00,2043.73,2016.29,2017.5,2096.19,0.3,-0.01342643108434094,-0.004327929325302282,stop,False
short,2023-11-22 04:00:00,2023-11-22 08:01:00,2023-11-22 10:32:00,1936.28,1967.91,1968.0,1872.84,0.3,-0.016335447352655574,-0.005200634205796672,stop,False
long,2023-12-07 20:00:00,2023-12-08 00:01:00,2023-12-08 12:01:00,2324.59,2374.34,2282.2349999999997,2409.300000000001,0.27441742415298953,0.021401623512103285,0.005598560972730451,time,False
short,2023-12-23 08:00:00,2023-12-23 12:01:00,2023-12-23 20:33:00,2271.5,2298.4,2298.245,2218.01,0.3,-0.011842394893242458,-0.003852718467972737,stop,False
long,2023-12-27 16:00:00,2023-12-27 20:01:00,2023-12-27 22:53:00,2286.0,2341.01,2260.205,2337.59,0.3,0.02406386701662311,0.006919160104986932,target,False
long,2023-12-27 20:00:00,2023-12-28 00:01:00,2023-12-28 08:33:00,2345.76,2411.14,2316.415,2404.4500000000007,0.3,0.027871564013368655,0.008061469204010597,target,False
short,2023-12-29 20:00:00,2023-12-30 00:01:00,2023-12-30 05:55:00,2329.79,2283.71,2352.425,2284.5199999999995,0.3,0.019778606655535436,0.00563358199666063,target,False
long,2024-01-09 00:00:00,2024-01-09 04:01:00,2024-01-09 08:33:00,2357.64,2314.4,2310.0,2452.9199999999996,0.24744332493702836,-0.01834037427257762,-0.0047856465155331675,stop,False
long,2024-01-10 20:00:00,2024-01-11 00:01:00,2024-01-11 01:04:00,2446.0,2404.6,2401.5,2535.0,0.2748314606741573,-0.01692559280457895,-0.004926516853932596,stop,False
long,2024-01-11 16:00:00,2024-01-11 20:01:00,2024-01-11 21:33:00,2659.01,2635.16,2626.675,2723.6800000000003,0.3,-0.008969503687462743,-0.002990851106238823,stop,False
short,2024-01-11 20:00:00,2024-01-12 00:01:00,2024-01-12 12:01:00,2611.81,2590.28,2644.08,2547.27,0.3,0.008243325509895372,0.0021729976529686113,time,False
short,2024-01-19 00:00:00,2024-01-19 04:01:00,2024-01-19 16:01:00,2439.24,2465.64,2476.385,2364.949999999999,0.3,-0.010823043242977448,-0.0035469129728932344,time,False
short,2024-01-23 16:00:00,2024-01-23 20:01:00,2024-01-24 08:01:00,2220.65,2241.79,2264.9750000000004,2131.9999999999995,0.2504963338973476,-0.009519735212662805,-0.002635155104342867,time,False
long,2024-02-12 20:00:00,2024-02-13 00:01:00,2024-02-13 02:26:00,2557.91,2625.34,2522.6400000000003,2628.449999999999,0.3,0.02636136533341693,0.007608409600025078,target,False
long,2024-02-14 16:00:00,2024-02-14 20:01:00,2024-02-15 08:01:00,2755.18,2774.2,2705.01,2855.519999999999,0.2745844129958163,0.006903360216029331,0.0016209706996212691,time,False
long,2024-02-21 00:00:00,2024-02-21 04:01:00,2024-02-21 15:05:00,2985.58,2937.34,2936.995,3082.75,0.3,-0.01615766450739886,-0.005147299352219658,stop,False
long,2024-02-26 20:00:00,2024-02-27 00:01:00,2024-02-27 09:50:00,3141.38,3226.81,3094.0,3236.1400000000003,0.3,0.02719505440284209,0.007858516320852627,target,False
long,2024-03-06 04:00:00,2024-03-06 08:01:00,2024-03-06 14:13:00,3560.99,3787.4,3451.48,3780.0099999999993,0.16258743493744898,0.06358063347552245,0.010174824673545848,target,False
long,2024-03-06 12:00:00,2024-03-06 16:01:00,2024-03-07 04:01:00,3786.33,3850.6,3664.6549999999997,4029.6800000000003,0.1555919457571397,0.016974220419245123,0.0024854600369837803,time,False
short,2024-03-14 20:00:00,2024-03-15 00:01:00,2024-03-15 00:49:00,3855.88,3893.81,3895.63,3776.38,0.3,-0.009836924385613566,-0.0032510773156840694,stop,False
short,2024-03-16 00:00:00,2024-03-16 04:01:00,2024-03-16 06:58:00,3688.91,3734.4,3734.6549999999997,3597.42,0.3,-0.012331555933866811,-0.0039994667801600435,stop,False
short,2024-03-20 04:00:00,2024-03-20 08:01:00,2024-03-20 11:21:00,3165.56,3247.02,3244.635,3007.4099999999994,0.2001618716408466,-0.025733203603785837,-0.005350968068289598,stop,False
long,2024-03-21 04:00:00,2024-03-21 08:01:00,2024-03-21 13:22:00,3514.17,3452.01,3453.49,3635.5300000000007,0.289565754779168,-0.01768838730055744,-0.005411516974291333,stop,False
short,2024-03-22 16:00:00,2024-03-22 20:01:00,2024-03-22 22:23:00,3407.4,3300.0,3456.58,3309.0400000000004,0.3,0.03151963373833422,0.009155890121500265,target,False
short,2024-03-27 20:00:00,2024-03-28 00:01:00,2024-03-28 12:01:00,3524.45,3499.61,3582.295,3408.7599999999993,0.3,0.007047908184255602,0.0018143724552766808,time,False
long,2024-04-08 16:00:00,2024-04-08 20:01:00,2024-04-09 08:01:00,3635.66,3700.51,3557.065,3792.8499999999995,0.23129079457980845,0.017837201498489996,0.0038942897130860923,time,False
long,2024-04-15 04:00:00,2024-04-15 08:01:00,2024-04-15 08:37:00,3144.71,3111.94,3109.915,3214.3,0.3,-0.010420674720403422,-0.0034262024161210267,stop,False
short,2024-04-17 20:00:00,2024-04-18 00:01:00,2024-04-18 00:13:00,2948.15,2976.01,2994.9449999999997,2854.560000000001,0.3,-0.009449994064074208,-0.0031349982192222623,stop,False
short,2024-04-30 16:00:00,2024-04-30 20:01:00,2024-05-01 08:01:00,3010.01,3017.99,3082.74,2864.550000000001,0.2069304276089659,-0.0026511539828770747,-0.0007555348549429321,time,False
short,2024-05-01 12:00:00,2024-05-01 16:01:00,2024-05-02 02:03:00,2869.35,2944.05,2935.6949999999997,2736.6600000000003,0.21624463034139788,-0.026033770714621873,-0.005845907754917515,stop,False
short,2024-05-10 20:00:00,2024-05-11 00:01:00,2024-05-11 12:01:00,2916.01,2913.55,2975.14,2797.750000000001,0.24657618806020778,0.0008436185061093671,-3.855995264671295e-05,time,False
long,2024-05-21 00:00:00,2024-05-21 04:01:00,2024-05-21 16:01:00,3456.38,3660.89,3284.755,3799.63,0.10069570284049527,0.0591688413889675,0.005857352367079373,time,False
short,2024-05-24 12:00:00,2024-05-24 16:01:00,2024-05-25 02:10:00,3681.16,3732.41,3733.4700000000003,3576.539999999999,0.3,-0.01392224190200908,-0.004476672570602724,stop,False
long,2024-07-05 16:00:00,2024-07-05 20:01:00,2024-07-06 08:01:00,2946.76,2983.62,2889.84,3060.6000000000004,0.2588510189739983,0.012508653572058659,0.0029790267041461295,time,False
short,2024-07-25 08:00:00,2024-07-25 12:01:00,2024-07-26 00:01:00,3164.25,3141.43,3247.64,2997.4700000000003,0.18972598632929635,0.007211819546496079,0.0011785435903585708,time,False
long,2024-08-08 20:00:00,2024-08-09 00:01:00,2024-08-09 00:12:00,2503.96,2575.79,2469.315,2573.25,0.3,0.02868656048818674,0.008305968146456021,target,False
long,2024-08-12 16:00:00,2024-08-12 20:01:00,2024-08-12 21:57:00,2670.77,2620.61,2621.0,2770.31,0.2683112316656621,-0.018781100581480192,-0.005307491460719295,stop,False
short,2024-08-16 00:00:00,2024-08-16 04:01:00,2024-08-16 10:32:00,2550.29,2598.2,2598.1400000000003,2454.5899999999992,0.26648798328108475,-0.01878609883581861,-0.005272757575757521,stop,False
short,2024-08-30 20:00:00,2024-08-31 00:01:00,2024-08-31 02:20:00,2444.91,2490.09,2495.39,2343.95,0.24216620443740086,-0.018479207823600907,-0.004717205824088756,stop,False
short,2024-09-06 20:00:00,2024-09-07 00:01:00,2024-09-07 04:37:00,2288.2,2190.91,2336.59,2191.419999999999,0.23643314734449106,0.04251813652652736,0.00981626369084514,target,False
long,2024-09-23 08:00:00,2024-09-23 12:01:00,2024-09-24 00:01:00,2675.54,2677.37,2614.505,2797.6099999999997,0.21918079790284317,0.0006839740762611957,-6.926681412305422e-05,time,False
short,2024-10-03 00:00:00,2024-10-03 04:01:00,2024-10-03 16:01:00,2376.56,2365.0,2422.965,2283.7499999999995,0.25606723413425164,0.004864173427138407,0.000989488201702404,time,False
short,2024-11-01 20:00:00,2024-11-02 00:01:00,2024-11-02 00:20:00,2501.4,2537.07,2534.4300000000003,2435.3399999999997,0.3,-0.014260014391940468,-0.00457800431758214,stop,False
long,2024-11-07 08:00:00,2024-11-07 12:01:00,2024-11-07 14:43:00,2853.81,2791.6,2791.74,2977.9500000000003,0.22988641855969005,-0.021798928450036947,-0.005241164008377619,stop,False
short,2024-11-14 00:00:00,2024-11-14 04:01:00,2024-11-14 16:01:00,3153.71,3213.99,3244.41,2972.3100000000004,0.17385391400220543,-0.019113995896895997,-0.0034968969128996693,time,False
short,2024-11-14 20:00:00,2024-11-15 00:01:00,2024-11-15 00:41:00,3086.27,3127.38,3126.9,3005.0099999999998,0.3,-0.01332028630029125,-0.004296085890087375,stop,False
short,2024-12-10 20:00:00,2024-12-11 00:01:00,2024-12-11 05:00:00,3560.82,3646.89,3655.1,3372.2600000000007,0.18884280865507053,-0.02417139872276608,-0.004753437632583801,stop,False
short,2024-12-19 04:00:00,2024-12-19 08:01:00,2024-12-19 18:42:00,3636.18,3707.08,3702.41,3503.72,0.274511550656802,-0.019498484673476035,-0.005627070813830596,stop,False
short,2024-12-20 16:00:00,2024-12-20 20:01:00,2024-12-20 20:41:00,3109.13,3237.29,3246.8050000000003,2833.7799999999997,0.11291556201198462,-0.04122053436170248,-0.004767355365897943,stop,False
long,2024-12-20 20:00:00,2024-12-21 00:01:00,2024-12-21 12:01:00,3370.01,3467.41,3248.5550000000003,3612.92,0.1387349223992426,0.028901991388749382,0.0038709806101024802,time,False
short,2025-01-10 00:00:00,2025-01-10 04:01:00,2025-01-10 10:32:00,3203.78,3256.6,3258.045,3095.2500000000005,0.2951976412051974,-0.01648677499703477,-0.005162054731410687,stop,False
short,2025-01-13 16:00:00,2025-01-13 20:01:00,2025-01-13 22:36:00,3057.1,2917.61,3130.855,2909.5899999999997,0.2072469663073687,0.04562820974125803,0.009249061080604686,target,False
long,2025-01-14 04:00:00,2025-01-14 08:01:00,2025-01-14 20:01:00,3138.21,3219.04,3078.84,3256.95,0.26429257200606415,0.025756721188193277,0.006543017517264626,time,False
long,2025-01-15 20:00:00,2025-01-16 00:01:00,2025-01-16 12:01:00,3340.21,3363.71,3270.8199999999997,3478.9900000000007,0.24068381611183054,0.007035485792809437,0.0014526437527021124,time,False
short,2025-01-19 16:00:00,2025-01-19 20:01:00,2025-01-19 20:57:00,3148.59,3205.33,3204.715,3036.34,0.280497995545657,-0.01802076485029791,-0.005335286414253853,stop,False
long,2025-01-19 20:00:00,2025-01-20 00:01:00,2025-01-20 05:29:00,3391.37,3275.53,3286.245,3601.62,0.16130178359096314,-0.03415728746789637,-0.0056709331747919,stop,False
long,2025-01-24 04:00:00,2025-01-24 08:01:00,2025-01-24 20:01:00,3344.03,3401.38,3272.575,3486.940000000001,0.23399552165698567,0.017149965759876595,0.003779019662724781,time,False
long,2025-02-03 12:00:00,2025-02-03 16:01:00,2025-02-03 16:35:00,2618.92,2538.74,2538.9849999999997,2778.790000000001,0.1638156001751415,-0.030615673636460894,-0.00517914055169824,stop,False
short,2025-02-06 20:00:00,2025-02-07 00:01:00,2025-02-07 12:01:00,2703.31,2714.12,2745.565,2618.7999999999997,0.3,-0.003998801469309754,-0.001499640440792926,time,False
short,2025-02-22 00:00:00,2025-02-22 04:01:00,2025-02-22 16:01:00,2642.56,2684.8,2698.1000000000004,2531.479999999999,0.2378970111631239,-0.01598449987890538,-0.004040561757292029,time,False
short,2025-02-24 08:00:00,2025-02-24 12:01:00,2025-02-25 00:01:00,2716.68,2656.59,2775.775,2598.4899999999993,0.22985700989931365,0.022118909845841084,0.004854329469498206,time,False
short,2025-02-27 00:00:00,2025-02-27 04:01:00,2025-02-27 05:22:00,2297.8,2339.4,2349.195,2195.01,0.22354314622044957,-0.018104273653059444,-0.004270629438661349,stop,False
short,2025-02-28 08:00:00,2025-02-28 12:01:00,2025-02-28 23:26:00,2150.27,2219.1,2217.9049999999997,2015.0000000000005,0.15896133658608763,-0.03200993363624094,-0.005247303171434912,stop,False
long,2025-02-28 20:00:00,2025-03-01 00:01:00,2025-03-01 12:01:00,2222.33,2260.0,2167.005,2332.9799999999996,0.2008431992770002,0.016950677892122235,0.0032035851784907475,time,False
long,2025-03-03 00:00:00,2025-03-03 04:01:00,2025-03-03 14:54:00,2486.74,2365.19,2364.955,2730.3099999999995,0.10209549616126792,-0.04887925557155137,-0.005092447345732225,stop,False
short,2025-03-03 20:00:00,2025-03-04 00:01:00,2025-03-04 02:28:00,2289.84,2213.53,2327.6400000000003,2214.24,0.3,0.03332547252209761,0.009697641756629283,target,False
short,2025-03-04 00:00:00,2025-03-04 04:01:00,2025-03-04 16:01:00,2126.99,2084.22,2196.5,1987.9699999999993,0.15299884908646189,0.020108228059370292,0.0029235369011652917,time,False
long,2025-03-05 00:00:00,2025-03-05 04:01:00,2025-03-05 16:01:00,2171.0,2207.0,2080.215,2352.5699999999997,0.1195682106074794,0.016582220175034523,0.0018631381836206424,time,False
short,2025-03-10 20:00:00,2025-03-11 00:01:00,2025-03-11 01:38:00,2020.45,1930.21,2066.575,1928.2000000000005,0.21901897018970298,0.044663317577767314,0.009563094850948554,target,False
short,2025-03-28 12:00:00,2025-03-28 16:01:00,2025-03-29 04:01:00,1910.69,1876.75,1952.635,1826.8000000000002,0.22776135415424997,0.017763216429666828,0.003818012874001688,time,False
short,2025-04-03 04:00:00,2025-04-03 08:01:00,2025-04-03 20:01:00,1796.32,1796.21,1869.44,1650.0799999999997,0.12283369803063436,6.123630533527713e-05,-0.0001153118161925692,time,False
short,2025-04-07 00:00:00,2025-04-07 04:01:00,2025-04-07 14:26:00,1624.03,1509.36,1681.0749999999998,1509.9400000000003,0.14234639319835254,0.0706083015707838,0.00990849066526429,target,False
long,2025-04-10 00:00:00,2025-04-10 04:01:00,2025-04-10 16:01:00,1643.39,1596.32,1578.35,1773.4700000000005,0.1263368696186958,-0.02864201437272962,-0.003744879305043049,time,False
short,2025-04-10 20:00:00,2025-04-11 00:01:00,2025-04-11 12:01:00,1496.22,1546.07,1555.775,1377.11,0.12561665687179904,-0.03331729291147023,-0.004310823608429178,time,False
long,2025-05-09 12:00:00,2025-05-09 16:01:00,2025-05-09 17:29:00,2373.08,2308.64,2298.02,2523.2,0.1580788702371437,-0.0271545839162608,-0.004450644817479364,stop,False
short,2025-05-19 00:00:00,2025-05-19 04:01:00,2025-05-19 07:55:00,2338.83,2498.39,2492.41,2031.67,0.07614370360724056,-0.06822214526066439,-0.005270830511785381,stop,False
long,2025-05-19 04:00:00,2025-05-19 08:01:00,2025-05-19 10:12:00,2499.02,2406.66,2411.15,2674.7599999999998,0.14219984067372274,-0.03695848772718913,-0.005397690907021754,stop,False
short,2025-06-06 04:00:00,2025-06-06 08:01:00,2025-06-06 12:52:00,2415.14,2460.67,2462.21,2320.9999999999995,0.25654769492245505,-0.0188519092060917,-0.00509296154663269,stop,False
short,2025-06-17 04:00:00,2025-06-17 08:01:00,2025-06-17 10:56:00,2534.99,2601.9,2606.26,2392.449999999999,0.17784411393293,-0.026394581438191178,-0.004871965062438601,stop,False
short,2025-06-22 20:00:00,2025-06-23 00:01:00,2025-06-23 06:09:00,2178.21,2222.48,2219.95,2094.7300000000005,0.260925970292287,-0.020324027527189648,-0.005563992573071396,stop,False
long,2025-06-23 04:00:00,2025-06-23 08:01:00,2025-06-23 20:01:00,2222.99,2253.0,2172.27,2324.4299999999994,0.21914333596214594,0.013499835806728866,0.0027392557176656456,time,False
long,2025-06-24 00:00:00,2025-06-24 04:01:00,2025-06-24 06:25:00,2311.49,2426.51,2256.01,2422.449999999999,0.20831741167988627,0.04976011144326842,0.01015758020908448,target,False
short,2025-08-15 20:00:00,2025-08-16 00:01:00,2025-08-16 12:01:00,4425.1,4433.62,4533.0,4209.300000000001,0.20505560704355955,-0.0019253802173961887,-0.0005998656163113957,time,False
long,2025-08-22 20:00:00,2025-08-23 00:01:00,2025-08-23 12:01:00,4627.14,4698.45,4436.77,5007.88,0.12153017807427648,0.015411247552483687,0.0017514014813258235,time,False
short,2025-09-05 20:00:00,2025-09-06 00:01:00,2025-09-06 12:01:00,4275.59,4317.79,4374.165,4078.4400000000005,0.21686989601826062,-0.009869982856167248,-0.0023573720517372668,time,False
short,2025-10-07 20:00:00,2025-10-08 00:01:00,2025-10-08 12:01:00,4510.9,4439.72,4615.1849999999995,4302.33,0.21627750875006024,0.01577955618612681,0.003196485592367048,time,False
short,2025-10-10 20:00:00,2025-10-11 00:01:00,2025-10-11 05:13:00,4093.16,3777.39,4227.8150000000005,3823.8499999999985,0.15198692956072854,0.07714577490252028,0.01157316252645644,target,False
long,2025-10-12 20:00:00,2025-10-13 00:01:00,2025-10-13 12:01:00,4039.88,4143.33,3934.6400000000003,4250.36,0.19193652603572828,0.025607196253353948,0.004723019764348146,time,False
short,2025-10-14 12:00:00,2025-10-14 16:01:00,2025-10-14 23:53:00,3979.41,4063.78,4060.815,3816.5999999999995,0.24442049014188258,-0.021201635418315767,-0.0054265346108961195,stop,False
