side,bar_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
short,2025-12-01 08:00:00,2025-12-01 12:02:00,2025-12-02 00:02:00,2822.94,2745.06,2904.925,2658.97,0.17216198085015524,0.02758825904907658,0.004577487345246089,time,False
long,2025-12-02 20:00:00,2025-12-03 00:02:00,2025-12-03 12:02:00,3014.65,3029.07,2918.94,3206.07,0.15748876815379786,0.004783308178395451,0.0005958285445616886,time,False
long,2025-12-08 00:00:00,2025-12-08 04:02:00,2025-12-08 05:55:00,3136.24,3075.99,3073.3050000000003,3262.1099999999988,0.24916501151982406,-0.019210902226870386,-0.005035849686184197,stop,False
long,2025-12-09 20:00:00,2025-12-10 00:02:00,2025-12-10 12:02:00,3272.99,3305.63,3177.505,3463.959999999999,0.17138765251086616,0.009972532760564645,0.001537781326910016,time,False
short,2025-12-11 08:00:00,2025-12-11 12:02:00,2025-12-12 00:02:00,3186.49,3176.43,3245.965,3067.539999999999,0.26788482555695503,0.003157078792025092,0.000577848675914249,time,False
short,2025-12-12 20:00:00,2025-12-13 00:02:00,2025-12-13 12:02:00,3072.45,3087.6,3152.665,2912.0199999999995,0.19151343264975343,-0.004930918322511468,-0.0011358505267094886,time,False
short,2025-12-15 20:00:00,2025-12-16 00:02:00,2025-12-16 12:02:00,3003.26,2936.65,3071.3450000000003,2867.09,0.22055225086289187,0.022179231901333973,0.004671127267386373,time,False
short,2025-12-17 20:00:00,2025-12-18 00:02:00,2025-12-18 02:48:00,2909.82,2814.85,2956.88,2815.7000000000003,0.3,0.03263775766198607,0.009491327298595819,target,False
short,2025-12-19 00:00:00,2025-12-19 04:02:00,2025-12-19 11:14:00,2793.39,2867.34,2869.52,2641.1299999999997,0.18346184158675924,-0.02647320997068081,-0.005040285695520817,stop,False
short,2026-01-29 20:00:00,2026-01-30 00:02:00,2026-01-30 09:43:00,2817.99,2688.0,2866.34,2721.289999999999,0.29141571871768135,0.0461286235934123,0.013151190279213958,target,False
long,2026-02-01 04:00:00,2026-02-01 08:02:00,2026-02-01 14:39:00,2446.2,2411.97,2412.415,2513.7699999999995,0.3,-0.013993132205052716,-0.004497939661515815,stop,False
short,2026-02-04 20:00:00,2026-02-05 00:02:00,2026-02-05 12:02:00,2151.46,2109.46,2198.585,2057.21,0.2282716180371353,0.019521627174104994,0.004227961803713522,time,False
long,2026-02-05 00:00:00,2026-02-05 04:02:00,2026-02-05 05:38:00,2180.07,2139.77,2135.26,2269.69,0.24325708547199315,-0.01848564495635474,-0.004740021200624897,stop,False
short,2026-02-05 20:00:00,2026-02-06 00:02:00,2026-02-06 00:55:00,1959.62,2007.03,2015.985,1846.8899999999999,0.17383305242615096,-0.024193466080158377,-0.004379457109908627,stop,False
short,2026-02-06 00:00:00,2026-02-06 04:02:00,2026-02-06 04:23:00,1934.67,1870.66,1964.505,1875.0,0.3,0.03308574588947988,0.009625723766843963,target,False
short,2026-02-06 04:00:00,2026-02-06 08:02:00,2026-02-06 08:46:00,1822.26,1877.57,1878.435,1709.91,0.16219492656875847,-0.03035241952300982,-0.005085203382287487,stop,False
short,2026-02-23 08:00:00,2026-02-23 12:02:00,2026-02-23 17:34:00,1861.65,1899.0,1901.29,1782.3700000000003,0.23481962663975858,-0.02006284747401499,-0.004945969979818382,stop,False
long,2026-02-25 20:00:00,2026-02-26 00:02:00,2026-02-26 05:36:00,2018.41,2104.79,1974.915,2105.4000000000005,0.2320278192895729,0.042796062247016264,0.00969784917806643,target,False
long,2026-03-02 20:00:00,2026-03-03 00:02:00,2026-03-03 12:02:00,2049.97,2009.39,1992.5500000000002,2164.809999999999,0.17850661790317082,-0.01979541164017018,-0.003712118599791009,time,False
long,2026-03-04 20:00:00,2026-03-05 00:02:00,2026-03-05 12:02:00,2147.19,2118.11,2097.925,2245.72,0.21792246016441752,-0.013543282150158986,-0.003169307825027906,time,False
short,2026-04-02 08:00:00,2026-04-02 12:02:00,2026-04-03 00:02:00,2055.29,2058.32,2101.95,1961.9700000000003,0.22024110587226817,-0.00147424451050715,-0.0005449303471924836,time,False
long,2026-04-14 04:00:00,2026-04-14 08:02:00,2026-04-14 20:02:00,2373.15,2370.51,2321.3,2476.85,0.2288476374156224,-0.0011124454838504771,-0.00048342815814848296,time,False
short,2026-06-05 20:00:00,2026-06-06 00:02:00,2026-06-06 12:02:00,1572.74,1566.15,1623.58,1471.0600000000002,0.15467545239968553,0.00419013950176117,0.0004934362706530164,time,False
long,2026-06-06 12:00:00,2026-06-06 16:02:00,2026-06-06 18:31:00,1571.85,1544.71,1542.155,1631.2399999999998,0.2646657686479211,-0.017266278588923822,-0.004834458663074586,stop,False
long,2026-06-15 20:00:00,2026-06-16 00:02:00,2026-06-16 06:24:00,1840.29,1804.36,1803.96,1912.9499999999998,0.25327415359207317,-0.01952409674562161,-0.005198223231489137,stop,False
long,2026-07-14 20:00:00,2026-07-15 00:02:00,2026-07-15 12:02:00,1869.2,1876.24,1840.915,1925.7700000000002,0.3,0.0037663171410229346,0.0008298951423068805,time,False
