candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,hedged_bar_rate,total_cost,year
daily_pa_core_only,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
daily_pa_core_only,-0.025552619974875457,-0.025569944100284347,0.09060170579650029,-0.2822236499356511,0,9,0.3333333333333333,0.06399015545918925,0.30000000000000004,0.0,0.0031904859720607026,2023
daily_pa_core_only,0.07449406329321584,0.07433601965793146,0.056837801644024744,1.3078623294317062,0,7,0.4166666666666667,0.05990000696737778,0.187936732053617,0.0,0.0017615251317990663,2024
daily_pa_core_only,-0.005850150510924634,-0.005854156817121314,0.05712767862587809,-0.1024749641143209,0,7,0.4166666666666667,0.05605644584855559,0.12885688228690723,0.0,0.0013451021330950063,2025
daily_pa_core_only,0.07933108004043099,0.13069958766317158,0.03504910879431822,3.7290416834895153,0,5,0.75,0.061943993030491334,0.19031951010447862,0.0,0.0013320621928675682,2026
nonlinear_model_only_1m,0.0,0.0,0.0,,365,0,0.0,0.0,0.0,0.0,0.0,2022
nonlinear_model_only_1m,-0.06455071947554969,-0.0645935914374991,0.0840714896039092,-0.7683174372408835,4,5,0.3333333333333333,0.06563251865430159,0.2,0.0,0.044099999999999986,2023
nonlinear_model_only_1m,0.052772410423574945,0.05266157409011707,0.06121184570044902,0.8603167162745882,6,6,0.5,0.08010028584453238,0.2,0.0,0.04250000000000001,2024
nonlinear_model_only_1m,-0.08447483265452893,-0.08453032857359477,0.17104206354321994,-0.49420783883512454,3,6,0.4166666666666667,0.10824263822272885,0.2,0.0,0.04500000000000003,2025
nonlinear_model_only_1m,-0.03273301714089172,-0.05214149552699798,0.05983985018265647,-0.8713507030488903,7,6,0.375,0.0822194491626234,0.2,0.0,0.024800000000000006,2026
core_plus_nonlinear_1m,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
core_plus_nonlinear_1m,-0.08886765566562238,-0.08892589501616677,0.12828145762133936,-0.6932092655094225,0,6,0.4166666666666667,0.09650645122148986,0.5,0.2493150684931507,0.04729048597206071,2023
core_plus_nonlinear_1m,0.13127709788155406,0.13099145589777383,0.09189657243408933,1.4254226510104542,0,9,0.5833333333333334,0.09931458672859106,0.3864535137639601,0.20765027322404372,0.044261525131799054,2024
core_plus_nonlinear_1m,-0.08968633924048808,-0.08974508827304717,0.19705127170221737,-0.45544028971642153,0,8,0.5,0.12058944772007173,0.3262130110431672,0.2095890410958904,0.04634510213309501,2025
core_plus_nonlinear_1m,0.04504076792536571,0.0734607023007654,0.04067521425024456,1.8060311089897632,0,4,0.75,0.08599268055903542,0.3875683439029176,0.20044114182923956,0.026132062192867577,2026
core_plus_nonlinear_2m,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
core_plus_nonlinear_2m,-0.09159386629223754,-0.09165380091652053,0.12909973711886846,-0.7099456820127401,0,7,0.4166666666666667,0.09650401266891741,0.5,0.24932077625570775,0.04729048597206071,2023
core_plus_nonlinear_2m,0.1272660538914263,0.12698961981937162,0.092974689262326,1.3658515110609648,0,9,0.6666666666666666,0.09932777325689847,0.3864535137639601,0.20766165755919855,0.044261525131799054,2024
core_plus_nonlinear_2m,-0.09200013357360992,-0.09206032035117306,0.19689383691683682,-0.46756324013360107,0,8,0.5,0.12060742134825121,0.3262130110431672,0.20958523592085235,0.04634510213309501,2025
core_plus_nonlinear_2m,0.045147579795966175,0.07363724630782786,0.040211815284078356,1.8312340735580799,0,4,0.75,0.08600123797971117,0.3875683439029176,0.20044420106522598,0.026132062192867577,2026
