candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,hedged_bar_rate,total_cost,year
daily_pa_core_only,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
daily_pa_core_only,-0.025552619974875457,-0.025569944100284347,0.09060170579650029,-0.2822236499356511,0,9,0.3333333333333333,0.06399015545918925,0.30000000000000004,0.0,0.0031904859720607026,2023
daily_pa_core_only,0.07449406329321584,0.07433601965793146,0.056837801644024744,1.3078623294317062,0,7,0.4166666666666667,0.05990000696737778,0.187936732053617,0.0,0.0017615251317990663,2024
daily_pa_core_only,-0.005850150510924634,-0.005854156817121314,0.05712767862587809,-0.1024749641143209,0,7,0.4166666666666667,0.05605644584855559,0.12885688228690723,0.0,0.0013451021330950063,2025
daily_pa_core_only,0.07933108004043099,0.13069958766317158,0.03504910879431822,3.7290416834895153,0,5,0.75,0.061943993030491334,0.19031951010447862,0.0,0.0013320621928675682,2026
qh_ridge_only_1m,0.0,0.0,0.0,,365,0,0.0,0.0,0.0,0.0,0.0,2022
qh_ridge_only_1m,-0.13086070998628918,-0.13094443010295598,0.17364149160645614,-0.754107954795335,14,9,0.25,0.07148751708079668,0.2,0.0,0.09140000000000004,2023
qh_ridge_only_1m,-0.020157237452136156,-0.020116387698009497,0.11887331459751616,-0.1692254293246554,3,5,0.5,0.11666860888990947,0.2,0.0,0.0787,2024
qh_ridge_only_1m,0.0970612107550477,0.09713101347575104,0.1050039616961207,0.9250223696973091,0,6,0.5833333333333334,0.14212883836336046,0.2,0.0,0.1016,2025
qh_ridge_only_1m,-0.0794766984971883,-0.12475324715857361,0.12356367024720483,-1.0096272384025895,42,10,0.0,0.10111119986837809,0.2,0.0,0.0535,2026
qh_extreme_oi_only_1m,-0.0476282138285643,-0.04766013434112171,0.09307811863656612,-0.5120444529741304,63,5,0.25,0.048954451334392156,0.2,0.0,0.04280000000000002,2022
qh_extreme_oi_only_1m,-0.0540586724172597,-0.05409477896542114,0.10374863352514241,-0.5214023272153443,7,8,0.3333333333333333,0.05584644234937312,0.2,0.0,0.0752,2023
qh_extreme_oi_only_1m,-0.05969269193120752,-0.05957419869087621,0.08093621200905954,-0.7360635889928703,15,5,0.3333333333333333,0.038443060777628275,0.2,0.0,0.03719999999999999,2024
qh_extreme_oi_only_1m,-0.030561059772698185,-0.03058172590716557,0.06414578076924682,-0.4767535064726698,12,5,0.5,0.046475234933400465,0.2,0.0,0.03940000000000001,2025
qh_extreme_oi_only_1m,-0.02279027496692665,-0.03641522077438486,0.044087815941028397,-0.8259701687898,43,6,0.375,0.037861970956851766,0.2,0.0,0.021400000000000002,2026
core_plus_qh_ridge_1m,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
core_plus_qh_ridge_1m,-0.15267595103193865,-0.15277236207965017,0.22721094413401532,-0.6723811771564172,0,9,0.3333333333333333,0.09096569767057905,0.5,0.24811643835616437,0.0945904859720607,2023
core_plus_qh_ridge_1m,0.05124616101598112,0.05113860744684917,0.13617050708429634,0.3755483367275105,0,5,0.5,0.14215664748556436,0.387936732053617,0.310164313904068,0.08046152513179909,2024
core_plus_qh_ridge_1m,0.0912912795340568,0.09135676233384116,0.1296143650307019,0.7048351647766926,0,8,0.4166666666666667,0.14885675013804814,0.32885688228690724,0.41503995433789953,0.10294510213309502,2025
core_plus_qh_ridge_1m,-0.005304395022640462,-0.008521191303672793,0.0722987155994752,-0.11786089466483753,0,6,0.5,0.1017356464911812,0.39031951010447863,0.2972231314951404,0.054832062192867584,2026
core_plus_qh_ridge_2m,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
core_plus_qh_ridge_2m,-0.14878367032549045,-0.14887784506214308,0.22329480946388025,-0.6667322246298129,0,9,0.3333333333333333,0.09079932908817596,0.5,0.2481107305936073,0.0945904859720607,2023
core_plus_qh_ridge_2m,0.045804544796927305,0.04570865855032902,0.13295751072463324,0.34378395249137667,0,5,0.5,0.14209664715361056,0.387936732053617,0.3101719034608379,0.08046152513179909,2024
core_plus_qh_ridge_2m,0.08081144048199662,0.08086913078232838,0.1303707944471687,0.6203009740429225,0,8,0.3333333333333333,0.14890099860354325,0.32885688228690724,0.4150342465753425,0.10294510213309502,2025
core_plus_qh_ridge_2m,0.0007959894865523509,0.001281089888513387,0.07154178588742766,0.01790687599732562,0,6,0.5,0.10169283640901873,0.39031951010447863,0.2972170130231676,0.054832062192867584,2026
core_plus_qh_extreme_1m,0.007417466905021097,0.007422580344746743,0.07026602792834236,0.1056354053813363,0,7,0.5,0.07624807735989743,0.35617055449361346,0.09355022831050229,0.04409760774573847,2022
core_plus_qh_extreme_1m,-0.07777552136853416,-0.07782680552646015,0.14720525214269675,-0.5286958474213744,0,9,0.4166666666666667,0.07894250125538628,0.5,0.1689497716894977,0.0783904859720607,2023
core_plus_qh_extreme_1m,0.010388337397539749,0.010366959628891781,0.11048592026056636,0.09383059492506089,0,9,0.5,0.070705742365397,0.387936732053617,0.0858094262295082,0.03896152513179906,2024
core_plus_qh_extreme_1m,-0.03636049201297342,-0.036385005741596976,0.08742000459272448,-0.4162091492800621,0,10,0.5,0.07461892556352404,0.32885688228690724,0.08584474885844749,0.04074510213309502,2025
core_plus_qh_extreme_1m,0.05462908453097359,0.08935248396658269,0.03909076934426392,2.2857693891791886,0,8,0.75,0.07474736989839374,0.3867259188054967,0.07195323040023985,0.022732062192867573,2026
core_plus_qh_extreme_2m,0.013814454912036256,0.01382400845155618,0.06792307971242939,0.2035244648812132,0,6,0.5,0.07625226075858431,0.35617055449361346,0.09355403348554034,0.04409760774573847,2022
core_plus_qh_extreme_2m,-0.07652162325218248,-0.07657211537906317,0.14571027974080653,-0.5255093567541821,0,8,0.4166666666666667,0.07897767047762323,0.5,0.1689497716894977,0.0783904859720607,2023
core_plus_qh_extreme_2m,0.00985054247114392,0.009830276785853576,0.11037430505424684,0.08906309109735445,0,9,0.5,0.0707244630737616,0.387936732053617,0.08581132361870067,0.03896152513179906,2024
core_plus_qh_extreme_2m,-0.03360873649073248,-0.033631427567635264,0.08671872925213886,-0.3878219602347986,0,8,0.5,0.07463409536144723,0.32885688228690724,0.08584474885844749,0.04074510213309502,2025
