timestamp,equity,drawdown,gross_exposure,trading_cost,net_return
2022-01-01,1.0003976306682816,-0.0007033169475895162,0.02582348885066834,1.2911744425334172e-05,0.0003976306682815789
2022-01-02,1.0000356756196644,-0.001064873661049126,0.02587433548080505,2.5423315068355198e-08,-0.0003618111813989966
2022-01-03,0.9999730397055077,-0.0011274406437548068,0.026133533151302315,1.2959883524863229e-07,-6.263367966252709e-05
2022-01-04,0.9995107993196712,-0.0015891723294152449,0.026133533151302315,3.901348498114472e-08,-0.0004622528483102517
2022-01-05,0.9997228120368123,-0.0013773929343935398,0.029133718152749177,1.539105985704576e-06,0.00021211648466934463
2022-01-06,1.0030972806194731,-0.0007814739147289362,0.029133718152749177,4.298291402217956e-08,0.003375404204072785
2022-01-07,1.005397275769737,-0.0005513201157076875,0.02911378629452229,3.3016984908736464e-08,0.0022928934159258674
2022-01-08,1.0051052499237443,-0.0008416181434659498,0.02911378629452229,1.3147446920820858e-06,-0.0002904581631866243
2022-01-09,1.005596175180987,-0.0008233470813714394,0.02648429691035812,6.327722877489325e-07,0.0004884316913866815
2022-01-10,1.0063438765828678,-0.0006398427729245038,0.025453688536662876,1.1746810090131066e-07,0.0007435404194400252
2022-01-11,1.0052409212697584,-0.0017351439127955004,0.025739018630501057,1.426650469190903e-07,-0.0010960024090885812
2022-01-12,1.003413590757887,-0.003549793308636806,0.025739018630501057,8.200227475763794e-09,-0.0018178035466007714
2022-01-13,1.0038477171790592,-0.003118679592327145,0.02572261817554953,3.2026894788027977e-07,0.00043264953272625917
2022-01-14,1.0040047337971303,-0.0029627526216622346,0.02508208027978897,3.9330376111436363e-07,0.00015641477824535066
2022-01-15,1.0033846162812488,-0.0035785667112504527,0.024295472757560242,1.9036264259298524e-08,-0.000617644016015273
2022-01-16,1.0034460853391083,-0.003517524229891489,0.02445447962364386,9.85396973011074e-08,6.126171048137508e-05
2022-01-17,1.0044045140573754,-0.002565746714405681,0.027705973487211502,1.625746931783821e-06,0.0009551372338447717
2022-01-18,1.005485389906198,-0.0014923718140782416,0.02884500565854571,5.695160856671044e-07,0.0010761359927173864
2022-01-19,1.00540703995329,-0.0015701780422263667,0.028979467954119487,6.723114778688783e-08,-7.792251751526091e-05
2022-01-20,1.0041513448040216,-0.0028171590504113553,0.028979467954119487,1.710473757631191e-07,-0.0012489420696004672
2022-01-21,1.0081914385533275,-0.0010025802021241814,0.028841452555860504,1.0203967663362756e-07,0.004023391264883713
2022-01-22,1.0130281029223291,-0.0009486424231093249,0.028940748621394046,4.9648032766771294e-08,0.004797367031744049
2022-01-23,1.0124893404383164,-0.0014799716029334498,0.028940748621394046,2.404181541322447e-06,-0.0005318336998343387
2022-01-24,1.0137896216118973,-0.0010392718670553247,0.024132385538749152,1.9926000366954165e-06,0.001284241840041389
2022-01-25,1.0124636106479694,-0.002345887016588666,0.020340626509123595,9.67205218826376e-08,-0.0013079744906270285
2022-01-26,1.0109243924859386,-0.003862590742015448,0.020340626509123595,1.3680344191610398e-07,-0.0015202701073387948
2022-01-27,1.0118409964489552,-0.002959394119378067,0.020067019625291387,3.6586998246269235e-07,0.0009066988291419609
2022-01-28,1.0120874728540343,-0.0027165229715220285,0.019335279660366002,3.8968568223207887e-07,0.00024359203268642382
2022-01-29,1.0113081362604521,-0.0034844600606270815,0.018555908295901844,4.500543569341611e-09,-0.0007700288902765529
2022-01-30,1.0107586757234444,-0.004025883533928076,0.01856156570796086,7.329249598848897e-09,-0.0005433166384283261
2022-01-31,1.010720693431836,-0.004063310251337993,0.01856156570796086,1.3643244343246319e-07,-3.7578002064053706e-05
2022-02-01,1.0096963123234846,-0.005072707542520982,0.018288700821095932,2.7409771329698838e-08,-0.0010135155191832723
2022-02-02,1.0074380020950482,-0.0072979850380253675,0.05465948357750244,3.644668242796949e-05,-0.002236623231041235
2022-02-03,1.0069866081344274,-0.007742776373390936,0.05465948357750244,4.981763455199039e-07,-0.00044806127988694655
2022-02-04,1.0116226695275723,-0.00317452753138614,0.053663130886462636,7.365542414391677e-08,0.00460389577745679
2022-02-05,1.0149220500901512,-0.00013926556027288317,0.0537401797911569,1.1217987649105032e-07,0.003261473533526571
2022-02-06,1.0139262176889134,-0.001120319933849645,0.0537401797911569,1.1279937107940945e-06,-0.0009811910196920737
2022-02-07,1.0162592233918273,-8.310352938989407e-05,0.05343233227894473,9.740699546880067e-07,0.002300962005137519
2022-02-08,1.0154881706924184,-0.002552971201717824,0.05500442844514862,7.860480831019465e-07,-0.0007587165574146626
2022-02-09,1.0173437539465757,-0.0007303542013789022,0.05500442844514862,2.467849445066256e-07,0.0018272819986662192
2022-02-10,1.0179260089788809,-0.0011184482218490333,0.05456683129546609,2.79863696653615e-08,0.0005723287040797498
2022-02-11,1.016096294010165,-0.0029139309103167754,0.05456683129546609,9.289080908608805e-09,-0.001797493091420077
2022-02-12,1.012046111628833,-0.00688833811316214,0.05497769423387384,2.1472055011248147e-07,-0.003986022196133199
2022-02-13,1.0127994798989586,-0.006149064668839577,0.05612313783631395,5.727218012200573e-07,0.0007444011309956089
2022-02-14,1.013177715671639,-0.005777905338769873,0.05612313783631395,6.783444796234217e-07,0.0003734557335239863
2022-02-15,1.01661415049565,-0.0024057630422625875,0.05476644887706711,3.8264591000682084e-08,0.0033917394459566097
2022-02-16,1.0156168391850482,-0.003384415577665667,0.054897549456206333,1.0381488057029445e-07,-0.0009810126193063873
2022-02-17,1.0142681398129245,-0.004707882027904509,0.054897549456206333,5.684301631453739e-07,-0.0013279608215227556
2022-02-18,1.0107766144414525,-0.008134084178517909,0.053974101411621275,1.0670614085284483e-07,-0.0034424086042148527
2022-02-19,1.0109983145682249,-0.007916531856731801,0.053974101411621275,3.60159182142246e-05,0.00021933642270943743
