candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,hedged_bar_rate,total_cost,year
frozen_daily_pa_core,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
frozen_daily_pa_core,-0.025552619974875457,-0.025569944100284347,0.09060170579650029,-0.2822236499356511,0,9,0.3333333333333333,0.06399015545918925,0.30000000000000004,0.0,0.0031904859720607026,2023
frozen_daily_pa_core,0.07449406329321584,0.07433601965793146,0.056837801644024744,1.3078623294317062,0,7,0.4166666666666667,0.05990000696737778,0.187936732053617,0.0,0.0017615251317990663,2024
frozen_daily_pa_core,-0.005850150510924634,-0.005854156817121314,0.05712767862587809,-0.1024749641143209,0,7,0.4166666666666667,0.05605644584855559,0.12885688228690723,0.0,0.0013451021330950063,2025
frozen_daily_pa_core,0.07933108004043099,0.13069958766317158,0.03504910879431822,3.7290416834895153,0,5,0.75,0.061943993030491334,0.19031951010447862,0.0,0.0013320621928675682,2026
market_efficiency_allocator,0.07847916124112553,0.07853512680518993,0.07827339047390325,1.0033438736932436,0,6,0.5,0.09643433335368744,0.26947514022173413,0.0,0.002113937033354902,2022
market_efficiency_allocator,-0.10026298597145766,-0.10032827397202959,0.1656752491693324,-0.6055718912454247,0,9,0.3333333333333333,0.09110253533212696,0.6000000000000001,0.0,0.005932688829834346,2023
market_efficiency_allocator,0.040567418840852465,0.04048270685056288,0.12025604958030256,0.336637591138648,0,7,0.5833333333333334,0.09817876232923774,0.375873464107234,0.0,0.00328964750603232,2024
market_efficiency_allocator,-0.01961363823723339,-0.019626976504282023,0.09400375198258148,-0.2087892886224246,0,7,0.4166666666666667,0.08845492039014265,0.25771376457381445,0.0,0.0033031268140430985,2025
market_efficiency_allocator,0.041201565625929026,0.0671223762377191,0.05180115411350916,1.2957698990767146,0,5,0.625,0.07178683688324526,0.30116629338894046,0.0,0.002080242338548391,2026
core_health_allocator,0.023725666204308382,0.023742153765911045,0.12668038290641792,0.18741776130760504,0,6,0.4166666666666667,0.09548503506344903,0.27409902170382144,0.0,0.002634414316844757,2022
core_health_allocator,0.009084008046633008,0.009090275537540604,0.13459660024812015,0.06753718534333904,0,9,0.25,0.09681468439452323,0.6000000000000001,0.0,0.004411455402910847,2023
core_health_allocator,0.13793059373701455,0.13762961371606397,0.10265805128775907,1.3406606884663794,0,7,0.5,0.11086522934848239,0.375873464107234,0.0,0.0029227354011882537,2024
core_health_allocator,0.01071751164147372,0.010724912141494514,0.06353087309512351,0.1688141783513083,0,7,0.3333333333333333,0.09085380425818407,0.25771376457381445,0.0,0.002510560130428831,2025
core_health_allocator,0.12304599233981262,0.20529039579277697,0.06910936501567921,2.970514860702332,0,5,0.75,0.11138770686607458,0.38063902020895723,0.0,0.0021435706557166637,2026
efficiency_health_consensus,0.033191725504438496,0.03321489723863835,0.10496081534297708,0.3164504499141237,0,6,0.4166666666666667,0.08522022235673532,0.26947514022173413,0.0,0.0015705387422438146,2022
efficiency_health_consensus,-0.041149594052362515,-0.04117726700100455,0.07629581331402246,-0.53970545974161,0,9,0.16666666666666666,0.0664716478529954,0.6000000000000001,0.0,0.0036694771078917264,2023
efficiency_health_consensus,0.05117707988562836,0.051069674794005815,0.0975547175987097,0.523497746199014,0,7,0.5,0.09626297842109836,0.375873464107234,0.0,0.0027620769384076368,2024
efficiency_health_consensus,-0.0031994806382880103,-0.003201674633230067,0.06353087309515948,-0.050395571117595864,0,7,0.3333333333333333,0.08187655072994007,0.25771376457381445,0.0,0.0026686252565741152,2025
efficiency_health_consensus,0.030394111268916335,0.049356236967675216,0.05180115411359587,0.952801878881711,0,5,0.625,0.06744651578281642,0.2540509111178577,0.0,0.0015324751308797362,2026
