candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,hedged_bar_rate,total_cost
frozen_daily_pa_core,0.18840907677582908,0.0380569313575676,0.12084501071044562,0.31492348036407625,0,9,0.4642857142857143,0.06003047192865409,0.30000000000000004,0.0,0.008926783175560804
market_efficiency_allocator,0.030693749368689627,0.006563084500065042,0.21322630277692056,0.030779901046876963,0,9,0.48214285714285715,0.09099669805263594,0.6000000000000001,0.0,0.016719642521813054
core_health_allocator,0.33430164605747703,0.06439427284155164,0.17620628250853865,0.36544822309857883,0,9,0.42857142857142855,0.10058148262410696,0.6000000000000001,0.0,0.014622735907089353
efficiency_health_consensus,0.06959479863766815,0.014664540174558205,0.1736491736166904,0.08444923675207582,0,9,0.39285714285714285,0.08121786954625503,0.6000000000000001,0.0,0.012203193175997024
