candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,total_cost
daily_turtle_20_10,0.027500156112540752,0.0058874788532885525,0.03450604902387133,0.17062164518503947,28,9,0.5,0.015688389883508003,0.07825220442684909,0.0019249035036223966
daily_turtle_55_20,0.013588283307568672,0.002924744789807976,0.02905442882488074,0.10066433614772605,59,9,0.3392857142857143,0.014280749694327173,0.08229719888452726,0.0012388536908190953
four_hour_turtle_20_10,0.026224579492105216,0.005617139950685912,0.059245056771266014,0.09481195996440057,12,7,0.5535714285714286,0.03795577574268982,0.25,0.030000837876597814
four_hour_turtle_55_20,0.04824446701204255,0.010247429815147147,0.0638435292402495,0.16050851099701988,16,6,0.5357142857142857,0.034248167921954106,0.25,0.01737372879455201
equal_daily_turtles,0.02058058236738103,0.004417811652076331,0.030064546085699417,0.14694423256826483,23,9,0.42857142857142855,0.014126573296152922,0.07825220442684909,0.001581878597220746
equal_four_hour_turtles,0.03758497280378181,0.008015593628694084,0.05793242771444829,0.13836108626766566,10,7,0.5178571428571429,0.03370769805606078,0.2395649779735679,0.023687283335574908
equal_all_turtles,0.029570410125181468,0.006325678185632899,0.04202060357236548,0.15053753749013096,4,10,0.5178571428571429,0.02116587717727983,0.1337180933321177,0.012634580966397828
bos_plus_equal_turtles,0.17877260392607908,0.03623019978090136,0.11559735847026875,0.31341719447870986,0,8,0.4107142857142857,0.060404233967152575,0.36577819160749875,0.013806276462832915
