candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,hedged_bar_rate,total_cost,year
daily_pa_core_only,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
daily_pa_core_only,-0.025552619974875457,-0.025569944100284347,0.09060170579650029,-0.2822236499356511,0,9,0.3333333333333333,0.06399015545918925,0.30000000000000004,0.0,0.0031904859720607026,2023
daily_pa_core_only,0.07449406329321584,0.07433601965793146,0.056837801644024744,1.3078623294317062,0,7,0.4166666666666667,0.05990000696737778,0.187936732053617,0.0,0.0017615251317990663,2024
daily_pa_core_only,-0.005850150510924634,-0.005854156817121314,0.05712767862587809,-0.1024749641143209,0,7,0.4166666666666667,0.05605644584855559,0.12885688228690723,0.0,0.0013451021330950063,2025
daily_pa_core_only,0.07933108004043099,0.13069958766317158,0.03504910879431822,3.7290416834895153,0,5,0.75,0.061943993030491334,0.19031951010447862,0.0,0.0013320621928675682,2026
weekly_regime_only_1m,0.0,0.0,0.0,,365,0,0.0,0.0,0.0,0.0,0.0,2022
weekly_regime_only_1m,-0.10187290566576812,-0.10193918152418313,0.1923373847803902,-0.5300019111759097,59,10,0.3333333333333333,0.13152351263772177,0.3,0.0,0.006449999999999999,2023
weekly_regime_only_1m,-0.20446731356468162,-0.20409467578972407,0.3009119767170053,-0.6782537472134792,2,8,0.4166666666666667,0.19991679172792784,0.3,0.0,0.0138,2024
weekly_regime_only_1m,-0.034104288041174824,-0.0341273077494364,0.20532936098647347,-0.16620763628483026,0,7,0.4166666666666667,0.22572654498569586,0.3,0.0,0.013499999999999998,2025
weekly_regime_only_1m,-0.08066832913476418,-0.12657560283110747,0.1756522791901204,-0.7206032475906908,2,9,0.5,0.18184081843507896,0.3,0.0,0.0045,2026
core_plus_weekly_regime_1m,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
core_plus_weekly_regime_1m,-0.12505950561041934,-0.12513978716534546,0.22786356623778137,-0.5491873458820483,0,10,0.5,0.14813944442624477,0.6000000000000001,0.5232857686453577,0.009640485972060705,2023
core_plus_weekly_regime_1m,-0.14082907664257927,-0.14056204578090992,0.25161227718669854,-0.5586454180715976,0,8,0.5,0.18265766819380222,0.487936732053617,0.631149438372799,0.015561525131799066,2024
core_plus_weekly_regime_1m,-0.04067975715817207,-0.04070712089616546,0.196253042434547,-0.20742160422680747,0,7,0.4166666666666667,0.2367132206869687,0.4288568822869072,0.42465563165905634,0.014845102133095001,2025
core_plus_weekly_regime_1m,-0.009053380932690036,-0.01452704965852436,0.1719412330773561,-0.08448845805350635,0,9,0.5,0.20291588449508724,0.4903195101044786,0.37444742549995563,0.005832062192867567,2026
core_plus_weekly_regime_2m,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
core_plus_weekly_regime_2m,-0.12458593507594828,-0.1246659347608653,0.22858323105497835,-0.5453853031366107,0,10,0.5,0.14814102255579564,0.6000000000000001,0.5232800608828007,0.009640485972060705,2023
core_plus_weekly_regime_2m,-0.14437229963903675,-0.14409912871736963,0.25387946034662423,-0.5675887624805473,0,8,0.5,0.18264981044561712,0.487936732053617,0.631149438372799,0.015561525131799064,2024
core_plus_weekly_regime_2m,-0.03762847092461419,-0.03765382269456197,0.19517024777902225,-0.1929280877749091,0,7,0.4166666666666667,0.23671492864910473,0.4288568822869072,0.42465563165905634,0.014845102133095001,2025
core_plus_weekly_regime_2m,-0.007292153321232675,-0.011707291298306721,0.1714196809425792,-0.06829607448766829,0,9,0.5,0.20291582862000526,0.4903195101044786,0.37444742549995563,0.005832062192867567,2026
