side,event_day,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,stop_fraction,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
long,2020-06-28,2020-06-29 00:01:00,2020-07-06 00:01:00,226.13,224.97,214.98,248.43,0.04930792022288067,0.10140358744394613,-0.005129792597178606,-0.0006215829596412545,time,False
short,2020-07-27,2020-07-28 00:01:00,2020-07-28 06:17:00,314.11,331.46,329.84,282.6500000000001,0.05007799815351298,0.09984424666242872,-0.05523542707968532,-0.005614783852511124,stop,False
short,2020-07-28,2020-07-29 00:01:00,2020-07-31 03:11:00,323.2,335.44,334.2,301.2,0.03403465346534654,0.1469090909090909,-0.037871287128712794,-0.005710545454545443,stop,False
short,2020-08-15,2020-08-16 00:01:00,2020-08-16 09:01:00,437.64,424.75,445.72,421.4799999999999,0.01846266337629111,0.27081683168316695,0.029453432044602823,0.007705668316831631,target,False
short,2020-08-18,2020-08-19 00:01:00,2020-08-26 00:01:00,419.11,385.16,447.78,361.7700000000001,0.06840686216029195,0.07309208231600987,0.08100498675765311,0.0058477310777816606,time,False
short,2020-09-02,2020-09-03 00:01:00,2020-09-06 02:51:00,434.02,325.64,488.96,324.14,0.12658402838578867,0.03949945394976338,0.24971199483894746,0.009823987986894793,target,False
long,2020-09-04,2020-09-05 00:01:00,2020-09-05 19:19:00,383.71,356.5,357.0,437.12999999999994,0.06960986161423988,0.07182890303257211,-0.07091292903494817,-0.005165426806439531,stop,False
long,2020-09-05,2020-09-06 00:01:00,2020-09-06 02:16:00,357.0,334.2,335.0,401.0,0.06162464985994398,0.08113636363636363,-0.06386554621848739,-0.0052629545454545455,stop,False
long,2020-09-06,2020-09-07 00:01:00,2020-09-14 00:01:00,343.52,360.39,308.0,414.55999999999995,0.10340009315323703,0.048355855855855875,0.049109222170470535,0.002326362612612619,time,False
short,2020-10-13,2020-10-14 00:01:00,2020-10-21 00:01:00,378.88,371.08,395.52,345.6,0.04391891891891889,0.11384615384615393,0.020586993243243312,0.0022299038461538554,time,False
short,2020-10-23,2020-10-24 00:01:00,2020-10-26 23:51:00,411.42,391.68,421.43,391.40000000000003,0.024330367993777625,0.2055044955044957,0.047980166253463685,0.00965463536463539,target,False
