side,event_day,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,stop_fraction,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
long,2021-09-21,2021-09-22 00:02:00,2021-09-22 04:37:00,3037.38,2809.99,2804.7,3502.7400000000007,0.07660549552574926,0.06526946879834959,-0.07486386293450287,-0.004951594034725805,stop,False
long,2021-09-22,2021-09-23 00:02:00,2021-09-30 00:02:00,3008.66,2867.21,2645.62,3734.74,0.12066501366056649,0.04143703173204055,-0.04701428542939379,-0.001989569468929043,time,False
short,2021-10-07,2021-10-08 00:02:00,2021-10-08 05:17:00,3590.87,3648.83,3650.0,3472.6099999999997,0.016466761536897773,0.3,-0.01614093520511739,-0.005142280561535217,stop,False
short,2021-10-08,2021-10-09 00:02:00,2021-10-10 09:26:00,3613.47,3494.21,3676.58,3487.2499999999995,0.017465206574290123,0.2862834733005857,0.03300428673823219,0.009162298367928983,target,False
short,2021-10-15,2021-10-16 00:02:00,2021-10-16 00:59:00,3795.74,3862.86,3862.99,3661.24,0.017717230368781846,0.28221115241635686,-0.017682981447622925,-0.0052725457249070806,stop,False
short,2021-10-30,2021-10-31 00:02:00,2021-11-02 18:23:00,4283.71,4453.13,4464.49,3922.1500000000005,0.04220173634536412,0.11847853744883301,-0.03954982947024899,-0.004804284489434687,stop,False
short,2021-11-09,2021-11-10 00:02:00,2021-11-10 22:14:00,4787.56,4843.87,4848.0,4666.680000000001,0.012624384864106056,0.3,-0.011761732490036536,-0.0038285197470109607,stop,False
long,2021-11-18,2021-11-19 00:02:00,2021-11-19 00:04:00,4083.13,4043.38,4044.39,4160.610000000001,0.009487819393455568,0.3,-0.009735178649712406,-0.0032205535949137217,stop,False
long,2021-11-19,2021-11-20 00:02:00,2021-11-26 20:05:00,4217.95,3945.41,3958.2,4737.45,0.061582048151353146,0.0811924927815207,-0.06461432686494628,-0.00532739076034649,stop,False
long,2021-11-26,2021-11-27 00:02:00,2021-11-29 08:29:00,4051.5,4342.0,3908.0,4338.5,0.03541898062446008,0.1411672473867596,0.07170183882512648,0.009980783972125434,target,False
long,2021-12-04,2021-12-05 00:02:00,2021-12-12 00:02:00,4025.49,4056.09,3380.92,5314.629999999999,0.16012212177896348,0.031226166281396916,0.007601559064859265,0.00020614138107575853,time,False
long,2021-12-30,2021-12-31 00:02:00,2022-01-06 05:32:00,3713.31,3569.75,3575.16,3989.61,0.037204003974890355,0.13439413680781748,-0.03866092515841657,-0.005330195801664846,stop,False
long,2022-01-09,2022-01-10 00:02:00,2022-01-10 22:17:00,3097.6,2996.8,2997.26,3298.2799999999993,0.03239282024793379,0.154355192346024,-0.03254132231404949,-0.005177277257325095,stop,False
long,2022-01-10,2022-01-11 00:02:00,2022-01-12 00:16:00,3008.11,3188.07,2917.12,3190.0900000000006,0.03024822895439337,0.16529893394878514,0.05982493991243665,0.00972369985712712,target,False
short,2022-02-10,2022-02-11 00:02:00,2022-02-11 08:04:00,3209.57,3052.24,3288.0,3052.7100000000005,0.02443629520465353,0.20461366823919463,0.049019027470969756,0.00982534935611378,target,False
long,2022-02-21,2022-02-22 00:02:00,2022-02-22 05:57:00,2727.74,2577.3,2571.0,3041.2199999999993,0.05746148826501052,0.08701480158223822,-0.05515188397721171,-0.004886045042745938,stop,False
long,2022-02-22,2022-02-23 00:02:00,2022-02-24 10:59:00,2629.87,2498.97,2496.0,2897.6099999999997,0.05090365683474845,0.0982247702995444,-0.049774323445645585,-0.00498729625756331,stop,False
short,2022-03-22,2022-03-23 00:02:00,2022-03-24 08:14:00,3001.83,3074.8,3054.9,2895.6899999999996,0.017679215678436208,0.2828179762577719,-0.02430850514519478,-0.007157700207273395,stop,False
short,2022-03-25,2022-03-26 00:02:00,2022-03-28 04:38:00,3115.18,3218.62,3210.0,2925.5399999999995,0.03043804852368087,0.1642680869014973,-0.03320514384401552,-0.005618813541446957,stop,False
short,2022-04-01,2022-04-02 00:02:00,2022-04-02 08:47:00,3433.47,3496.92,3494.53,3311.349999999999,0.01778375812224962,0.281155420897476,-0.01847984691871507,-0.005476864559449737,stop,False
short,2022-04-02,2022-04-03 00:02:00,2022-04-03 14:06:00,3467.34,3494.96,3532.88,3336.26,0.018902097861761454,0.26452090326518174,-0.00796576049651887,-0.0023716310649984557,stop,False
short,2022-04-03,2022-04-04 00:02:00,2022-04-04 06:02:00,3496.69,3540.7,3533.0,3424.07,0.010384106111779982,0.3,-0.012586188652697228,-0.004075856595809169,stop,False
short,2022-04-04,2022-04-05 00:02:00,2022-04-11 17:35:00,3425.94,3120.43,3580.12,3117.5800000000004,0.04500370701179817,0.11110195874951369,0.08917552554919239,0.009796473602283062,target,False
long,2022-04-27,2022-04-28 00:02:00,2022-05-01 07:03:00,2859.24,2761.39,2762.2,3053.3199999999997,0.03393908870888766,0.14732275350370988,-0.03422238077251294,-0.005189058120362734,stop,False
long,2022-05-01,2022-05-02 00:02:00,2022-05-06 02:25:00,2809.35,2713.52,2713.0,3002.0499999999997,0.03429618951002898,0.14578879086663218,-0.0341110933133999,-0.005118803840166066,stop,False
long,2022-05-10,2022-05-11 00:02:00,2022-05-11 20:50:00,2370.41,2189.34,2198.02,2715.1899999999996,0.07272581536527431,0.06875137769012128,-0.07638762914432518,-0.005320506119844537,stop,False
long,2022-05-11,2022-05-12 00:02:00,2022-05-12 03:40:00,2271.09,2122.21,2115.27,2582.7300000000005,0.06861022680739211,0.07287543319214472,-0.065554425408064,-0.004850182582466947,stop,False
long,2022-05-26,2022-05-27 00:02:00,2022-05-27 10:03:00,1865.8,1734.26,1730.6,2136.2,0.07246221459963557,0.0690014792899408,-0.07050058955943828,-0.0049336464497041375,stop,False
long,2022-05-27,2022-05-28 00:02:00,2022-05-28 07:41:00,1769.14,1713.1,1711.0,1885.4200000000003,0.03286342516703036,0.152144822841417,-0.03167640774613667,-0.00497154626762987,stop,False
long,2022-05-28,2022-05-29 00:02:00,2022-05-31 05:14:00,1790.48,1964.68,1701.1,1969.2400000000002,0.049919574639202956,0.1001611098679793,0.0972923461864974,0.009644748265831265,target,False
long,2022-06-12,2022-06-13 00:02:00,2022-06-13 08:48:00,1523.0,1423.16,1423.0,1723.0,0.06565988181221274,0.07615,-0.06555482600131313,-0.005068149999999994,stop,False
long,2022-06-14,2022-06-15 00:02:00,2022-06-15 16:04:00,1252.72,1067.39,1073.9,1610.36,0.14274538603997697,0.035027401856615605,-0.14794207803818882,-0.005217054020803041,stop,False
long,2022-06-15,2022-06-16 00:02:00,2022-06-18 14:54:00,1122.92,1010.56,1013.0,1342.7600000000002,0.09788765005521326,0.051078966521106224,-0.10006055640651168,-0.005162068777292577,stop,False
long,2022-06-19,2022-06-20 00:02:00,2022-06-27 00:02:00,1071.34,1221.44,878.73,1456.5599999999997,0.17978419549349406,0.027811120917917046,0.1401049153396683,0.0038686636207881284,time,False
short,2022-07-16,2022-07-17 00:02:00,2022-07-17 00:06:00,1273.31,1289.38,1290.38,1239.1699999999996,0.013406004822078021,0.3,-0.012620650116625276,-0.004086195034987583,stop,False
short,2022-07-22,2022-07-23 00:02:00,2022-07-25 06:42:00,1568.22,1653.91,1647.0,1410.66,0.05023529861881622,0.09953160700685457,-0.054641568147326236,-0.005538094694084792,stop,False
short,2022-07-25,2022-07-26 00:02:00,2022-07-28 10:48:00,1526.05,1673.34,1665.0,1248.1499999999999,0.09105206251433443,0.0549136379992803,-0.09651715212476653,-0.005355021590500176,stop,False
short,2022-07-29,2022-07-30 00:02:00,2022-08-06 00:02:00,1708.64,1673.1,1785.98,1553.9600000000003,0.045264069669444656,0.11046289113007511,0.020800168555108245,0.0021871838634600588,time,False
short,2022-08-08,2022-08-09 00:02:00,2022-08-09 21:57:00,1776.08,1692.14,1820.72,1686.7999999999997,0.025134002972839117,0.19893369175627196,0.04726138462231422,0.009202948028673797,target,False
short,2022-08-14,2022-08-15 00:02:00,2022-08-15 15:40:00,1983.6,1889.14,2031.54,1887.7199999999998,0.024168179068360586,0.20688360450563179,0.047620488001613115,0.00964501460158528,target,False
long,2022-08-21,2022-08-22 00:02:00,2022-08-27 07:13:00,1623.04,1532.72,1522.7,1823.7199999999998,0.06182225946372235,0.08087701813832975,-0.05564865930599361,-0.004581574646202907,stop,False
long,2022-08-28,2022-08-29 00:02:00,2022-08-29 07:26:00,1492.86,1447.94,1445.26,1588.0599999999997,0.03188510643998762,0.1568130252100843,-0.03008989456479494,-0.004875300420168052,stop,False
long,2022-08-29,2022-08-30 00:02:00,2022-09-06 00:02:00,1523.9,1602.98,1421.34,1729.0200000000004,0.06730100400288744,0.07429309672386883,0.05189316884309991,0.003781011115444609,time,False
short,2022-09-09,2022-09-10 00:02:00,2022-09-11 05:50:00,1711.04,1773.81,1750.0,1633.12,0.02276977744529645,0.21958932238192996,-0.03668529081728078,-0.008275287474332654,stop,False
short,2022-09-12,2022-09-13 00:02:00,2022-09-14 08:22:00,1711.36,1557.16,1790.0,1554.0799999999997,0.04595175766641741,0.10880976602238034,0.09010377711293927,0.00969536113936925,target,False
long,2022-09-17,2022-09-18 00:02:00,2022-09-19 00:14:00,1443.43,1394.45,1405.0,1520.2900000000002,0.026624082913615527,0.1877998959146497,-0.03393306221985137,-0.00656042544886807,stop,False
long,2022-10-13,2022-10-14 00:02:00,2022-10-21 00:02:00,1255.85,1296.91,1180.0,1407.5499999999997,0.06039734044670933,0.08278510217534618,0.03269498745869348,0.002623872775214256,time,False
short,2022-10-30,2022-10-31 00:02:00,2022-11-04 22:24:00,1585.9,1674.12,1665.0,1427.7000000000003,0.049877041427580496,0.10024652338811643,-0.05562771927612076,-0.005676731984829332,stop,False
short,2022-11-04,2022-11-05 00:02:00,2022-11-08 11:02:00,1629.55,1535.71,1680.0,1528.6499999999999,0.03095946733760857,0.1615014866204161,0.05758645024700071,0.009138795837462828,target,False
long,2022-11-10,2022-11-11 00:02:00,2022-11-18 00:02:00,1314.55,1190.16,1071.34,1800.97,0.18501388307785938,0.027024998972081736,-0.09462553725609513,-0.0025842800460507344,time,False
short,2022-12-15,2022-12-16 00:02:00,2022-12-23 00:02:00,1270.85,1187.44,1354.21,1104.1299999999997,0.06559389385057256,0.07622660748560449,0.06563323759688389,0.004926772432821482,time,False
long,2022-12-20,2022-12-21 00:02:00,2022-12-28 00:02:00,1217.55,1210.79,1150.0,1352.6499999999999,0.05548026775081102,0.09012213175425617,-0.005552133382612623,-0.0005904922279792749,time,False
short,2023-01-07,2023-01-08 00:02:00,2023-01-09 00:03:00,1264.01,1274.22,1277.83,1236.3700000000001,0.01093345780492238,0.3,-0.008077467741552713,-0.0027232403224658136,stop,False
short,2023-01-10,2023-01-11 00:02:00,2023-01-11 04:24:00,1332.77,1343.98,1344.49,1309.33,0.00879371534473317,0.3,-0.008411053670175583,-0.0028233161010526747,stop,False
short,2023-01-11,2023-01-12 00:02:00,2023-01-12 06:03:00,1322.98,1347.35,1348.46,1272.02,0.019259550408925317,0.2596114599686027,-0.018420535457829956,-0.005041793563579251,stop,False
short,2023-01-13,2023-01-14 00:02:00,2023-01-14 05:37:00,1419.36,1439.95,1440.92,1376.2399999999996,0.015189944763837344,0.3,-0.014506538158043147,-0.004651961447412944,stop,False
short,2023-01-21,2023-01-22 00:02:00,2023-01-25 06:27:00,1647.44,1569.04,1680.0,1582.3200000000002,0.01976399747487007,0.2529852579852584,0.04758898654882737,0.011786326781326826,target,False
short,2023-02-02,2023-02-03 00:02:00,2023-02-03 02:16:00,1678.25,1707.48,1700.0,1634.75,0.012959928496946225,0.3,-0.017416952182332857,-0.005525085654699857,stop,False
short,2023-02-03,2023-02-04 00:02:00,2023-02-10 05:31:00,1665.32,1537.29,1720.0,1555.9599999999998,0.03283453030048283,0.15227871250914393,0.07688011913626214,0.011554926847110453,target,False
long,2023-02-10,2023-02-11 00:02:00,2023-02-11 05:41:00,1526.53,1499.81,1504.0,1571.59,0.014758963138621562,0.3,-0.017503750335728707,-0.005551125100718612,stop,False
long,2023-02-11,2023-02-12 00:02:00,2023-02-13 17:19:00,1522.89,1487.84,1485.0,1598.6700000000003,0.024880326221854564,0.20096199524940567,-0.023015450886144206,-0.004826192926893647,stop,False
long,2023-02-14,2023-02-15 00:02:00,2023-02-17 00:02:00,1551.92,1730.79,1460.03,1735.7000000000003,0.05921052631578953,0.08444444444444436,0.11525722975411101,0.009648388290347143,target,False
short,2023-02-17,2023-02-18 00:02:00,2023-02-25 00:02:00,1675.68,1588.73,1743.88,1539.28,0.04069989496801301,0.12285043988269788,0.05188938222094919,0.006251782991202353,time,False
short,2023-03-23,2023-03-24 00:02:00,2023-03-24 02:57:00,1837.36,1799.0,1858.88,1794.3199999999995,0.011712457003526914,0.3,0.020877781164279074,0.005963334349283722,target,False
long,2023-04-27,2023-04-28 00:02:00,2023-05-05 00:02:00,1902.07,1883.88,1782.2,2141.8099999999995,0.06302081416561951,0.0793388671060316,-0.009563265284663447,-0.0008380775006256702,time,False
short,2023-06-22,2023-06-23 00:02:00,2023-06-24 00:09:00,1877.49,1933.19,1933.96,1764.55,0.03007739055867143,0.16623782539401444,-0.029667268534053548,-0.005098060031875347,stop,False
short,2023-06-24,2023-06-25 00:02:00,2023-07-01 01:27:00,1872.23,1937.6,1937.94,1740.81,0.03509718357253117,0.14246157358088563,-0.034915581953071984,-0.005116590321107893,stop,False
short,2023-07-01,2023-07-02 00:02:00,2023-07-03 06:26:00,1923.46,1947.09,1948.0,1874.38,0.012758258554895846,0.3,-0.012285152797562704,-0.003985545839268811,stop,False
long,2023-08-01,2023-08-02 00:02:00,2023-08-08 00:01:00,1834.99,1815.02,1808.0,1888.97,0.014708527021945628,0.3,-0.010882893094785295,-0.0035648679284355886,stop,False
long,2023-08-08,2023-08-09 00:02:00,2023-08-16 00:02:00,1843.06,1841.14,1798.1,1932.98,0.024394213970245156,0.204966637010676,-0.001041745792323523,-0.0004184897686832506,time,False
long,2023-09-12,2023-09-13 00:02:00,2023-09-20 00:02:00,1602.99,1655.07,1530.56,1747.8500000000001,0.045184311817291475,0.11065787657048175,0.03248928564744635,0.003484537484467761,time,False
short,2023-09-30,2023-10-01 00:02:00,2023-10-02 06:18:00,1684.83,1775.53,1695.0,1664.4899999999998,0.0060362173038229815,0.3,-0.05383332443035793,-0.01644999732910738,stop,False
short,2023-10-02,2023-10-03 00:02:00,2023-10-10 00:02:00,1689.51,1563.05,1785.54,1497.45,0.056838965143739886,0.08796782255545145,0.07485010446815943,0.006496432885556601,time,False
long,2023-10-10,2023-10-11 00:02:00,2023-10-11 10:35:00,1567.9,1542.81,1543.11,1617.4800000000005,0.015810957331462587,0.3,-0.016002296064800192,-0.005100688819440057,stop,False
long,2023-10-11,2023-10-12 00:02:00,2023-10-12 17:58:00,1558.27,1539.53,1540.86,1593.0900000000001,0.011172646588845375,0.3,-0.012026157212806532,-0.00390784716384196,stop,False
long,2023-10-12,2023-10-13 00:02:00,2023-10-13 00:27:00,1542.56,1531.0,1533.69,1560.2999999999997,0.005750181516440133,0.3,-0.007494035888393258,-0.002548210766517977,stop,False
long,2023-10-13,2023-10-14 00:02:00,2023-10-16 13:41:00,1540.46,1587.07,1516.11,1589.1600000000003,0.015806966750191588,0.3,0.030257195902522627,0.008777158770756788,target,False
