side,pin_time,release_bar_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,underlying_return,net_account_contribution,exit_reason
short,2023-07-29 23:55:00,2023-07-30 00:16:00,2023-07-30 00:18:00,2023-07-30 00:56:00,1871.4,1873.41,1873.18,1867.8400000000001,0.3,-0.0010740621994229649,-0.0006222186598268894,stop
short,2023-08-27 01:20:00,2023-08-27 01:30:00,2023-08-27 01:32:00,2023-08-27 05:13:00,1645.69,1648.56,1648.18,1640.71,0.3,-0.0017439493464745937,-0.000823184803942378,stop
long,2023-08-27 18:35:00,2023-08-27 18:42:00,2023-08-27 18:44:00,2023-08-27 18:56:00,1652.25,1650.79,1651.32,1654.1100000000001,0.3,-0.0008836435164170098,-0.0005650930549251029,stop
short,2024-07-29 05:10:00,2024-07-29 05:13:00,2024-07-29 05:15:00,2024-07-29 05:37:00,3255.24,3261.55,3260.31,3245.0999999999995,0.3,-0.001938413143117046,-0.0008815239429351138,stop
long,2024-10-07 11:10:00,2024-10-07 11:13:00,2024-10-07 11:15:00,2024-10-07 11:16:00,2509.62,2506.76,2507.0,2514.8599999999997,0.3,-0.0011396147623942143,-0.0006418844287182642,stop
long,2025-03-30 16:20:00,2025-03-30 16:32:00,2025-03-30 16:34:00,2025-03-30 17:17:00,1844.36,1842.29,1841.11,1850.86,0.3,-0.0011223405408922194,-0.0006367021622676657,stop
