pin_time,release_bar_time,available_time,side,dominant_sign,pin_sign_imbalance,pin_high,pin_low,release_flow
2023-07-29 23:55:00,2023-07-30 00:16:00,2023-07-30 00:17:00,short,1,0.8746268656716418,1873.18,1872.11,-0.16216216216216217
2023-08-27 01:20:00,2023-08-27 01:30:00,2023-08-27 01:31:00,short,1,0.855510752688172,1648.18,1647.0,-0.08517350157728706
2023-08-27 18:35:00,2023-08-27 18:42:00,2023-08-27 18:43:00,long,-1,-0.851602023608769,1652.0,1651.32,0.0
2024-07-29 05:10:00,2024-07-29 05:13:00,2024-07-29 05:14:00,short,1,0.8065958636109558,3260.31,3257.42,0.17333333333333334
2024-10-07 11:10:00,2024-10-07 11:13:00,2024-10-07 11:14:00,long,-1,-0.8346605479821838,2510.39,2507.0,-0.03978779840848806
2025-03-30 16:20:00,2025-03-30 16:32:00,2025-03-30 16:33:00,long,-1,-0.8508987701040681,1842.83,1841.11,0.13480662983425415
