candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,hedged_bar_rate,total_cost,year
pinned_flow_release_1m,0.0,0.0,0.0,,365,0,0.0,0.0,0.0,0.0,0.0,2022
pinned_flow_release_1m,-0.0020963587943684248,-0.002097797136484836,0.0020963587943684248,-1.0006861144763364,210,1,0.0,0.0008181776731689184,0.3,0.0,0.0009,2023
pinned_flow_release_1m,-0.0016508765080683885,-0.001647499476002512,0.0018258428833696216,-0.90232269764747,210,1,0.0,0.0007581654868978073,0.3,0.0,0.0006,2024
pinned_flow_release_1m,-0.0007088529609070582,-0.0007093396534975094,0.0011421785423930686,-0.6210409556559483,276,1,0.0,0.000964923124807738,0.3,0.0,0.0003,2025
pinned_flow_release_1m,0.0,0.0,0.0,,227,0,0.0,0.0,0.0,0.0,0.0,2026
pinned_flow_release_2m,0.0,0.0,0.0,,365,0,0.0,0.0,0.0,0.0,0.0,2022
pinned_flow_release_2m,-0.0020090423153945602,-0.0020104208087778908,0.0020090423153945602,-1.000686144524069,210,1,0.0,0.0008352805849313424,0.3,0.0,0.0009,2023
pinned_flow_release_2m,-0.0015225143278523312,-0.0015193996735345383,0.0016708087919669046,-0.9093797452106265,210,1,0.0,0.000798678120532446,0.3,0.0,0.0006,2024
pinned_flow_release_2m,-0.0006356990248781447,-0.0006361355065684915,0.0011421785423927355,-0.5569492710271541,276,1,0.0,0.0009387690850596199,0.3,0.0,0.0003,2025
pinned_flow_release_2m,0.0,0.0,0.0,,227,0,0.0,0.0,0.0,0.0,0.0,2026
daily_pa_core_only,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
daily_pa_core_only,-0.025552619974875457,-0.025569944100284347,0.09060170579650029,-0.2822236499356511,0,9,0.3333333333333333,0.06399015545918925,0.30000000000000004,0.0,0.0031904859720607026,2023
daily_pa_core_only,0.07449406329321584,0.07433601965793146,0.056837801644024744,1.3078623294317062,0,7,0.4166666666666667,0.05990000696737778,0.187936732053617,0.0,0.0017615251317990663,2024
daily_pa_core_only,-0.005850150510924634,-0.005854156817121314,0.05712767862587809,-0.1024749641143209,0,7,0.4166666666666667,0.05605644584855559,0.12885688228690723,0.0,0.0013451021330950063,2025
daily_pa_core_only,0.07933108004043099,0.13069958766317158,0.03504910879431822,3.7290416834895153,0,5,0.75,0.061943993030491334,0.19031951010447862,0.0,0.0013320621928675682,2026
core_plus_pinned_release_1m,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
core_plus_pinned_release_1m,-0.027595531718809796,-0.02761422117081036,0.09250824327941665,-0.2985055189882155,0,9,0.3333333333333333,0.06399732046660525,0.3813218469500073,2.4733637747336378e-05,0.0040904859720607015,2023
core_plus_pinned_release_1m,0.07272018429027649,0.07256602968089099,0.05839486526787485,1.2426782620014403,0,7,0.4166666666666667,0.05990515035488063,0.3384049529867518,3.7947783849423195e-06,0.002361525131799066,2024
core_plus_pinned_release_1m,-0.00655462189443734,-0.0065591090440413335,0.05712767862586332,-0.11481490587072164,0,7,0.4166666666666667,0.05606053359704833,0.38389767022246124,8.371385083713851e-05,0.0016451021330950058,2025
core_plus_pinned_release_1m,0.07933108004043099,0.13069958766317158,0.03504910879431822,3.7290416834895153,0,5,0.75,0.061943993030491334,0.19031951010447862,0.0,0.0013320621928675682,2026
core_plus_pinned_release_2m,0.05778404838060358,0.05782486249883889,0.04791670395697456,1.2067787999517054,0,6,0.5,0.05868917121747332,0.15617055449361347,0.0,0.0012976077457384568,2022
core_plus_pinned_release_2m,-0.027510446896015672,-0.027529079542628843,0.09242883828093584,-0.2978408043921821,0,9,0.3333333333333333,0.0639975491663654,0.3813218469500073,2.2831050228310503e-05,0.0040904859720607015,2023
core_plus_pinned_release_2m,0.07285810709784535,0.07270365032326453,0.05827380031012552,1.2476215715526573,0,7,0.4166666666666667,0.05990570122282618,0.3384049529867518,1.8973891924711598e-06,0.002361525131799066,2024
core_plus_pinned_release_2m,-0.006481903559892532,-0.006486341090817471,0.057127678625877976,-0.11354112834333263,0,7,0.4166666666666667,0.05606022709385048,0.38389767022246124,8.181126331811263e-05,0.0016451021330950058,2025
core_plus_pinned_release_2m,0.07933108004043099,0.13069958766317158,0.03504910879431822,3.7290416834895153,0,5,0.75,0.061943993030491334,0.19031951010447862,0.0,0.0013320621928675682,2026
