candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,total_cost,scenario
delay_15m,0.02768198158274271,0.005925992554611348,0.18137325187799902,0.032672913416127505,0,9,0.4107142857142857,0.11067318901064058,0.668449026872266,0.07842279408970922,delay_15m
