candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,total_cost,hedged_bar_rate
base_5bp_each_way,0.07359239581537147,0.015484099880763935,0.17267289077508396,0.08967302169587718,0,9,0.4107142857142857,0.11095787771311058,0.42613633561947817,0.03376279408970922,0.09705826087493134
cost_7bp_each_way,0.05919049483168903,0.012520827229398401,0.17576190732876573,0.07123743375166028,0,9,0.4107142857142857,0.11095856856038994,0.42613633561947817,0.04726791172559292,0.09705826087493134
double_cost_10bp_each_way,0.03794875118608454,0.008092055329990133,0.1803738900904328,0.044862675667376666,0,9,0.39285714285714285,0.11096021154401095,0.42613633561947817,0.06752558817941844,0.09705826087493134
extra_delay_15m,0.055746782689408914,0.01180759028647449,0.1809235798654013,0.06526286012723596,0,9,0.39285714285714285,0.11097525591578396,0.42613633561947817,0.03376279408970922,0.09705826087493134
extra_delay_4h,0.029529204002084253,0.006316963048792257,0.20007224838842408,0.03157340960415651,0,9,0.39285714285714285,0.11111801451458574,0.42613633561947817,0.03376279408970921,0.09705826087493134
annual_carry_drag_5pct_on_gross,0.03348724355955768,0.0071528474341227,0.18080735527812553,0.03956059986121631,0,9,0.39285714285714285,0.11095784186082312,0.42613633561947817,0.03376279408970922,0.09705826087493134
