candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,total_cost
adjacent_fast,0.02235655624427957,0.004795758666734873,0.17322171436190215,0.027685666802231102,0,9,0.4107142857142857,0.10933302224717083,0.43677097708267876,0.03716279408970921
frozen_base,0.060449801549411486,0.012781192071489977,0.1884612172900363,0.06781868575018327,0,10,0.39285714285714285,0.11212313171644123,0.4544868064233133,0.033862794089709214
adjacent_slow,0.1399250455286467,0.0287434039376826,0.18072150179937896,0.15904805820831983,0,10,0.375,0.11382937788478643,0.4928030022861448,0.03026279408970922
adjacent_definition_ensemble,0.07359239581537147,0.015484099880763935,0.17267289077508396,0.08967302169587718,0,9,0.4107142857142857,0.11095787771311058,0.42613633561947817,0.03376279408970922
