candidate,total_return,cagr,max_drawdown,calmar,max_consecutive_flat_days,max_consecutive_losing_days,positive_month_rate,annual_volatility,max_gross_exposure,total_cost,scenario
base,0.05667907744480871,0.012000860238996935,0.18166278167967687,0.06606119386720535,0,9,0.4107142857142857,0.11070208379005954,0.668449026872266,0.07842279408970922,base
