side,setup_day,release_bar_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
short,2022-09-25,2022-09-26 01:01:00,2022-09-26 01:03:00,2022-09-27 09:10:00,1289.16,1348.94,1348.55,1170.3800000000003,0.1085334231352082,-0.046371280523751945,-0.005141367233541017,stop,False
short,2022-10-01,2022-10-02 00:20:00,2022-10-02 00:22:00,2022-10-04 00:22:00,1315.4,1315.78,1362.0,1222.2000000000003,0.1411373390557943,-0.00028888551011085895,-0.00018190987124461666,time,False
short,2022-10-08,2022-10-09 05:42:00,2022-10-09 05:44:00,2022-10-10 09:02:00,1313.62,1335.43,1337.79,1265.2799999999997,0.27174596607364415,-0.016602974985155727,-0.004783537443111335,stop,False
long,2022-10-16,2022-10-17 03:31:00,2022-10-17 03:33:00,2022-10-19 03:33:00,1296.35,1294.89,1263.2,1362.6499999999996,0.19552790346908072,-0.0011262390558104407,-0.0004157390648566932,time,False
long,2022-10-23,2022-10-24 01:46:00,2022-10-24 01:48:00,2022-10-24 06:31:00,1321.9,1365.43,1299.0,1367.7000000000003,0.2886244541484705,0.03292987366669187,0.009215742358078562,target,False
short,2022-11-06,2022-11-07 02:30:00,2022-11-07 02:32:00,2022-11-08 11:02:00,1606.57,1535.71,1642.93,1533.8499999999997,0.2209254675467539,0.04410638814368495,0.009523298954895447,target,False
long,2022-11-17,2022-11-18 10:41:00,2022-11-18 10:43:00,2022-11-20 10:43:00,1227.91,1220.44,1181.1,1321.5300000000004,0.13115894039735052,-0.0060835077489392875,-0.0009290653706472985,time,False
short,2022-11-27,2022-11-28 07:43:00,2022-11-28 07:45:00,2022-11-29 16:52:00,1194.49,1219.89,1222.88,1137.7099999999998,0.21037160972173227,-0.02126430526835721,-0.00468377773864035,stop,False
long,2022-12-06,2022-12-07 07:32:00,2022-12-07 07:34:00,2022-12-07 15:13:00,1270.78,1227.86,1241.0,1330.34,0.2133613163196778,-0.033774532177088146,-0.007419539959704517,stop,False
long,2022-12-10,2022-12-11 00:01:00,2022-12-11 00:03:00,2022-12-12 08:16:00,1281.18,1258.03,1255.0,1333.5400000000002,0.2446867838044303,-0.018069279882608313,-0.004666000763941952,stop,False
short,2022-12-11,2022-12-12 06:38:00,2022-12-12 06:40:00,2022-12-13 18:08:00,1260.0,1283.87,1284.54,1210.92,0.25672371638141844,-0.01894444444444443,-0.005120211898940508,stop,False
short,2022-12-19,2022-12-20 00:40:00,2022-12-20 00:42:00,2022-12-20 10:44:00,1173.31,1191.98,1195.0,1129.9299999999998,0.27047256800368763,-0.015912248254936978,-0.004574299216228689,stop,False
short,2022-12-21,2022-12-22 22:33:00,2022-12-22 22:35:00,2022-12-23 04:23:00,1199.1,1227.29,1222.8,1151.6999999999998,0.2529746835443033,-0.023509298640647103,-0.006200232067510524,stop,False
long,2022-12-24,2022-12-25 03:00:00,2022-12-25 03:02:00,2022-12-25 22:35:00,1223.13,1199.54,1214.7,1239.9900000000002,0.3,-0.01928658441866371,-0.006085975325599113,stop,False
short,2022-12-31,2023-01-01 12:21:00,2023-01-01 12:23:00,2023-01-02 15:16:00,1192.46,1213.57,1209.0,1159.38,0.3,-0.017702899887627188,-0.005610869966288156,stop,False
long,2023-01-01,2023-01-02 15:14:00,2023-01-02 15:16:00,2023-01-04 11:08:00,1213.57,1252.2,1191.0,1258.7099999999998,0.26884581302614163,0.03183170315680184,0.008288974302171048,target,False
long,2023-01-20,2023-01-21 00:31:00,2023-01-21 00:33:00,2023-01-21 06:21:00,1574.23,1659.89,1522.12,1678.4500000000003,0.15104874304356133,0.05441390394033907,0.008068103051237745,target,False
short,2023-01-24,2023-01-25 05:54:00,2023-01-25 05:56:00,2023-01-27 05:56:00,1593.77,1602.6,1641.88,1497.5499999999997,0.1656381209727703,-0.005540322631245376,-0.001083326751195169,time,False
short,2023-02-01,2023-02-02 03:31:00,2023-02-02 03:33:00,2023-02-02 03:44:00,1561.79,1606.8,1606.0,1473.37,0.17663311467993653,-0.028819495578791043,-0.005267110382266458,stop,False
long,2023-02-06,2023-02-07 00:02:00,2023-02-07 00:04:00,2023-02-07 07:21:00,1650.87,1609.82,1608.0,1736.6099999999997,0.1925437368789368,-0.024865676885520993,-0.004980274084441352,stop,False
short,2023-02-19,2023-02-20 04:05:00,2023-02-20 04:07:00,2023-02-22 04:07:00,1669.14,1673.79,1726.84,1553.7400000000005,0.14463951473136963,-0.0027858657751895777,-0.0005475857885615209,time,False
short,2023-02-28,2023-03-01 05:34:00,2023-03-01 05:36:00,2023-03-01 12:49:00,1605.67,1647.49,1647.69,1521.63,0.19106020942408386,-0.026045202314298743,-0.005167262018086635,stop,False
long,2023-03-04,2023-03-05 09:16:00,2023-03-05 09:18:00,2023-03-07 09:18:00,1581.24,1569.77,1547.0,1649.72,0.23090537383177562,-0.007253800814550626,-0.0019058469626168264,time,False
short,2023-03-06,2023-03-07 23:00:00,2023-03-07 23:02:00,2023-03-09 23:02:00,1547.63,1540.07,1583.26,1476.3700000000003,0.2171807465618868,0.004884888506943019,0.0008437229862475786,time,False
long,2023-03-16,2023-03-17 03:17:00,2023-03-17 03:19:00,2023-03-18 07:09:00,1672.15,1797.31,1611.29,1793.8700000000003,0.13737676634899743,0.07484974434111757,0.010145239073282903,target,False
short,2023-03-22,2023-03-23 02:35:00,2023-03-23 02:37:00,2023-03-23 23:11:00,1755.56,1825.67,1826.55,1613.58,0.12364840118326523,-0.03993597484563338,-0.00506166784054093,stop,False
short,2023-03-25,2023-03-26 03:01:00,2023-03-26 03:03:00,2023-03-26 16:40:00,1728.26,1770.66,1769.62,1645.5400000000002,0.20892891682785353,-0.02453334567715504,-0.0053346542553191585,stop,False
short,2023-04-01,2023-04-02 03:20:00,2023-04-02 03:22:00,2023-04-04 03:22:00,1813.61,1827.56,1843.77,1753.2899999999997,0.3,-0.007691841134532806,-0.002607552340359842,time,False
short,2023-04-08,2023-04-09 02:51:00,2023-04-09 02:53:00,2023-04-11 00:51:00,1851.26,1880.0,1880.28,1793.22,0.3,-0.015524561649903346,-0.004957368494971004,stop,False
long,2023-04-16,2023-04-17 02:55:00,2023-04-17 02:57:00,2023-04-17 09:01:00,2113.08,2076.83,2072.51,2194.2199999999993,0.26042395859009304,-0.01715505328714484,-0.00472801084545234,stop,False
short,2023-04-23,2023-04-24 02:50:00,2023-04-24 02:52:00,2023-04-24 09:03:00,1842.89,1886.54,1887.43,1753.8100000000002,0.20688033228558617,-0.023685624209800915,-0.005106970139200724,stop,False
long,2023-04-29,2023-04-30 23:02:00,2023-04-30 23:04:00,2023-05-01 04:06:00,1920.15,1887.82,1882.98,1994.4900000000002,0.25829297820823194,-0.016837226258365257,-0.004607230293247239,stop,False
short,2023-05-10,2023-05-11 01:15:00,2023-05-11 01:17:00,2023-05-13 01:17:00,1813.14,1773.53,1886.99,1665.4400000000003,0.12275829383886272,0.02184607917755943,0.0025590291130670384,time,False
long,2023-05-14,2023-05-15 09:53:00,2023-05-15 09:55:00,2023-05-17 09:55:00,1827.06,1829.17,1785.69,1909.7999999999997,0.22081943437273446,0.0011548608146421113,3.419627749577187e-05,time,False
long,2023-05-20,2023-05-21 01:46:00,2023-05-21 01:48:00,2023-05-21 23:45:00,1823.61,1803.72,1806.35,1858.1299999999999,0.3,-0.010906937338575617,-0.003572081201572685,stop,False
long,2023-05-27,2023-05-28 08:41:00,2023-05-28 08:43:00,2023-05-29 06:03:00,1838.51,1907.72,1812.0,1891.53,0.3,0.037644614388825826,0.010993384316647748,target,False
short,2023-06-03,2023-06-04 03:51:00,2023-06-04 03:53:00,2023-06-04 21:55:00,1887.08,1911.62,1912.26,1836.7199999999998,0.3,-0.013004218157152803,-0.00420126544714584,stop,False
short,2023-06-14,2023-06-15 02:07:00,2023-06-15 02:09:00,2023-06-15 04:06:00,1728.41,1691.99,1751.5,1682.2300000000002,0.3,0.021071389311563826,0.006021416793469148,target,False
short,2023-06-26,2023-06-27 00:45:00,2023-06-27 00:47:00,2023-06-28 01:00:00,1853.7,1908.86,1909.79,1741.5200000000002,0.16524335888750247,-0.029756702810594948,-0.0050823408807273976,stop,False
long,2023-07-02,2023-07-03 06:16:00,2023-07-03 06:18:00,2023-07-05 06:18:00,1932.11,1942.54,1885.0,2026.3299999999997,0.20506368074718787,0.005398243371236733,0.0009019199745277245,time,False
short,2023-07-04,2023-07-05 03:12:00,2023-07-05 03:14:00,2023-07-06 22:10:00,1944.47,1883.35,1975.51,1882.39,0.3,0.03143272974126632,0.009129818922379896,target,False
short,2023-07-08,2023-07-09 03:21:00,2023-07-09 03:23:00,2023-07-09 20:32:00,1852.7,1875.6,1875.38,1807.34,0.3,-0.01236033896475397,-0.004008101689426191,stop,False
long,2023-07-21,2023-07-22 02:01:00,2023-07-22 02:03:00,2023-07-23 07:17:00,1903.95,1878.28,1878.0,1955.8500000000001,0.3,-0.013482496914309805,-0.004344749074292941,stop,False
short,2023-07-22,2023-07-23 02:11:00,2023-07-23 02:13:00,2023-07-24 17:51:00,1883.38,1832.28,1906.77,1836.6000000000004,0.3,0.02713207106372595,0.007839621319117784,target,False
long,2023-07-26,2023-07-27 02:20:00,2023-07-27 02:22:00,2023-07-29 02:22:00,1868.27,1873.06,1848.09,1908.63,0.3,0.002563869248020767,0.0004691607744062301,time,False
long,2023-07-29,2023-07-30 04:08:00,2023-07-30 04:10:00,2023-07-31 03:51:00,1880.8,1866.29,1866.36,1909.68,0.3,-0.007714802211824745,-0.002614440663547423,stop,False
long,2023-08-06,2023-08-07 09:26:00,2023-08-07 09:28:00,2023-08-07 23:17:00,1841.2,1825.64,1825.82,1871.9600000000003,0.3,-0.008451010210732135,-0.0028353030632196404,stop,False
long,2023-08-13,2023-08-14 02:44:00,2023-08-14 02:46:00,2023-08-14 06:15:00,1855.36,1845.8,1846.17,1873.7399999999996,0.3,-0.0051526388409796064,-0.0018457916522938817,stop,False
long,2023-08-26,2023-08-27 22:17:00,2023-08-27 22:19:00,2023-08-28 17:19:00,1655.3,1628.54,1635.34,1695.22,0.3,-0.016166253851265577,-0.005149876155379673,stop,False
short,2023-08-27,2023-08-28 13:32:00,2023-08-28 13:34:00,2023-08-28 20:27:00,1641.74,1659.81,1660.05,1605.1200000000001,0.3,-0.011006614932936865,-0.0036019844798810593,stop,False
short,2023-09-03,2023-09-04 00:40:00,2023-09-04 00:42:00,2023-09-04 02:21:00,1627.45,1640.79,1641.0,1600.3500000000001,0.3,-0.008196872407754352,-0.0027590617223263053,stop,False
short,2023-09-17,2023-09-18 04:58:00,2023-09-18 05:00:00,2023-09-18 17:36:00,1616.99,1638.44,1639.5,1571.97,0.3,-0.013265388159481528,-0.0042796164478444585,stop,False
long,2023-09-24,2023-09-25 01:48:00,2023-09-25 01:50:00,2023-09-25 02:21:00,1598.1,1587.42,1588.4,1617.4999999999995,0.3,-0.00668293598648384,-0.002304880795945152,stop,False
short,2023-10-08,2023-10-09 16:34:00,2023-10-09 16:36:00,2023-10-10 00:02:00,1617.01,1563.05,1641.5,1568.03,0.3,0.03337023271346495,0.009711069814039486,target,False
long,2023-10-15,2023-10-16 02:44:00,2023-10-16 02:46:00,2023-10-16 21:23:00,1563.82,1585.15,1548.5,1594.4599999999998,0.3,0.013639677200701028,0.0037919031602103087,target,False
long,2023-10-22,2023-10-23 06:43:00,2023-10-23 06:45:00,2023-10-24 06:27:00,1656.44,1729.71,1620.0,1729.3200000000002,0.22728320526893492,0.04423341624206123,0.009826229418221706,target,False
long,2023-10-29,2023-10-30 01:36:00,2023-10-30 01:38:00,2023-11-01 01:38:00,1803.77,1798.73,1762.0,1887.31,0.2159169260234619,-0.0027941478126368713,-0.0008192207325831951,time,False
long,2023-11-03,2023-11-04 00:01:00,2023-11-04 00:03:00,2023-11-05 16:34:00,1815.93,1893.2,1776.12,1895.5500000000004,0.22807460437076013,0.042551199660779915,0.009476773423762842,target,False
long,2023-11-18,2023-11-19 01:18:00,2023-11-19 01:20:00,2023-11-21 01:20:00,1965.18,2024.88,1905.0,2085.54,0.1632751744765701,0.030378896589625448,0.004796844466600205,time,False
short,2023-11-26,2023-11-27 00:21:00,2023-11-27 00:23:00,2023-11-29 00:23:00,2056.0,2040.37,2095.0,1978.0,0.26358974358974363,0.007602140077821118,0.0017402564102564383,time,False
long,2023-11-30,2023-12-01 07:48:00,2023-12-01 07:50:00,2023-12-03 02:02:00,2053.22,2122.64,2019.04,2121.5799999999995,0.3,0.03381030771178928,0.009843092313536783,target,False
short,2023-12-09,2023-12-10 07:34:00,2023-12-10 07:36:00,2023-12-11 10:13:00,2331.53,2151.53,2407.39,2179.810000000001,0.1536732138149229,0.07720252366471803,0.011710286712364936,target,False
long,2023-12-10,2023-12-11 04:42:00,2023-12-11 04:44:00,2023-12-11 10:05:00,2368.62,2318.41,2322.5,2460.8599999999997,0.25678881179531715,-0.021197997146017555,-0.005700197311361689,stop,False
short,2023-12-17,2023-12-18 07:34:00,2023-12-18 07:36:00,2023-12-20 07:36:00,2198.62,2178.0,2264.0,2067.8599999999997,0.1681416335270722,0.00937861021913744,0.0014087932089323894,time,False
short,2023-12-24,2023-12-25 04:48:00,2023-12-25 04:50:00,2023-12-27 04:50:00,2274.38,2220.39,2327.71,2167.7200000000003,0.21323645227826768,0.023738337480983973,0.004848642415150985,time,False
short,2023-12-31,2024-01-01 06:51:00,2024-01-01 06:53:00,2024-01-02 02:09:00,2265.62,2326.86,2323.82,2149.2199999999993,0.19464089347078947,-0.027030128618215077,-0.005455809278350528,stop,False
short,2024-01-07,2024-01-08 06:30:00,2024-01-08 06:32:00,2024-01-08 20:09:00,2212.44,2265.01,2258.0,2121.32,0.24280509218612847,-0.023761096346115673,-0.006012120280948225,stop,False
short,2024-01-14,2024-01-15 02:27:00,2024-01-15 02:29:00,2024-01-17 02:29:00,2523.22,2561.0,2590.45,2388.7599999999998,0.18765580841886056,-0.014972931413035795,-0.0029974133571322448,time,False
short,2024-01-18,2024-01-19 00:36:00,2024-01-19 00:38:00,2024-01-21 00:38:00,2494.3,2463.59,2549.89,2383.120000000001,0.22434790429933568,0.012312071523072565,0.0025378395394855245,time,False
short,2024-01-21,2024-01-22 08:38:00,2024-01-22 08:40:00,2024-01-22 16:41:00,2454.05,2407.0,2482.58,2396.9900000000007,0.3,0.019172388500641846,0.0054517165501925535,target,False
short,2024-02-04,2024-02-05 03:07:00,2024-02-05 03:09:00,2024-02-05 16:01:00,2278.58,2312.78,2313.69,2208.3599999999997,0.3,-0.015009347927217975,-0.004802804378165392,stop,False
long,2024-02-18,2024-02-19 02:49:00,2024-02-19 02:51:00,2024-02-20 21:41:00,2827.72,2996.64,2743.39,2996.3799999999997,0.16765801019803167,0.05973717341179463,0.00984775761887822,target,False
long,2024-02-24,2024-02-25 01:04:00,2024-02-25 01:06:00,2024-02-26 04:07:00,2968.83,3093.72,2905.61,3095.2699999999995,0.234801486871244,0.04206707692929523,0.00964261072445428,target,False
short,2024-03-02,2024-03-03 15:27:00,2024-03-03 15:29:00,2024-03-04 00:42:00,3374.41,3467.39,3464.14,3194.95,0.1880313161707344,-0.02755444655510142,-0.005369130168282613,stop,False
short,2024-03-10,2024-03-11 06:16:00,2024-03-11 06:18:00,2024-03-11 15:24:00,3844.68,3964.7,3968.0,3598.0399999999995,0.1558822575413556,-0.031217162416637967,-0.005022084009082042,stop,False
long,2024-03-23,2024-03-24 00:42:00,2024-03-24 00:44:00,2024-03-26 00:44:00,3423.39,3595.82,3246.0,3778.1699999999996,0.09649331980382216,0.050368202279027496,0.004763701730649982,time,False
short,2024-03-26,2024-03-27 17:04:00,2024-03-27 17:06:00,2024-03-29 17:06:00,3534.23,3546.97,3680.62,3241.4500000000003,0.12071282191406528,-0.0036047455881478285,-0.0005558518341416667,time,False
short,2024-03-29,2024-03-30 01:52:00,2024-03-30 01:54:00,2024-03-31 13:23:00,3479.06,3585.96,3587.85,3261.48,0.1598979685632871,-0.030726690542847823,-0.00507303336703742,stop,False
long,2024-03-30,2024-03-31 13:14:00,2024-03-31 13:16:00,2024-04-01 23:08:00,3569.58,3478.89,3472.93,3762.88,0.18466528711846852,-0.025406350326929283,-0.0048763362648732616,stop,False
long,2024-04-06,2024-04-07 05:00:00,2024-04-07 05:02:00,2024-04-08 16:03:00,3364.72,3479.66,3306.07,3482.019999999999,0.2868473998294988,0.034160346180365675,0.009511959079283946,target,False
long,2024-04-20,2024-04-21 01:16:00,2024-04-21 01:18:00,2024-04-23 01:18:00,3119.84,3193.97,3017.35,3324.8200000000006,0.1522021660649816,0.023760833888917254,0.0034642482193384446,time,False
short,2024-04-26,2024-04-27 08:42:00,2024-04-27 08:44:00,2024-04-28 01:40:00,3092.6,3200.27,3192.56,2892.68,0.1546918767507002,-0.034815365711698965,-0.00554034613845539,stop,False
long,2024-05-04,2024-05-05 16:49:00,2024-05-05 16:51:00,2024-05-06 23:02:00,3167.26,3061.91,3062.09,3377.6000000000004,0.1505781116287914,-0.03326218876884135,-0.005159135685081316,stop,False
long,2024-05-09,2024-05-10 00:24:00,2024-05-10 00:26:00,2024-05-10 22:53:00,3021.13,2926.51,2934.04,3195.3100000000004,0.1734487311976114,-0.03131940697685964,-0.005605760133195535,stop,False
long,2024-05-12,2024-05-13 00:15:00,2024-05-13 00:17:00,2024-05-13 10:28:00,2952.28,2894.9,2901.03,3054.78,0.28802731707317075,-0.019435825870175005,-0.0058860760975610014,stop,False
short,2024-05-19,2024-05-20 00:33:00,2024-05-20 00:35:00,2024-05-20 13:13:00,3063.47,3137.6,3137.68,2915.0499999999997,0.20640547096078685,-0.024198049923779275,-0.00520101536181108,stop,False
long,2024-05-30,2024-05-31 01:24:00,2024-05-31 01:26:00,2024-06-02 01:26:00,3814.84,3802.75,3703.16,4038.2000000000007,0.1707933381088821,-0.0031692023780813816,-0.0007120719914040087,time,False
long,2024-06-01,2024-06-02 05:35:00,2024-06-02 05:37:00,2024-06-04 05:37:00,3815.88,3767.38,3722.65,4002.34,0.2046487182237477,-0.012710043292766038,-0.002805742786656659,time,False
short,2024-06-02,2024-06-03 02:00:00,2024-06-03 02:02:00,2024-06-03 14:31:00,3757.5,3840.85,3838.4,3595.7,0.23223114956736687,-0.02218230206254157,-0.005383652657601969,stop,False
long,2024-06-05,2024-06-06 01:54:00,2024-06-06 01:56:00,2024-06-07 04:02:00,3841.6,3764.92,3776.62,3971.56,0.2955986457371498,-0.019960433152852897,-0.006195875654047373,stop,False
long,2024-06-09,2024-06-10 05:51:00,2024-06-10 05:53:00,2024-06-10 15:06:00,3718.15,3665.01,3666.86,3820.73,0.3,-0.014292053843981467,-0.00458761615319444,stop,False
long,2024-06-16,2024-06-17 06:05:00,2024-06-17 06:07:00,2024-06-17 16:34:00,3645.24,3540.21,3536.6,3862.5199999999995,0.16776693667157602,-0.02881291766797245,-0.005001621870397644,stop,False
short,2024-06-23,2024-06-24 00:08:00,2024-06-24 00:10:00,2024-06-24 13:20:00,3474.22,3376.52,3521.66,3379.3399999999997,0.3,0.028121420059754376,0.008136426017926312,target,False
long,2024-07-13,2024-07-14 06:41:00,2024-07-14 06:43:00,2024-07-15 14:39:00,3178.64,3350.29,3090.0,3355.9199999999996,0.17930054151624575,0.054001082223844143,0.009503122743682322,target,False
short,2024-07-21,2024-07-22 01:51:00,2024-07-22 01:53:00,2024-07-22 06:05:00,3457.59,3541.39,3540.89,3290.9900000000007,0.20753841536614717,-0.024236534696132184,-0.005237550420168066,stop,False
long,2024-08-10,2024-08-11 11:21:00,2024-08-11 11:23:00,2024-08-12 04:39:00,2650.81,2559.22,2552.22,2847.9900000000002,0.1344360482807585,-0.034551703064346406,-0.004779430469621664,stop,False
short,2024-08-15,2024-08-16 02:02:00,2024-08-16 02:04:00,2024-08-18 02:04:00,2568.85,2614.17,2681.95,2342.65,0.1135654288240496,-0.017642135585962615,-0.0021171021220159195,time,False
long,2024-08-17,2024-08-18 11:00:00,2024-08-18 11:02:00,2024-08-19 21:53:00,2633.73,2572.82,2563.93,2773.3300000000004,0.18866260744985625,-0.023126896075148173,-0.004551843123209157,stop,False
long,2024-09-08,2024-09-09 06:22:00,2024-09-09 06:24:00,2024-09-11 06:24:00,2318.79,2379.0,2239.22,2477.9300000000003,0.14570755309790093,0.025966128886186324,0.003637753550333032,time,False
short,2024-09-14,2024-09-15 02:07:00,2024-09-15 02:09:00,2024-09-17 02:09:00,2394.5,2296.58,2467.98,2247.54,0.16293549265106147,0.04089371476299852,0.006500102068590088,time,False
short,2024-09-28,2024-09-29 15:22:00,2024-09-29 15:24:00,2024-10-01 15:24:00,2647.72,2647.77,2728.99,2485.18,0.16289651778023875,-1.8884172042321623e-05,-0.0001659726836470959,time,False
long,2024-10-12,2024-10-13 00:15:00,2024-10-13 00:17:00,2024-10-14 22:01:00,2481.99,2577.21,2433.55,2578.869999999999,0.256192196531794,0.03836437697170436,0.009572461808422921,target,False
long,2024-10-19,2024-10-20 22:03:00,2024-10-20 22:05:00,2024-10-22 08:32:00,2681.19,2619.39,2629.35,2784.8700000000003,0.2586024305555548,-0.023049466841216115,-0.006219250578703709,stop,False
long,2024-10-27,2024-10-28 05:43:00,2024-10-28 05:45:00,2024-10-29 10:31:00,2513.21,2629.72,2455.41,2628.8100000000004,0.21740570934255987,0.04635903883877579,0.009861314013840775,target,False
long,2024-11-15,2024-11-16 19:50:00,2024-11-16 19:52:00,2024-11-18 19:52:00,3179.04,3058.7,3014.94,3507.24,0.0968628884826326,-0.037854194977100075,-0.0037635295551493083,time,False
long,2024-11-18,2024-11-19 00:13:00,2024-11-19 00:15:00,2024-11-21 00:15:00,3164.27,3111.75,3043.0,3406.81,0.13046384101591493,-0.016597825090779228,-0.0022958798548692997,time,False
short,2024-11-20,2024-11-21 01:59:00,2024-11-21 02:01:00,2024-11-21 20:05:00,3066.27,3168.62,3159.93,2878.9500000000003,0.16369154388212712,-0.03337931754216039,-0.005627603566090131,stop,False
short,2024-11-28,2024-11-29 00:52:00,2024-11-29 00:54:00,2024-11-30 13:57:00,3533.59,3689.81,3686.75,3227.2700000000004,0.11535616348916176,-0.044209996066323365,-0.0052152516975711586,stop,False
long,2024-11-29,2024-11-30 11:48:00,2024-11-30 11:50:00,2024-12-02 11:50:00,3647.79,3711.88,3530.22,3882.9300000000003,0.1551326869099258,0.01756954210631645,0.002570477587820022,time,False
short,2024-12-08,2024-12-09 11:48:00,2024-12-09 11:50:00,2024-12-10 05:03:00,3918.1,3700.04,4025.83,3702.64,0.1818481388656827,0.05565452642862612,0.009938823911630928,target,False
long,2024-12-15,2024-12-16 00:36:00,2024-12-16 00:38:00,2024-12-17 02:49:00,3914.79,4088.06,3824.28,4095.8099999999995,0.2162628438846542,0.044260356238776444,0.009355607667661036,target,False
short,2024-12-22,2024-12-23 03:40:00,2024-12-23 03:42:00,2024-12-24 05:00:00,3262.38,3404.35,3403.74,2979.6600000000008,0.11539261460101895,-0.04351730944892984,-0.005136968732314661,stop,False
short,2024-12-25,2024-12-26 13:13:00,2024-12-26 13:15:00,2024-12-28 13:15:00,3433.3,3348.43,3548.5,3202.9000000000005,0.1490147569444447,0.02471965747240279,0.0035345789930555827,time,False
long,2024-12-28,2024-12-29 01:19:00,2024-12-29 01:21:00,2024-12-30 23:01:00,3413.22,3319.4,3308.14,3623.3799999999997,0.16241054434716418,-0.0274872407872917,-0.004626628283212783,stop,False
short,2024-12-29,2024-12-30 00:17:00,2024-12-30 00:19:00,2024-12-30 09:29:00,3353.01,3429.79,3429.41,3200.210000000001,0.21943782722513197,-0.022898828217034817,-0.005244306937172795,stop,False
long,2025-01-05,2025-01-06 10:08:00,2025-01-06 10:10:00,2025-01-07 23:00:00,3679.1,3565.64,3593.15,3850.9999999999995,0.21402559627690565,-0.03083906390149771,-0.0068143746364165494,stop,False
short,2025-01-22,2025-01-23 00:10:00,2025-01-23 00:12:00,2025-01-24 13:14:00,3263.69,3369.35,3369.65,3051.77,0.15400575688939216,-0.03237439830376032,-0.005139849471498654,stop,False
short,2025-01-26,2025-01-27 06:07:00,2025-01-27 06:09:00,2025-01-27 13:51:00,3281.61,3119.3,3363.31,3118.2100000000005,0.20083292533659777,0.049460478240863415,0.009732459608323144,target,False
short,2025-02-06,2025-02-07 03:01:00,2025-02-07 03:03:00,2025-02-09 03:03:00,2682.25,2635.17,2858.59,2329.5699999999997,0.07605336282182142,0.01755242799888146,0.001258867812181007,time,False
short,2025-02-09,2025-02-10 05:41:00,2025-02-10 05:43:00,2025-02-11 08:38:00,2586.87,2705.11,2699.96,2360.6899999999996,0.11437218144840378,-0.0457077472002847,-0.005342066937837135,stop,False
short,2025-02-11,2025-02-12 02:21:00,2025-02-12 02:23:00,2025-02-13 06:21:00,2622.16,2753.09,2726.45,2413.58,0.12571483363697386,-0.049932117033285595,-0.006402922619618381,stop,False
short,2025-02-16,2025-02-17 02:19:00,2025-02-17 02:21:00,2025-02-17 17:41:00,2674.94,2730.44,2728.02,2568.78,0.2519724943481541,-0.02074812892999467,-0.005479930293896008,stop,False
long,2025-03-02,2025-03-03 00:34:00,2025-03-03 00:36:00,2025-03-04 03:16:00,2321.12,2165.75,2169.05,2625.2599999999993,0.07631748536858039,-0.06693751292479488,-0.005184820148615775,stop,False
long,2025-03-08,2025-03-09 01:20:00,2025-03-09 01:22:00,2025-03-09 22:00:00,2210.58,2103.83,2104.65,2422.4399999999996,0.10434154630416329,-0.04829049389752915,-0.005143046351364116,stop,False
short,2025-03-13,2025-03-14 00:55:00,2025-03-14 00:57:00,2025-03-14 23:03:00,1853.44,1925.69,1924.6,1711.1200000000003,0.13023046655424422,-0.03898156940607733,-0.005206818437324348,stop,False
long,2025-03-15,2025-03-16 04:06:00,2025-03-16 04:08:00,2025-03-16 18:26:00,1948.3,1906.01,1903.09,2038.72,0.21547224065472223,-0.021706102756249068,-0.004892534837425351,stop,False
long,2025-03-22,2025-03-23 11:42:00,2025-03-23 11:44:00,2025-03-25 11:44:00,2006.5,2046.01,1945.6,2128.3,0.1647372742200326,0.019691004236232157,0.003079105090311968,time,False
short,2025-04-05,2025-04-06 04:41:00,2025-04-06 04:43:00,2025-04-07 01:28:00,1784.4,1698.85,1829.0,1695.2000000000003,0.2000448430493278,0.04794328625868649,0.009390762331838604,target,False
long,2025-04-13,2025-04-14 18:21:00,2025-04-14 18:23:00,2025-04-16 13:25:00,1662.29,1563.31,1566.0,1854.87,0.08631685533284872,-0.05954436349854719,-0.005225999065323504,stop,False
short,2025-04-15,2025-04-16 03:26:00,2025-04-16 03:28:00,2025-04-18 03:28:00,1599.39,1586.9,1661.31,1475.5500000000004,0.12914970930232592,0.007809227267895902,0.0008794097222222267,time,False
long,2025-04-19,2025-04-20 01:37:00,2025-04-20 01:39:00,2025-04-20 18:43:00,1619.2,1581.26,1581.62,1694.3600000000004,0.21543374135178198,-0.023431324110671947,-0.005263331559340056,stop,False
long,2025-04-26,2025-04-27 08:19:00,2025-04-27 08:21:00,2025-04-28 08:08:00,1840.35,1780.8,1778.09,1964.87,0.14779553485383876,-0.03235797538511698,-0.004930159813684551,stop,False
short,2025-05-03,2025-05-04 01:08:00,2025-05-04 01:10:00,2025-05-06 01:10:00,1815.45,1806.66,1870.45,1705.45,0.1650409090909091,0.004841774766586759,0.0006340499999999939,time,False
short,2025-05-16,2025-05-17 08:19:00,2025-05-17 08:21:00,2025-05-19 08:21:00,2504.88,2474.94,2648.0,2218.6400000000003,0.08750978200111802,0.011952668391300159,0.000958465623253213,time,False
short,2025-05-24,2025-05-25 08:42:00,2025-05-25 08:44:00,2025-05-26 15:08:00,2485.09,2588.0,2586.35,2282.5700000000006,0.12270837448153299,-0.04141097505522939,-0.005204181809204042,stop,False
