side,setup_day,release_bar_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
long,2024-10-12,2024-10-13 00:15:00,2024-10-13 00:16:00,2024-10-14 22:23:00,2485.43,2591.52,2433.55,2589.189999999999,0.2395364302235945,0.04268476682103306,0.009985020239013192,target,False
long,2024-10-19,2024-10-20 22:03:00,2024-10-20 22:04:00,2024-10-22 08:32:00,2678.83,2619.39,2629.35,2777.79,0.2706982619240096,-0.022188791375339245,-0.006277165521422797,stop,False
long,2024-10-27,2024-10-28 05:43:00,2024-10-28 05:44:00,2024-10-29 18:40:00,2515.18,2631.31,2455.41,2634.72,0.21040488539401042,0.04617164576690347,0.00950433495064416,target,False
long,2024-11-15,2024-11-16 19:50:00,2024-11-16 19:51:00,2024-11-18 19:51:00,3183.8,3057.16,3014.94,3521.5200000000004,0.09427336254885699,-0.039776367862302986,-0.00384412531090845,time,False
long,2024-11-18,2024-11-19 00:13:00,2024-11-19 00:14:00,2024-11-21 00:14:00,3166.98,3110.82,3043.0,3414.94,0.12772140667849652,-0.01773298221018127,-0.0023926028391676023,time,False
short,2024-11-20,2024-11-21 01:59:00,2024-11-21 02:00:00,2024-11-21 20:05:00,3064.21,3168.62,3159.93,2872.7700000000004,0.16006111575428367,-0.03407403539574627,-0.005613989239448386,stop,False
short,2024-11-28,2024-11-29 00:52:00,2024-11-29 00:53:00,2024-11-30 13:57:00,3530.68,3689.81,3686.75,3218.5399999999995,0.11311206509899392,-0.04507063795076305,-0.00521114499903889,stop,False
long,2024-11-29,2024-11-30 11:48:00,2024-11-30 11:49:00,2024-12-02 11:49:00,3650.57,3716.81,3530.22,3891.270000000001,0.1516647278770249,0.018145111585313956,0.002600308683007868,time,False
short,2024-12-08,2024-12-09 11:48:00,2024-12-09 11:49:00,2024-12-10 05:03:00,3919.82,3700.04,4025.83,3707.8000000000006,0.1848797283275167,0.05606890112301077,0.010181123478917111,target,False
long,2024-12-15,2024-12-16 00:36:00,2024-12-16 00:37:00,2024-12-17 02:49:00,3913.83,4088.06,3824.28,4092.9299999999994,0.21852763819095544,0.044516496628622004,0.00950955723059744,target,False
short,2024-12-22,2024-12-23 03:40:00,2024-12-23 03:41:00,2024-12-24 05:00:00,3263.12,3404.35,3403.74,2981.88,0.11602616981937144,-0.04328066390448404,-0.005137715829896176,stop,False
short,2024-12-25,2024-12-26 13:13:00,2024-12-26 13:14:00,2024-12-28 13:14:00,3429.56,3352.18,3548.5,3191.68,0.1441718513536236,0.022562661099383097,0.0031087287708088216,time,False
long,2024-12-28,2024-12-29 01:19:00,2024-12-29 01:20:00,2024-12-30 23:01:00,3398.24,3319.4,3308.14,3578.4399999999996,0.18858157602663725,-0.023200244832619177,-0.004563720310765808,stop,False
short,2024-12-29,2024-12-30 00:17:00,2024-12-30 00:18:00,2024-12-30 09:29:00,3352.06,3429.79,3429.41,3197.36,0.21668131868131893,-0.023188725738799487,-0.005241244990303834,stop,False
long,2025-01-05,2025-01-06 10:08:00,2025-01-06 10:09:00,2025-01-07 23:00:00,3680.4,3565.64,3593.15,3854.9,0.2109111747851003,-0.031181393326812357,-0.006787415472779381,stop,False
short,2025-01-22,2025-01-23 00:10:00,2025-01-23 00:11:00,2025-01-24 13:14:00,3264.04,3369.35,3369.65,3052.8199999999997,0.15453271470504668,-0.032263697748802,-0.005140329514250523,stop,False
short,2025-01-26,2025-01-27 06:07:00,2025-01-27 06:08:00,2025-01-27 13:33:00,3291.25,3149.14,3363.31,3147.13,0.2283687205106857,0.0431781238131409,0.009632164168748273,target,False
short,2025-02-06,2025-02-07 03:01:00,2025-02-07 03:02:00,2025-02-09 03:02:00,2682.81,2631.4,2858.59,2331.2499999999995,0.07631158266014328,0.019162743541286886,0.0013860277050858976,time,False
short,2025-02-09,2025-02-10 05:41:00,2025-02-10 05:42:00,2025-02-11 08:38:00,2589.18,2705.11,2699.96,2367.6199999999994,0.11686134681350402,-0.044774793563985726,-0.005349304025997488,stop,False
short,2025-02-11,2025-02-12 02:21:00,2025-02-12 02:22:00,2025-02-13 06:21:00,2623.6,2753.09,2726.45,2417.9,0.1275449684005835,-0.049355846927885416,-0.006422634905201764,stop,False
short,2025-02-16,2025-02-17 02:19:00,2025-02-17 02:20:00,2025-02-17 17:41:00,2675.83,2730.44,2728.02,2571.45,0.2563546656447593,-0.020408620876513073,-0.005488199846713922,stop,False
long,2025-03-02,2025-03-03 00:34:00,2025-03-03 00:35:00,2025-03-04 03:16:00,2299.63,2165.75,2169.05,2560.79,0.08805444937969066,-0.058218061166361634,-0.005214413769336816,stop,False
long,2025-03-08,2025-03-09 01:20:00,2025-03-09 01:21:00,2025-03-09 22:00:00,2217.4,2103.83,2104.65,2442.9,0.09833259423503327,-0.051217642283755804,-0.005134696230598675,stop,False
short,2025-03-13,2025-03-14 00:55:00,2025-03-14 00:56:00,2025-03-14 23:03:00,1852.92,1925.69,1924.6,1709.5600000000004,0.12924944196428603,-0.03927314724866693,-0.005205281808035722,stop,False
long,2025-03-15,2025-03-16 04:06:00,2025-03-16 04:07:00,2025-03-16 18:26:00,1947.45,1906.01,1903.09,2036.1700000000003,0.2195051848512167,-0.021279108577883954,-0.004890379846708745,stop,False
long,2025-03-22,2025-03-23 11:42:00,2025-03-23 11:43:00,2025-03-25 11:43:00,2007.09,2045.05,1945.6,2130.0699999999997,0.16320458611156283,0.018912953579560465,0.0029234761749878033,time,False
short,2025-04-05,2025-04-06 04:41:00,2025-04-06 04:42:00,2025-04-07 02:20:00,1769.4,1651.11,1829.0,1650.2000000000003,0.1484395973154365,0.06685317056629381,0.009775218120805408,target,False
long,2025-04-13,2025-04-14 18:21:00,2025-04-14 18:22:00,2025-04-16 13:25:00,1666.32,1563.31,1566.0,1866.9599999999998,0.0830502392344498,-0.06181885832253109,-0.005217121212121215,stop,False
short,2025-04-15,2025-04-16 03:26:00,2025-04-16 03:27:00,2025-04-18 03:27:00,1600.66,1587.86,1661.31,1479.3600000000004,0.131958779884584,0.007996701360688863,0.0009232761747733108,time,False
long,2025-04-19,2025-04-20 01:37:00,2025-04-20 01:38:00,2025-04-20 18:43:00,1622.92,1581.26,1581.62,1705.5200000000004,0.1964794188861977,-0.02566978039582979,-0.005240062953995144,stop,False
long,2025-04-26,2025-04-27 08:19:00,2025-04-27 08:20:00,2025-04-28 08:08:00,1845.6,1780.8,1778.09,1980.62,0.13669086061324248,-0.03511053315994794,-0.004935979854836315,stop,False
short,2025-05-03,2025-05-04 01:08:00,2025-05-04 01:09:00,2025-05-06 01:09:00,1813.05,1806.41,1870.45,1698.2499999999998,0.1579311846689893,0.0036623369460301314,0.0004204660278745577,time,False
short,2025-05-16,2025-05-17 08:19:00,2025-05-17 08:20:00,2025-05-19 08:20:00,2507.69,2475.35,2648.0,2227.07,0.08936248307319511,0.01289633088619413,0.001063085667450651,time,False
short,2025-05-24,2025-05-25 08:42:00,2025-05-25 08:43:00,2025-05-26 15:08:00,2494.89,2588.0,2586.35,2311.97,0.13639241198338065,-0.03732028265775256,-0.005226595779575783,stop,False
long,2025-06-02,2025-06-03 02:21:00,2025-06-03 02:22:00,2025-06-05 02:22:00,2557.09,2639.12,2473.64,2723.9900000000007,0.15321090473337276,0.03207943404416724,0.00476170820850805,time,False
long,2025-06-07,2025-06-08 00:10:00,2025-06-08 00:11:00,2025-06-10 00:11:00,2524.24,2538.23,2455.92,2660.879999999999,0.18473653395784623,0.005542262225461947,0.0008391217798594931,time,False
short,2025-06-08,2025-06-09 11:06:00,2025-06-09 11:07:00,2025-06-09 19:38:00,2484.6,2543.61,2544.92,2363.9599999999996,0.20595159151193576,-0.02375030185945426,-0.005097364058355428,stop,False
long,2025-06-15,2025-06-16 01:51:00,2025-06-16 01:52:00,2025-06-17 23:31:00,2554.39,2486.97,2486.31,2690.5499999999997,0.1876020857814338,-0.02639377698785228,-0.00513912970035253,stop,False
long,2025-06-28,2025-06-29 17:33:00,2025-06-29 17:34:00,2025-07-01 17:34:00,2452.58,2453.96,2386.58,2584.58,0.18580151515151516,0.0005626727772387596,-8.125606060604265e-05,time,False
short,2025-06-29,2025-06-30 05:04:00,2025-06-30 05:05:00,2025-06-30 06:24:00,2417.71,2461.44,2462.81,2327.51,0.2680388026607544,-0.018087363662308453,-0.00511615410199555,stop,False
long,2025-07-26,2025-07-27 10:53:00,2025-07-27 10:54:00,2025-07-29 10:54:00,3784.88,3749.36,3615.27,4124.1,0.11157596839808966,-0.00938470968696492,-0.0011586840398561335,time,False
short,2025-07-30,2025-07-31 03:04:00,2025-07-31 03:05:00,2025-07-31 08:41:00,3706.7,3838.82,3832.94,3454.2199999999993,0.1468116286438527,-0.035643564356435675,-0.005379701362484151,stop,False
long,2025-08-06,2025-08-07 00:01:00,2025-08-07 00:02:00,2025-08-08 06:56:00,3670.51,3924.21,3543.0,3925.5300000000007,0.14393027997804073,0.06911846037744063,0.009804309073798102,target,False
long,2025-08-16,2025-08-17 16:50:00,2025-08-17 16:51:00,2025-08-18 10:10:00,4491.38,4352.77,4365.48,4743.180000000001,0.1783709293089746,-0.03086133883127229,-0.005683136616362158,stop,False
long,2025-08-24,2025-08-25 00:41:00,2025-08-25 00:42:00,2025-08-25 04:10:00,4832.94,4738.28,4718.75,5061.319999999999,0.2116183553726253,-0.019586421515681907,-0.0043564646641562335,stop,False
short,2025-09-01,2025-09-02 01:11:00,2025-09-02 01:12:00,2025-09-04 01:12:00,4333.01,4471.32,4489.85,4019.33,0.1381347232848762,-0.03192007403629327,-0.004547405317521008,time,False
short,2025-09-06,2025-09-07 00:20:00,2025-09-07 00:21:00,2025-09-08 21:07:00,4258.29,4344.13,4341.75,4091.37,0.2551096333572968,-0.020158326464378984,-0.005397692906781713,stop,False
short,2025-09-17,2025-09-18 01:59:00,2025-09-18 02:00:00,2025-09-18 06:27:00,4421.36,4557.69,4552.94,4158.2,0.16801033591731276,-0.030834403893824414,-0.0053485088919288494,stop,False
long,2025-09-20,2025-09-21 00:41:00,2025-09-21 00:42:00,2025-09-22 08:22:00,4505.58,4429.21,4431.04,4654.66,0.3,-0.016950092995796306,-0.005385027898738892,stop,False
short,2025-09-21,2025-09-22 08:18:00,2025-09-22 08:19:00,2025-09-22 10:29:00,4439.35,4308.48,4506.86,4304.330000000002,0.3,0.02947954092378402,0.008543862277135206,target,False
long,2025-09-28,2025-09-29 00:07:00,2025-09-29 00:08:00,2025-09-30 04:35:00,4043.61,4214.6,3962.06,4206.710000000001,0.24792213366033056,0.04228647174183475,0.010235830165542616,target,False
long,2025-10-08,2025-10-09 01:18:00,2025-10-09 01:19:00,2025-10-09 10:57:00,4528.99,4403.2,4408.14,4770.689999999999,0.18738063715349693,-0.02777440444779078,-0.005391766239139451,stop,False
long,2025-10-18,2025-10-19 16:19:00,2025-10-19 16:20:00,2025-10-21 16:20:00,3927.94,3881.23,3776.0,4231.82,0.1292595761484796,-0.011891729507069848,-0.0016663794919046966,time,False
long,2025-10-25,2025-10-26 02:39:00,2025-10-26 02:40:00,2025-10-27 06:04:00,3964.41,4167.28,3863.65,4165.929999999999,0.19672538705835696,0.05117281007766605,0.009870265482334287,target,False
long,2025-11-01,2025-11-02 12:56:00,2025-11-02 12:57:00,2025-11-03 10:33:00,3908.1,3803.88,3801.0,4122.299999999999,0.18245098039215701,-0.026667690181929826,-0.005047997198879554,stop,False
short,2025-11-02,2025-11-03 09:35:00,2025-11-03 09:36:00,2025-11-03 19:00:00,3834.85,3674.29,3917.35,3669.85,0.23241515151515152,0.041868651968134385,0.009498493939393948,target,False
short,2025-11-10,2025-11-11 22:47:00,2025-11-11 22:48:00,2025-11-13 22:48:00,3498.09,3413.0,3657.0,3180.2700000000004,0.11006513120634331,0.024324702909302,0.002567236486061302,time,False
long,2025-11-23,2025-11-24 10:14:00,2025-11-24 10:15:00,2025-11-26 10:15:00,2857.99,2970.14,2731.78,3110.409999999999,0.11322359559464422,0.039240865083502774,0.004329768243403869,time,False
long,2025-11-26,2025-11-27 01:33:00,2025-11-27 01:34:00,2025-11-29 01:34:00,2993.22,3018.65,2869.18,3241.2999999999997,0.12065543373105453,0.00849586732682539,0.0009044171235085577,time,False
short,2025-11-28,2025-11-29 18:20:00,2025-11-29 18:21:00,2025-12-01 18:21:00,2989.58,2836.1,3098.0,2772.74,0.13787031912931183,0.051338315081048136,0.006940159564655957,time,False
short,2025-12-14,2025-12-15 07:32:00,2025-12-15 07:33:00,2025-12-15 10:09:00,3034.0,3124.41,3128.28,2845.4399999999996,0.1609036911327956,-0.0297989452867502,-0.004955663979635125,stop,False
long,2025-12-20,2025-12-21 17:54:00,2025-12-21 17:55:00,2025-12-23 17:55:00,3009.77,2964.45,2933.09,3163.1299999999997,0.19625521648409014,-0.015057628988261573,-0.0031513934533124763,time,False
short,2025-12-25,2025-12-26 07:34:00,2025-12-26 07:35:00,2025-12-26 10:16:00,2908.27,2969.89,2970.61,2783.5899999999997,0.23325874238049354,-0.021187853947535862,-0.005175510907924285,stop,False
long,2025-12-27,2025-12-28 06:14:00,2025-12-28 06:15:00,2025-12-29 11:36:00,2944.54,3026.75,2905.39,3022.84,0.3,0.02791947129262984,0.00807584138778895,target,False
long,2026-01-11,2026-01-12 00:31:00,2026-01-12 00:32:00,2026-01-12 22:25:00,3139.51,3074.62,3077.23,3264.0700000000006,0.2520480089916498,-0.020668830486286205,-0.005461585581246001,stop,False
long,2026-01-18,2026-01-19 02:28:00,2026-01-19 02:29:00,2026-01-19 07:47:00,3358.35,3297.85,3293.1,3488.85,0.2573448275862069,-0.018014798934000376,-0.0048933601532567175,stop,False
short,2026-01-25,2026-01-26 00:02:00,2026-01-26 00:03:00,2026-01-26 03:54:00,2913.3,2804.04,2966.88,2806.1400000000003,0.27186450167973164,0.03750386160024721,0.0099241041433371,target,False
short,2026-02-12,2026-02-13 00:28:00,2026-02-13 00:29:00,2026-02-13 22:50:00,1904.65,1995.4,2001.28,1711.3900000000003,0.09855376177170663,-0.04764654923476752,-0.004794300424298876,stop,False
short,2026-02-14,2026-02-15 20:54:00,2026-02-15 20:55:00,2026-02-17 20:55:00,2025.39,1971.01,2107.55,1861.07,0.12325888510223942,0.026849150040239245,0.0031861374148003966,time,False
long,2026-02-17,2026-02-18 03:14:00,2026-02-18 03:15:00,2026-02-19 03:35:00,2011.33,1939.61,1940.01,2153.97,0.1410074312955694,-0.03565799744447706,-0.005169050056085258,stop,False
short,2026-02-22,2026-02-23 01:32:00,2026-02-23 01:33:00,2026-02-24 09:16:00,1940.27,1833.79,1994.7,1831.4099999999999,0.17823534815359157,0.054878960144722155,0.009603135219548038,target,False
short,2026-03-07,2026-03-08 03:50:00,2026-03-08 03:51:00,2026-03-09 11:12:00,1951.37,1992.74,1995.0,1864.1099999999997,0.223627091450836,-0.02120048991221557,-0.004964630987852394,stop,False
long,2026-03-15,2026-03-16 04:30:00,2026-03-16 04:31:00,2026-03-16 11:34:00,2125.01,2241.25,2066.86,2241.3100000000004,0.182717970765262,0.054700919054498476,0.009812122957867554,target,False
short,2026-03-21,2026-03-22 07:51:00,2026-03-22 07:52:00,2026-03-23 19:12:00,2105.91,2166.22,2168.0,1981.7299999999996,0.1695852794330806,-0.02863845083598071,-0.00502624496698341,stop,False
short,2026-03-29,2026-03-30 06:41:00,2026-03-30 06:42:00,2026-03-30 10:46:00,1973.14,2026.01,2029.38,1860.66,0.1754214082503556,-0.026794854901324827,-0.0048758125889046995,stop,False
long,2026-04-04,2026-04-05 03:08:00,2026-04-05 03:09:00,2026-04-05 14:08:00,2063.43,2043.41,2042.68,2104.9299999999994,0.3,-0.00970229181508453,-0.0032106875445253587,stop,False
long,2026-04-11,2026-04-12 00:40:00,2026-04-12 00:41:00,2026-04-12 09:44:00,2260.75,2223.58,2220.12,2342.01,0.278211912380014,-0.016441446422647332,-0.0048524181639182686,stop,False
short,2026-04-21,2026-04-22 01:19:00,2026-04-22 01:20:00,2026-04-22 10:18:00,2286.83,2344.23,2345.42,2169.6499999999996,0.19515531660692903,-0.025100247941473697,-0.005093602150537647,stop,False
long,2026-04-25,2026-04-26 13:13:00,2026-04-26 13:14:00,2026-04-27 08:59:00,2329.96,2386.04,2301.0,2387.88,0.3,0.02406908273103392,0.006920724819310176,target,False
long,2026-05-02,2026-05-03 05:33:00,2026-05-03 05:34:00,2026-05-04 10:52:00,2313.75,2384.7,2277.41,2386.4300000000003,0.3,0.030664505672609366,0.008899351701782809,target,False
long,2026-05-09,2026-05-10 01:05:00,2026-05-10 01:06:00,2026-05-12 01:06:00,2327.42,2326.37,2285.14,2411.9800000000005,0.2752388836329221,-0.0004511433260864228,-0.0003994110690633925,time,False
short,2026-05-17,2026-05-18 07:40:00,2026-05-18 07:41:00,2026-05-20 07:41:00,2143.67,2115.8,2197.77,2035.4700000000003,0.19812107208872493,0.01300106826143943,0.00237766451016635,time,False
short,2026-05-31,2026-06-01 00:24:00,2026-06-01 00:25:00,2026-06-02 22:25:00,2004.18,1941.66,2037.4,1937.74,0.3,0.031194802862018367,0.00905844085860551,target,False
short,2026-06-09,2026-06-10 00:05:00,2026-06-10 00:06:00,2026-06-12 00:06:00,1629.45,1644.07,1713.69,1460.97,0.09671474358974358,-0.008972352634324388,-0.0009644735280151871,time,False
long,2026-06-13,2026-06-14 05:41:00,2026-06-14 05:42:00,2026-06-14 22:36:00,1687.55,1655.64,1656.47,1749.7099999999998,0.27148487773487834,-0.01890906936090775,-0.005405011261261253,stop,False
short,2026-06-21,2026-06-22 05:09:00,2026-06-22 05:10:00,2026-06-22 09:27:00,1704.33,1754.07,1745.64,1621.7099999999996,0.20628540305010806,-0.02918448891939951,-0.006226619462599848,stop,False
long,2026-07-09,2026-07-10 09:48:00,2026-07-10 09:49:00,2026-07-12 09:49:00,1771.85,1804.73,1720.15,1875.2499999999995,0.17135880077369497,0.018556875582018906,0.0030085251450677275,time,False
long,2026-07-18,2026-07-19 02:24:00,2026-07-19 02:25:00,2026-07-21 02:25:00,1856.89,1907.04,1825.5,1919.6700000000003,0.29577731761707454,0.02700752333202283,0.007692435489009194,time,False
long,2026-07-25,2026-07-26 01:34:00,2026-07-26 01:35:00,2026-07-27 00:29:00,1873.51,1917.47,1850.46,1919.61,0.3,0.0234639793756104,0.00673919381268312,target,False
short,2026-08-01,2026-08-02 02:20:00,2026-08-02 02:21:00,2026-08-02 10:08:00,1851.93,1876.31,1877.49,1800.8100000000002,0.3,-0.01316464445200416,-0.004249393335601248,stop,False
long,2026-08-08,2026-08-09 23:10:00,2026-08-09 23:11:00,2026-08-10 21:35:00,1925.99,1898.79,1902.72,1972.53,0.3,-0.014122607074803062,-0.004536782122440918,stop,False
