timestamp,pa_core,bos,ema
2022-01-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-07,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-12,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-13,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-19,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-20,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-23,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-24,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-27,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-28,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-29,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-30,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-01-31,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-01,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-07,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-12,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-13,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-02-19,0.3333333333333333,0.3333333333333333,0.3333333333333333
