test_month,feature,coefficient
2026-02-01,body_fraction,-0.0007069169546631879
2026-02-01,range_over_20d,0.0029862948712114975
2026-02-01,realized_vol_30d,-0.0007447916405272202
2026-02-01,distance_high_20d,-0.006095976132569365
2026-02-01,distance_low_20d,-0.0013096654044949408
2026-03-01,return_1d,0.004435155846391263
2026-03-01,return_3d,-0.00033821852138093094
2026-03-01,return_7d,0.0013051265766397305
2026-03-01,return_14d,0.003639609749524979
2026-03-01,return_30d,0.003606194415672627
2026-03-01,return_90d,0.00020826513724724174
2026-03-01,close_location,-0.0013489628349595535
2026-03-01,body_fraction,-0.0011794275013410507
2026-03-01,range_over_20d,0.0027275261736125836
2026-03-01,realized_vol_30d,0.0007419489580379585
2026-03-01,distance_high_20d,-0.006030982743638485
2026-03-01,distance_low_20d,-0.0019957279737566015
2026-04-01,return_1d,0.004689003434678812
2026-04-01,return_3d,-0.0007463851457476046
2026-04-01,return_7d,0.001045248674643405
2026-04-01,return_14d,0.0034387009302082683
2026-04-01,return_30d,0.0032751289553984092
2026-04-01,return_90d,8.543788898648842e-05
2026-04-01,close_location,-0.0017779907048573762
2026-04-01,body_fraction,-0.0010231140760284313
2026-04-01,range_over_20d,0.0027815435914001914
2026-04-01,realized_vol_30d,0.0005998878765646995
2026-04-01,distance_high_20d,-0.0055017631131317685
2026-04-01,distance_low_20d,-0.0017298196150229974
2026-05-01,return_1d,0.004580106961859294
2026-05-01,return_3d,-0.0007779555202407764
2026-05-01,return_7d,0.0016432242834135268
2026-05-01,return_14d,0.0034613091900325267
2026-05-01,return_30d,0.003299005557440103
2026-05-01,return_90d,0.0001389114598934856
2026-05-01,close_location,-0.002368712613661626
2026-05-01,body_fraction,-0.0012985744396469782
2026-05-01,range_over_20d,0.0029394080544358834
2026-05-01,realized_vol_30d,0.000626061543058895
2026-05-01,distance_high_20d,-0.005582107608045378
2026-05-01,distance_low_20d,-0.0020470309646652444
2026-06-01,return_1d,0.00449403940871209
2026-06-01,return_3d,-0.0002177760071224528
2026-06-01,return_7d,0.0014716161752684367
2026-06-01,return_14d,0.0033522250124495318
2026-06-01,return_30d,0.003294088406336119
2026-06-01,return_90d,4.030198053539922e-05
2026-06-01,close_location,-0.0025057211049634965
2026-06-01,body_fraction,-0.0015320795919958681
2026-06-01,range_over_20d,0.003604357973206385
2026-06-01,realized_vol_30d,0.0012143765079712
2026-06-01,distance_high_20d,-0.005322568776517817
2026-06-01,distance_low_20d,-0.001958104057331857
2026-07-01,return_1d,0.005016843618111131
2026-07-01,return_3d,-0.0008599177223121243
2026-07-01,return_7d,0.0016140643034560204
2026-07-01,return_14d,0.0022351307949248617
2026-07-01,return_30d,0.003998267544733405
2026-07-01,return_90d,-0.00012739400868178938
2026-07-01,close_location,-0.0024467729483754856
2026-07-01,body_fraction,-0.0015639230054086885
2026-07-01,range_over_20d,0.0029492509192039136
2026-07-01,realized_vol_30d,0.0019287507068189637
2026-07-01,distance_high_20d,-0.004705736407189258
2026-07-01,distance_low_20d,-0.001796957119814372
2026-08-01,return_1d,0.005578701803338514
2026-08-01,return_3d,-0.0013638212135755798
2026-08-01,return_7d,0.0013939174139370293
2026-08-01,return_14d,0.0023524218724465806
2026-08-01,return_30d,0.00426463715285568
2026-08-01,return_90d,-0.0004824105841193051
2026-08-01,close_location,-0.0030787094010986944
2026-08-01,body_fraction,-0.0010799305018866388
2026-08-01,range_over_20d,0.0025566090702177626
2026-08-01,realized_vol_30d,0.0022253806907660627
2026-08-01,distance_high_20d,-0.004213605809046065
2026-08-01,distance_low_20d,-0.0020698169505157502
