core_mechanism,tactical_mechanism,total_return,cagr,max_drawdown,positive_years,worst_year,mean_gross_exposure,turnover,return_2022,return_2023,return_2024,return_2025,return_2026
daily_structure,no_tactical,0.29927848378875965,0.05828644488835111,-0.2528382666360287,4,-0.11371033224276772,0.18519321164880884,36.73617401860924,0.15172035865665512,-0.11371033224276772,0.09451899687496268,0.04108732604597676,0.11704084382366364
daily_structure,both_sides,0.2989119407918297,0.058221835286382584,-0.2451155890367389,4,-0.11013502078340054,0.1964811692806149,70.49865389573367,0.1585916332766395,-0.11013502078340054,0.058130974256235035,0.05989246267603243,0.12337298244329986
daily_structure,counter_structure_hedge,0.2974288679237933,0.057960271861273505,-0.2451155890367389,4,-0.11013502078340054,0.19648025554334267,70.49865389573367,0.1585916332766395,-0.11013502078340054,0.05692282050118114,0.05989246267603243,0.12337298244329986
weekly_structure,no_tactical,-0.0681406198248593,-0.015154865974483345,-0.31952578337762527,2,-0.11609180051755874,0.18519321164880884,12.357866638299392,-0.11609180051755874,-0.0653909834762918,0.04715308126142137,-0.029834618704948523,0.11034336981947956
weekly_structure,both_sides,-0.07024934032869035,-0.015637530223652774,-0.3047126596859303,2,-0.11121262173600421,0.1964811692806149,46.12034651542378,-0.11121262173600421,-0.06184548378391086,0.01180222522821639,-0.012761055026636159,0.11628819916057398
weekly_structure,counter_structure_hedge,-0.07131659457415618,-0.015882140670389178,-0.3047126596859303,2,-0.11121262173600421,0.19648025554334267,46.12034651542378,-0.11121262173600421,-0.06184548378391086,0.010640784567541806,-0.012761055026636159,0.11628819916057398
daily_weekly_consensus,no_tactical,0.1361838918398579,0.028011896668824754,-0.2139338015823663,4,-0.0786741178639242,0.10150198556161044,20.321924969947126,0.014351019605457926,-0.0786741178639242,0.07701155048590214,0.00966655291839924,0.11801789632873572
daily_weekly_consensus,both_sides,0.13473715472153014,0.02772851023269962,-0.19416880053817742,4,-0.07506819610945636,0.11278994319341651,54.08440484707152,0.020176327206320455,-0.07506819610945636,0.040928964367858534,0.027669578167068387,0.12417966965151628
daily_weekly_consensus,counter_structure_hedge,0.13343807325101675,0.027473805184005995,-0.19416880053817742,4,-0.07506819610945636,0.11278902945614426,54.08440484707152,0.020176327206320455,-0.07506819610945636,0.03973727735547561,0.027669578167068387,0.12417966965151628
