date,net_return,equity,drawdown,max_gross_exposure,end_net_exposure,hedged_bar_rate,trading_cost,carry_cost,flat_day,losing_day
2022-01-13,0.0007215499721433538,1.0064562381948208,-0.004979690121120428,0.04287103029258255,-0.04180346713298162,0.0,5.337815798004652e-07,3.436815417744723e-06,False,False
2022-01-14,0.00025985852256527053,1.0067177744259046,-0.004721125613472932,0.04180346713298162,-0.040492454595933744,0.0,6.555062685239393e-07,3.329269395331068e-06,False,False
2022-01-15,-0.0010303473468450397,1.005680505438004,-0.005746608561067124,0.040492454595933744,-0.04042900038173608,0.0,3.172710709883203e-08,3.3229858654630658e-06,False,True
2022-01-16,9.45733670345561e-05,1.0057756160295646,-0.005652578670152897,0.040757466039406436,-0.040757466039406436,0.0,1.6423282883517784e-07,3.3496474949703315e-06,False,False
2022-01-17,0.0015896162883264342,1.0073744133312077,-0.004071947812950616,0.04617662247868584,-0.04617662247868584,0.0,2.709578219639703e-06,3.7906991451323304e-06,False,False
2022-01-18,0.0017740454128669647,1.0091615412882176,-0.0023051262204225598,0.04807500943090952,-0.04807500943090952,0.0,9.491934761118384e-07,3.949745306862234e-06,False,False
2022-01-19,-0.00013233147452251792,1.0090279974534262,-0.002437152654194641,0.04829911325686581,-0.04829911325686581,0.0,1.1205191297814637e-07,3.969598260987297e-06,False,True
2022-01-20,-0.002082709164577312,1.0069264855958138,-0.00451478593860466,0.04829911325686581,-0.04772895533765541,0.0,2.8507895960520196e-07,3.92341598487511e-06,False,True
2022-01-21,0.006719056348094998,1.0136920813909218,-0.001267680767749746,0.048069087593100836,-0.048069087593100836,0.0,1.700661277227143e-07,3.9505927026389e-06,False,False
2022-01-22,0.008062114675781107,1.0218645831970263,-0.0009289361290119036,0.048234581035656754,-0.048234581035656754,0.0,8.27467212779591e-08,3.964344422928504e-06,False,False
2022-01-23,-0.0010322344626245705,1.0208097793581148,-0.001960211711750648,0.048234581035656754,-0.040220642564581924,0.0,4.0069692355374155e-06,3.312667486875804e-06,False,True
2022-01-24,0.0021246504011098732,1.0229786432652845,-0.0014392040894074531,0.040220642564581924,-0.03357864244226387,0.0,3.321000061159027e-06,2.7655750638524397e-06,False,False
2022-01-25,-0.002187676539451844,1.020740696887053,-0.0036237321158373303,0.033901044181872654,-0.033901044181872654,0.0,1.6120086980439195e-07,2.7861111641439775e-06,False,True
2022-01-26,-0.0025301960611415764,1.018158022796344,-0.006144759424251189,0.033901044181872654,-0.03344503270881898,0.0,2.2800573652683592e-07,2.749297218766846e-06,False,True
2022-01-27,0.0015362706356198963,1.0197221890691868,-0.0046179288020977705,0.03344503270881898,-0.03222546610061,0.0,6.097833041044908e-07,2.649712596118809e-06,False,False
2022-01-28,0.00023174121931424096,1.0199585007326437,-0.004387257747234585,0.08143849069544057,0.01958546304243442,0.53125,2.5905464571522213e-05,4.748591695149156e-06,False,False
2022-01-29,0.0008064075197840026,1.0207810029375006,-0.0035843881450906556,0.08143849069544057,0.01960046485433223,1.0,7.500905948905e-09,6.692354396089043e-06,False,False
2022-01-30,0.0005640166056630758,1.0213567403739023,-0.0030223931938629933,0.08144791971553894,0.019576034022336063,1.0,1.2215415998084386e-08,6.694328648852519e-06,False,False
2022-01-31,-0.002116213226356467,1.019195331731094,-0.005132210391768144,0.08144791971553894,-0.030481168035159885,0.46875,2.5483375840189523e-05,4.45178584356933e-06,False,True
2022-02-01,-0.0016889306724908737,1.0174739814740734,-0.006812473116711071,0.030481168035159885,-0.03038980213072756,0.0,4.568295221616184e-08,2.4978701801834573e-06,False,True
2022-02-02,-0.0042454812478418535,1.0131543147655597,-0.011029032137683026,0.0910991392958374,0.0910991392958374,0.0,6.0744470713282486e-05,7.435623317838426e-06,False,True
2022-02-03,-0.0007635164393274829,1.0123807547906614,-0.011784127729662863,0.0910991392958374,0.08943855147743773,0.0,8.302939091998363e-07,7.3525355562092656e-06,False,True
2022-02-04,0.007682136427640707,1.0201580018656808,-0.004192518578922444,0.08943855147743773,0.08919303339695803,0.0,1.227590402398532e-07,7.331144455640796e-06,False,False
2022-02-05,0.005419347084850479,1.025686592159178,-7.98779682148476e-05,0.08956696631859483,0.08956696631859483,0.0,1.8696646081840102e-07,7.361348316492693e-06,False,False
2022-02-06,-0.0016696536204464651,1.0239740508271367,-0.0017493982201219893,0.08956696631859483,0.08580698728261452,0.0,1.8799895179901563e-06,7.055848251855286e-06,False,True
2022-02-07,0.0038326404695707694,1.0278985752141265,-1.8585207588905917e-05,0.08905388713157456,0.08905388713157456,0.0,1.6234499244800193e-06,7.3167176924505106e-06,False,False
2022-02-08,-0.0012787554918987087,1.0265841442659558,-0.004043682174055818,0.09167404740858104,0.09167404740858104,0.0,1.3100801385032419e-06,7.532609923755798e-06,False,True
2022-02-09,0.003039157378680546,1.0297040950428373,-0.001016814181892367,0.09167404740858104,0.0908514309268923,0.0,4.113082408443714e-07,7.46794519303369e-06,False,False
2022-02-10,-0.001671122078182763,1.0279833337956152,-0.003978393833150573,0.19129433502658114,0.09094471882577683,0.3645833333333333,0.00010039626015024658,1.048188038219507e-05,False,True
2022-02-11,-0.003015787512668844,1.0248831544943247,-0.006982183355375038,0.09094471882577683,0.09091375522274812,0.0,1.5481801514352633e-08,7.472389952899699e-06,False,True
2022-02-12,-0.006673271825714977,1.0180438306147872,-0.013608861173623144,0.09162949038978974,0.09162949038978974,0.0,3.578675835208059e-07,7.5305782039835376e-06,False,True
2022-02-13,0.001217992300684534,1.0192838001622355,-0.012407444361069109,0.09353856306052324,0.09353856306052324,0.0,9.545363353667542e-07,7.686466593441351e-06,False,False
2022-02-14,0.0005997624239650889,1.0198951282849296,-0.01181512345600888,0.09353856306052324,0.09127741479511185,0.0,1.130574132705696e-06,7.504189185441908e-06,False,False
2022-02-15,0.0056583547795312494,1.025666056758681,-0.0062236228367558155,0.09127741479511185,0.09114986615844292,0.0,6.37743183344655e-08,7.491879023841771e-06,False,False
2022-02-16,-0.0016470103863277519,1.023976774110297,-0.0078603828516296,0.09149591576034388,0.09149591576034388,0.0,1.7302480095048033e-07,7.519915978930746e-06,False,True
2022-02-17,-0.0022245523064444717,1.021698884215705,-0.01006744932527126,0.09149591576034388,0.0896011485498593,0.0,9.473836052422899e-07,7.366100195202891e-06,False,True
2022-02-18,-0.005730976885247374,1.0158435515265818,-0.01574072989114217,0.08995683568603545,0.08995683568603545,0.0,1.7784356808807357e-07,7.3934079954822155e-06,False,True
2022-02-19,0.00033908163967488747,1.0161880054236865,-0.015406985643968474,0.08995683568603545,-0.03009622502804654,0.0,6.0026530357041e-05,2.524912853895939e-06,False,False
2022-02-20,0.0009953201788934773,1.0171994378510338,-0.014427000348782748,0.03009622502804654,-0.029536092334659998,0.0,2.8006634669327203e-07,2.4281035931684472e-06,False,False
2022-02-21,-0.0008496769086491218,1.0163351469772022,-0.015264418968373272,0.029829243074538214,-0.029829243074538214,0.0,1.4657536993910836e-07,2.4514676236436562e-06,False,True
2022-02-22,0.0011652102277255327,1.017519391085257,-0.014116994997749988,0.03283229059408794,-0.03283229059408794,0.0,1.5015237597748622e-06,2.695973330062408e-06,False,False
2022-02-23,-0.0011187193451264177,1.016381072458409,-0.015219921387476965,0.040449213101145666,-0.040449213101145666,0.0,3.8084612535288636e-06,3.318071519865519e-06,False,True
2022-02-24,0.003518234938923337,1.019956939858792,-0.011755233707747226,0.040449213101145666,-0.039939075259170224,0.0,2.550689209877208e-07,3.2831004817828057e-06,False,False
2022-02-25,-0.004559215787106163,1.0153067360764205,-0.01626085484775075,0.04167641146139073,-0.04167641146139073,0.0,8.686681011102517e-07,3.4239710309000766e-06,False,True
2022-02-26,-0.0008118825197640511,1.0144824262852001,-0.01705953546370864,0.04167641146139073,-0.039683947284797155,0.0,9.962320882967862e-07,3.2634001742441098e-06,False,True
2022-02-27,-0.00037357647958169427,1.0141034395117916,-0.017426738902088013,0.039683947284797155,-0.03780300224010934,0.0,9.404725223439089e-07,3.1087064726842325e-06,False,True
2022-02-28,-0.00017284714464382844,1.0139281546278993,-0.017596573884671285,0.03857208985881609,-0.03857208985881609,0.0,3.845438093533771e-07,3.1696502900921557e-06,False,True
2022-03-01,-0.001854382622468731,1.012047943877525,-0.019418325726313967,0.038681343399014995,-0.038681343399014995,0.0,5.462677009945155e-08,3.179194959559281e-06,False,True
2022-03-02,0.00024009480530429173,1.0122909313315704,-0.019182893160142656,0.1173365989328246,0.1173365989328246,0.0,7.80089711659198e-05,9.576762193508006e-06,False,False
2022-03-03,-0.004908322454085012,1.0073222810232485,-0.023997059788996022,0.1173365989328246,0.11614761496220063,0.0,5.944919853119804e-07,9.54739727768997e-06,False,True
2022-03-04,-0.006495881468722486,1.000778834884919,-0.030337059201730687,0.11614761496220063,0.11614682229977469,0.0,3.963312129734442e-10,9.546314840274653e-06,False,True
2022-03-05,-0.0012662072703774063,0.9995116414481485,-0.031564853467184295,0.11681741625781487,0.11681741625781487,0.0,3.35296979020093e-07,9.600857334582352e-06,False,True
2022-03-06,-0.000668677138170537,0.9988432908641771,-0.03221242390947143,0.11681741625781487,0.11513208562764923,0.0,8.426653150828203e-07,9.464354067538092e-06,False,True
2022-03-07,-0.0003458339765664009,0.9984978569169306,-0.03254711773538266,0.11513208562764923,0.11509648086533163,0.0,1.7802381158803228e-08,9.460015212186775e-06,False,True
2022-03-08,-0.002689563373953874,0.9958123336519955,-0.03514914357354748,0.12266475162769631,0.12266475162769631,0.0,3.7841353811823436e-06,1.0075554696486713e-05,False,True
2022-03-09,0.009626985041008673,1.0053990040917138,-0.02586053881192707,0.12752307064809187,0.12752307064809187,0.0,2.42915951019778e-06,1.0477188752736665e-05,False,False
2022-03-10,-0.007529105699875416,0.9978292487193589,-0.03319493778163074,0.12752307064809187,0.1273996333759465,0.0,6.17186360726829e-08,1.0471308425824494e-05,False,True
2022-03-11,-0.0007127925873710028,0.9971180034274106,-0.03388406926341181,0.1273996333759465,0.12254892206681024,0.0,2.425355654568133e-06,1.0076667148735376e-05,False,True
2022-03-12,0.00016497302753726295,0.9972825010032479,-0.03372468619336633,0.12254892206681024,0.1193888659359087,0.0,1.580028065450774e-06,9.81548902909087e-06,False,False
2022-03-13,-0.0002653888888354272,0.9970178333084522,-0.033981124925206,0.1210084779249388,0.1210084779249388,0.0,8.098059945150505e-07,9.944515641100253e-06,False,True
2022-03-14,-0.00016700792404689135,0.9968513234298739,-0.0341424577321221,0.12123019492725294,0.12123019492725294,0.0,1.1085850115707258e-07,9.963935784258533e-06,False,True
2022-03-15,-1.6166558316377255e-05,0.9968352077748205,-0.03415807232440482,0.12202611747607543,0.12202611747607543,0.0,3.9796127441124594e-07,1.002886246160481e-05,False,True
2022-03-16,0.006454342742587604,1.0032691238636782,-0.02792419748802466,0.127593910397474,0.127593910397474,0.0,2.7838964606992854e-06,1.0482403771606254e-05,False,False
2022-03-17,0.004684915636162579,1.0079693550693465,-0.023370104361300714,0.12792959232192788,0.12792959232192788,0.0,1.6784096222693944e-07,1.0514473613853273e-05,False,False
2022-03-18,0.004130476673715577,1.0121327489782805,-0.019336157358511796,0.12792959232192788,0.12459066792228651,0.0,1.6694621998206844e-06,1.0243187538475296e-05,False,False
2022-03-19,0.00310925215549962,1.0152797249096916,-0.01628702619195954,0.1278081198822824,0.1278081198822824,0.0,1.6087259799979493e-06,1.0502022308851981e-05,False,False
2022-03-20,-0.0017488204781510586,1.0135041829357183,-0.018007363585177627,0.2560429060267023,-0.002981015279850646,0.7395833333333334,6.539456758106653e-05,1.8273627685565382e-05,False,True
2022-03-21,-0.00012553259718273146,1.0133769551233784,-0.018130635671241513,0.2560429060267023,-0.0030253307635220716,1.0,2.215774183571273e-08,2.1041017985971433e-05,False,True
2022-03-22,-0.0005302101668429593,1.012839652358928,-0.018651232790719896,0.25954932811433673,0.13003736746106026,0.4791666666666667,6.653134911229118e-05,1.5785605075977053e-05,False,True
2022-03-23,-0.002336055819385785,1.0104736023949312,-0.02094371828920527,0.2872644467815352,0.12926214425255653,0.6666666666666666,0.00015838991413323053,1.9282609960024454e-05,False,True
2022-03-24,0.003628857089992721,1.0141404666912324,-0.017390862959817288,0.130959976384912,0.130959976384912,0.0,8.489160661777351e-07,1.0762380052071228e-05,False,False
2022-03-25,0.0003037279291826511,1.0144484894750798,-0.01709241712142917,0.13164147693917091,0.13164147693917091,0.0,3.4075027712945906e-07,1.0819263943155949e-05,False,False
2022-03-26,-0.00022541676571308233,1.0142198157775995,-0.017313980969756892,0.13342371299721595,0.13342371299721595,0.0,8.911180290225168e-07,1.0964806688077642e-05,False,True
2022-03-27,0.0023125066464309008,1.0165652058425276,-0.01504151301939416,0.13395050332831923,0.13395050332831923,0.0,2.6339516555164146e-07,1.1009179391427691e-05,False,False
2022-03-28,0.008779069542545814,1.0254897024791505,-0.00639449396567171,0.15040036069082746,0.15040036069082746,0.0,8.224928681254115e-06,1.2347589699449425e-05,False,False
2022-03-29,0.0024044592249212737,1.0279554506543385,-0.00400541004075472,0.17690541689511688,0.17690541689511688,0.0,1.325252810214471e-05,1.4517478566547029e-05,False,False
2022-03-30,-0.0011117032244419844,1.026812669265263,-0.005112660437939454,0.17690541689511688,0.16894306962275202,0.0,3.981173636182431e-06,1.3892548827959382e-05,False,True
2022-03-31,-0.0015127752266148597,1.0252593324968249,-0.006617701358501149,0.16894306962275202,0.16880248184246732,0.0,7.029389014234777e-08,1.3874296956042079e-05,False,True
2022-04-01,0.004153448709608876,1.0295176945483984,-0.002491738932060228,0.16880248184246732,0.168385325895805,0.0,2.0857797333116713e-07,1.3840246953719128e-05,False,False
2022-04-02,0.0014073248848891495,1.030966560419369,-0.003048507745322504,0.17295959791981497,0.17295959791981497,0.0,2.2871360120049893e-06,1.4211941034484782e-05,False,False
2022-04-03,0.001984240163435569,1.0330122456757127,-0.0010703165533931802,0.17295959791981497,0.1718115862453947,0.0,5.74005837210137e-07,1.412248312605506e-05,False,False
2022-04-04,-0.0025734608648034785,1.0303538290886036,-0.006116191123901826,0.27228708846775285,0.08699155134713783,0.625,5.023775111117907e-05,1.951747696153352e-05,False,True
2022-04-05,0.0007294142306542017,1.0311053838341502,-0.00539123813009057,0.2890474199199014,0.10375188279928639,1.0,8.38016572607428e-06,2.3742972586351358e-05,False,False
2022-04-06,-0.005730165586504743,1.0251969792476436,-0.011090511029393957,0.2890474199199014,0.19406581979922893,0.9166666666666666,4.7490800060336226e-05,2.2932924799309418e-05,False,True
2022-04-07,-0.003440127074100241,1.0216701713630476,-0.014492485336236705,0.19507384399299701,0.19507384399299701,0.0,5.040120968840406e-07,1.6032603595148925e-05,False,True
2022-04-08,-0.000400771650130749,1.0212607149225816,-0.014887448809104309,0.19507384399299701,-0.05944766437495748,0.0,0.00012726075418397726,5.0022277051489365e-06,False,True
2022-04-09,0.0013152139584269307,1.0226038912700397,-0.013591815031157584,0.059732104663660135,-0.059732104663660135,0.0,1.4222014435132796e-07,4.909244526902971e-06,False,False
2022-04-10,-0.0009284915198622956,1.0216544122288167,-0.014507686666024422,0.065476239272329,-0.065476239272329,0.0,2.872067304334432e-06,5.3766907838483855e-06,False,True
2022-04-11,0.005735195763900913,1.027513800286001,-0.008855695325235668,0.07175916928673268,-0.07175916928673268,0.0,3.1414650072018396e-06,5.892634693075286e-06,False,False
2022-04-12,-0.0010182498135237195,1.026467534550467,-0.009864927828645453,0.0720530876363277,-0.0720530876363277,0.0,1.4695917479751186e-07,5.921919944124884e-06,False,True
2022-04-13,-0.0010142684399235824,1.0254264209255655,-0.010869190583611132,0.0720530876363277,-0.060345276894057394,0.0,5.8539053711351535e-06,4.9699095826813184e-06,False,True
2022-04-14,0.001501852893176725,1.0269664605625717,-0.009383661615759542,0.060345276894057394,-0.06033361896272036,0.0,5.828965668516762e-09,4.9589375670826125e-06,False,False
2022-04-15,-0.0002828634379791195,1.026675969298847,-0.009663870758953919,0.06033361896272036,-0.0602787911943796,0.0,2.741388417037971e-08,4.954468135641081e-06,False,True
2022-04-16,0.0002185932705596194,1.026900393756782,-0.009447389945508866,0.0602787911943796,-0.05920668267638455,0.0,5.36054258997526e-07,4.867220586858657e-06,False,False
2022-04-17,-0.0011060262226892936,1.0257646149931974,-0.010542967107182055,0.0616596389139654,-0.0616596389139654,0.0,1.226478118790425e-06,5.065815393410186e-06,False,True
2022-04-18,0.003302478082404914,1.0291521801519181,-0.0072753069425729455,0.0630238639050121,-0.0630238639050121,0.0,6.821124955233536e-07,5.178875607782633e-06,False,False
2022-04-19,-0.0042279187171763155,1.0248010083866312,-0.011472466253353297,0.06399929606006305,-0.06399929606006305,0.0,4.877160775254713e-07,5.259380984255995e-06,False,True
2022-04-20,0.0007859400357619339,1.0256064405278098,-0.01069554288813046,0.06399929606006305,-0.060905561894183,0.0,1.5468670829400234e-06,5.008585339047473e-06,False,False
2022-04-21,-0.0006987325704005398,1.0248898159034014,-0.011386802134355944,0.060905561894183,-0.057901563458940215,0.0,1.5019992176213935e-06,4.76160452953211e-06,False,True
2022-04-22,0.0029700695610404004,1.027933809949035,-0.008450552167733827,0.058743602192210254,-0.058743602192210254,0.0,4.2101936663501914e-07,4.82752035249907e-06,False,False
2022-04-23,-0.0004806683499271047,1.027439714700772,-0.00892715860469484,0.20262874353016908,0.08489920600668664,0.14583333333333334,7.194257066897942e-05,6.561294761400356e-06,False,True
2022-04-24,-0.0006443452907306524,1.0267776887590943,-0.009565751722819704,0.20262874353016908,0.0875402648260454,1.0,1.3205294096793816e-06,1.6439605129329752e-05,False,True
2022-04-25,-0.0007389146247264167,1.026018987708528,-0.01029759807370112,0.200750085666561,-0.05698611089813314,0.34375,7.226318786208928e-05,8.744961825875984e-06,False,True
2022-04-26,0.0001403399966026786,1.0261629792097786,-0.010158703241975764,0.05698611089813314,-0.05697234699014252,0.0,6.8819539953100806e-09,4.682670440891842e-06,False,False
2022-04-27,-0.0001849596751752891,1.0259731804384673,-0.010341783966698936,0.05697234699014252,-0.05640858356602247,0.0,2.8188171206002324e-07,4.636804611097839e-06,False,True
2022-04-28,-0.0005183456876933779,1.0254413716646968,-0.010854769035271272,0.05681620403743136,-0.05681620403743136,0.0,2.0381023570444427e-07,4.669475999248289e-06,False,True
2022-04-29,0.0006839142050107938,1.0261426855851834,-0.010178278560996401,0.06106916483471787,-0.06106916483471787,0.0,2.1264803986432573e-06,5.015742177513381e-06,False,False
2022-04-30,0.0008664879932225311,1.027031825901575,-0.009320609923939793,0.0612778956374842,-0.0612778956374842,0.0,1.0436540138316492e-07,5.036360659585375e-06,False,False
2022-05-01,7.909099981162626e-06,1.0270399487989688,-0.009312774541595403,0.31122765879015724,-0.061227658790157215,0.010416666666666666,0.00025002511842366353,5.246494418409605e-06,False,False
2022-05-02,-0.0010969685672624907,1.0259133182578124,-0.010399527287912824,0.1834364947731065,-0.1834364947731065,0.0,6.110441799147465e-05,1.4972341320406914e-05,False,True
2022-05-03,0.00028237388896457105,1.026203009391229,-0.010120089953912226,0.18698271260779334,-0.18698271260779334,0.0,1.773108917343419e-06,1.5365405986740987e-05,False,False
2022-05-04,-0.0014452330842557037,1.0247199068508948,-0.011550697149350198,0.18700464751569906,-0.18700464751569906,0.0,1.0967453952862028e-08,1.537022622140343e-05,False,True
2022-05-05,0.006692461544244521,1.0315778054211169,-0.00493553820158632,0.18822148533159583,-0.18822148533159583,0.0,6.084189079483826e-07,1.54692172551518e-05,False,False
2022-05-06,0.003521799053082031,1.035210815159431,-0.0031707242315460737,0.18831649347998206,-0.18831649347998206,0.0,4.7504074193113755e-08,1.5477986614666e-05,False,False
2022-05-07,-0.0003614675653188515,1.0348366200264842,-0.0035310456828959724,0.18831649347998206,-0.18574231957092968,0.0,1.287086954526187e-06,1.526869593554649e-05,False,True
2022-05-08,0.013112207868946069,1.0484056128986712,0.0,0.19602375428793198,-0.19602375428793198,0.0,5.140717358501148e-06,1.6102738850106564e-05,False,False
2022-05-09,0.010603613816324131,1.0595225011407146,-0.0005284631634425718,0.19643476064008816,-0.19643476064008816,0.0,2.0550317607809232e-07,1.6144970903335878e-05,False,False
2022-05-10,0.0006339799495136411,1.0601942171624972,-0.012965650038503584,0.19643476064008816,-0.18569198352237157,0.0,5.371388558858298e-06,1.5271552393206667e-05,False,False
2022-05-11,0.006197989180348973,1.0667652894495385,-0.007627117142103956,0.18569198352237157,-0.17864304776680148,0.0,3.5244678777850426e-06,1.4689025275144275e-05,False,False
2022-05-12,0.023135748961811142,1.0914457033874176,-0.017923012207806233,0.18072728242425065,-0.18072728242425065,0.0,1.0421173287245845e-06,1.4852512738074154e-05,False,False
2022-05-13,-0.012325217478516892,1.0779933977271745,-0.030027324662992183,0.196703476391091,-0.196703476391091,0.0,7.98809698342018e-06,1.6153730770186554e-05,False,True
2022-05-14,0.009034081749248246,1.0877320782073918,-0.021264512219460463,0.196703476391091,-0.14890318532985644,0.0,2.3900145530617283e-05,1.2279542879047477e-05,False,False
2022-05-15,-0.007043876645175362,1.0800702276254985,-0.02815860426364225,0.14890318532985644,-0.140248719332194,0.0,4.327232998831227e-06,1.1534701645452298e-05,False,True
2022-05-16,0.0030347983936718226,1.0833480230173498,-0.02520926155695724,0.140248719332194,-0.13643689452888774,0.0,1.9059124016531232e-06,1.1217254879774426e-05,False,False
2022-05-17,-0.0031019650311558955,1.0799875153333791,-0.02823302834030128,0.13643689452888774,-0.13120795732643586,0.0,2.614468601225939e-06,1.0788692500462582e-05,False,True
2022-05-18,0.006776037469932827,1.0873055512043366,-0.02164829892829301,0.13120795732643586,-0.131173985091926,0.0,1.6986117254938483e-08,1.0781452518030313e-05,False,False
2022-05-19,-0.004579872138707697,1.0823258308041144,-0.026129024625887953,0.131173985091926,-0.13067404828530024,0.0,2.499684033128724e-07,1.0740760763865966e-05,False,True
2022-05-20,0.004048030188749996,1.0867071184412749,-0.022186765517624774,0.13070859444099364,-0.13070859444099364,0.0,1.7273077846699514e-08,1.0743142568647e-05,False,False
2022-05-21,-0.0015511593382574462,1.0850214625465542,-0.023703509647363563,0.13655112068900047,-0.13655112068900047,0.0,2.9212631240034122e-06,1.1218377619774005e-05,False,True
2022-05-22,-0.0017360056043941308,1.083137859206686,-0.025398365826165503,0.13655112068900047,-0.1361060650534128,0.0,2.225278177938328e-07,1.1187180908187685e-05,False,True
2022-05-23,-0.004105377498939133,1.0786911694112502,-0.029399473445531732,0.13621793146944736,-0.13621793146944736,0.0,5.593320801727808e-08,1.119589859131071e-05,False,True
2022-05-24,0.0019369556064496862,1.0807805463194682,-0.027519463313999792,0.13621793146944736,-0.04576640314261405,0.0,4.5225764163416655e-05,3.839063553097416e-06,False,False
2022-05-25,0.00010241883323702794,1.0808912386020062,-0.027419862992087873,0.13504360653101505,-0.13504360653101505,0.0,4.46386016942005e-05,1.102303854759336e-05,False,False
2022-05-26,0.006931498230237754,1.0883834343094574,-0.02067842549365151,0.13504360653101505,-0.13293404590380548,0.0,1.0547803136047863e-06,1.092789209537032e-05,False,False
2022-05-27,0.006804980170255437,1.0957898619975683,-0.014014161598831953,0.13293404590380548,-0.13289231322658787,0.0,2.086633860880205e-08,1.0922691611669224e-05,False,False
2022-05-28,-0.002343343176933743,1.0932220503011032,-0.016324664785802523,0.13289231322658787,-0.13076751854820787,0.0,1.0623973391900022e-06,1.0749834396666381e-05,False,True
2022-05-29,-0.00023398174013011808,1.0929662563034241,-0.016554826852459903,0.13076751854820787,-0.1292495549347646,0.0,7.589818067216397e-07,1.0624550716909969e-05,False,True
2022-05-30,-0.008045304615479254,1.084173009837023,-0.02446694284305473,0.1292495549347646,-0.1286151114326643,0.0,3.172217510501452e-07,1.0571648237189959e-05,False,True
2022-05-31,-0.004997568924742346,1.0787547804940163,-0.029342236534561916,0.1286151114326643,-0.12826170352800598,0.0,1.7670395232916026e-07,1.0542360399480506e-05,False,True
2022-06-01,0.006618095122898904,1.085894082245607,-0.022918331124167968,0.12826170352800598,-0.12139032817507517,0.0,3.4356876764654045e-06,9.983170274109715e-06,False,False
2022-06-02,0.0040001403576797046,1.0902378109881627,-0.019009867307749118,0.12139032817507517,-0.11880336256337229,0.0,1.2934828058514398e-06,9.766874804533769e-06,False,False
2022-06-03,0.0034234273756239553,1.09397016095624,-0.015651518832273448,0.11880336256337229,-0.11745477369028634,0.0,6.742944365429743e-07,9.654971629401178e-06,False,False
2022-06-04,-0.0010555560530709496,1.0928154141309634,-0.016690553829901478,0.11745477369028634,-0.11716302219898274,0.0,1.4587574565180088e-07,9.630087228247985e-06,False,True
2022-06-05,-0.002209757823100622,1.0904005567203827,-0.01886342957110443,0.11746536217883544,-0.11746536217883544,0.0,1.5116998992634883e-07,9.654428449647559e-06,False,True
2022-06-06,-0.004822308931481056,1.0851423083768181,-0.023594773217686327,0.11746536217883544,-0.11735802395629033,0.0,5.3669111272552916e-08,9.645956881871933e-06,False,True
2022-06-07,0.006522812332426575,1.0922204880083366,-0.017225865162984633,0.11735802395629033,-0.11638642408572805,0.0,4.857999352811393e-07,9.566839308305183e-06,False,False
2022-06-08,-0.002245409820336164,1.08976800539859,-0.01943259585652024,0.11638642408572805,-0.1139329921395755,0.0,1.2267159730762756e-06,9.366456059371062e-06,False,True
2022-06-09,0.0009326960415669827,1.0907844277034513,-0.01851802452018636,0.11486079799113558,-0.11486079799113558,0.0,4.6390292578003813e-07,9.439819179193026e-06,False,False
2022-06-10,0.004668946072244218,1.0958772413728441,-0.013935538105789846,0.11595653439691651,-0.11595653439691651,0.0,5.478682028904683e-07,9.529735929536134e-06,False,False
