long_mss_signals,short_mss_signals,hedged_bars,hedged_bar_rate,max_gross_exposure,max_exchange_leverage,one_way_cost,round_trip_cost
136,149,13859,0.08552457003215116,0.6,15.0,0.0005,0.001
