model_family,max_consecutive_flat_days,max_consecutive_losing_days,max_drawdown_abs,cagr,total_return,calmar,positive_day_rate,mean_abs_exposure,turnover,passes_calmar_gate
two_thirds_BOS_one_third_12m,0,9,0.1779532734544763,0.06332362153644833,0.32766409203699687,0.3558440949536546,0.49259039715471253,0.12935057379859655,29.988358060441776,False
EMA_50_200_continuous,0,9,0.2722310442686571,-0.0247937415888676,-0.10942772385577437,-0.0910760991843361,0.4997036158861885,0.18510951790777527,12.161777309191597,False
10_month_price_vs_mean,0,9,0.3263734785494261,-0.05378397428788095,-0.22523351264799552,-0.164792723130951,0.5014819205690575,0.18510951790777527,12.912522917494218,False
60_day_price_channel,0,11,0.29698938679041686,-0.05566439906838416,-0.23231530663699118,-0.1874289168039062,0.4943687018375815,0.18510951790777527,16.054167245676283,False
confirmed_daily_BOS,0,12,0.22948997914675062,0.06210816338513547,0.3206732012104314,0.2706356225925644,0.4914048606994665,0.18510951790777527,36.68875615086859,False
12_calendar_month_momentum,1,9,0.17160448541198214,0.05168945375757228,0.26192384480660813,0.30121271966451235,0.5020746887966805,0.18503298118919004,24.185568028783926,False
majority_BOS_12m_EMA,1,12,0.2621330880648767,0.010127877338206526,0.047614100293889905,0.038636394256721704,0.49318316538233553,0.18503298118919004,29.223276157875503,False
equal_BOS_plus_12m_momentum,60,7,0.15638775771492186,0.06253507185610063,0.3231253360202302,0.39987191305661773,0.2714878482513337,0.10139456502542189,26.53489641320032,False
