timestamp,next_timestamp,raw_core_position,raw_swing_long_position,raw_swing_short_position,core_position,swing_long_position,swing_short_position,long_gross_exposure,short_gross_exposure,gross_exposure,net_exposure,hedged,risk_speed,turnover,price_return,gross_return,trading_cost,carry_cost,net_return,equity_before,equity,drawdown,intrabar_equity_ratio,maintenance_required,maintenance_headroom,liquidated,sweep_long_signal,sweep_short_signal,daily_core_regime
2022-01-01,2022-01-02 00:00:00,-0.1291174442533417,0.0,0.0,-0.1291174442533417,0.0,0.0,0.0,0.1291174442533417,0.1291174442533417,-0.1291174442533417,False,1.0,0.0,-0.0024715689241043837,0.0003191226627763395,0.0,1.105457570662172e-07,0.00031901211701927326,1.0016583491845594,1.001977890335063,-0.003472675138583403,0.9997212189599874,0.0006455872212667085,0.9990756317387207,False,False,False,-1.0
2022-01-02,2022-01-03 00:00:00,-0.12937167740402528,0.0,0.0,-0.12937167740402528,0.0,0.0,0.0,0.12937167740402528,0.12937167740402528,-0.12937167740402528,False,1.0,0.0,0.0024365385227889114,-0.0003152190757527273,0.0,1.1076342243495315e-07,-0.0003153298391751623,1.000477255224002,1.0001617748920137,-0.00527891126570601,0.9991541543960777,0.0006468583870201264,0.9985072960090575,False,False,False,-1.0
2022-01-03,2022-01-04 00:00:00,-0.1306676657565116,0.0,0.0,-0.1306676657565116,0.0,0.0,0.0,0.1306676657565116,0.1306676657565116,-0.1306676657565116,False,1.0,0.0,-0.005559934836302571,0.0007265037068179694,0.0,1.1187300150386265e-07,0.0007263918338164655,0.9991124177932144,0.999838164894564,-0.005600760887506717,0.9999027234062852,0.000653338328782558,0.9992493850775026,False,False,False,-1.0
2022-01-04,2022-01-05 00:00:00,-0.13027753090670016,0.0,0.0,-0.13027753090670016,0.0,0.0,0.0,0.13027753090670016,0.13027753090670016,-0.13027753090670016,False,1.0,0.0,-0.0014132937783954969,0.00018412042389516638,0.0,1.1153898194066795e-07,0.00018400888491322572,0.9973324110776773,0.9975159291025275,-0.007910364167037831,0.999703944440225,0.0006513876545335009,0.9990525567856915,False,False,False,-1.0
2022-01-05,2022-01-06 00:00:00,-0.14566859076374591,0.0,0.0,-0.14566859076374591,0.0,0.0,0.0,0.14566859076374591,0.14566859076374591,-0.14566859076374591,False,1.0,0.0,0.0014182984089365913,-0.00020660153051225627,0.0,1.247162592155359e-07,-0.0002067262467714718,0.9988137320809082,0.9986072510668513,-0.006824978782629332,0.9997000930259735,0.0007283429538187296,0.9989717500721548,False,False,False,-1.0
2022-01-06,2022-01-07 00:00:00,-0.1452387616235241,0.0,0.0,-0.1452387616235241,0.0,0.0,0.0,0.1452387616235241,0.1452387616235241,-0.1452387616235241,False,1.0,0.0,0.001853053998229548,-0.00026913526792437956,0.0,1.2434825481466103e-07,-0.0002692596161791942,1.0158595212970973,1.0155859913523009,-0.003836921357461609,0.9993218947698083,0.0007261938081176204,0.9985957009616906,False,False,False,-1.0
2022-01-07,2022-01-08 00:00:00,-0.14556893147261146,0.0,0.0,-0.14556893147261146,0.0,0.0,0.0,0.14556893147261146,0.14556893147261146,-0.14556893147261146,False,1.0,0.0,-0.00270073155429007,0.00039314260655237064,0.0,1.2463093447997556e-07,0.0003930179756178907,1.0269116846559432,1.0273152794073852,-0.0007636093043876802,0.9996832286706278,0.0007278446573630573,0.9989553840132647,False,False,False,-1.0
2022-01-08,2022-01-09 00:00:00,-0.1324214845517906,0.0,0.0,-0.1324214845517906,0.0,0.0,0.0,0.1324214845517906,0.1324214845517906,-0.1324214845517906,False,1.0,0.0,0.0006044571594943093,-8.00431144081949e-05,0.0,1.1337455869160152e-07,-8.015648896688651e-05,1.0260118864478884,1.0259296449374324,-0.0021113711982609917,0.9996709136159625,0.000662107422758953,0.9990088061932035,False,False,False,-1.0
2022-01-09,2022-01-10 00:00:00,-0.12609376167430128,0.0,0.0,-0.12609376167430128,0.0,0.0,0.0,0.12609376167430128,0.12609376167430128,-0.12609376167430128,False,1.0,0.0,0.002203170494985418,-0.0002778060553225437,0.0,1.0795698773484698e-07,-0.00027791401231027854,1.0286603024785492,1.028374423366583,-0.003772509357363174,0.9996107188025164,0.0006304688083715064,0.9989802499941449,False,False,False,-1.0
2022-01-10,2022-01-11 00:00:00,-0.12726844268331441,0.0,0.0,-0.12726844268331441,0.0,0.0,0.0,0.12726844268331441,0.12726844268331441,-0.12726844268331441,False,1.0,0.0,-0.00418057984841258,0.0005320558868207157,0.0,1.0896270777681028e-07,0.0005319469241129389,1.0316099366905973,1.0321586984233042,-0.002535602033927664,0.9999657416499448,0.0006363422134165721,0.9993293994365282,False,False,False,-1.0
2022-01-11,2022-01-12 00:00:00,-0.1286950931525053,0.0,0.0,-0.1286950931525053,0.0,0.0,0.0,0.1286950931525053,0.1286950931525053,-0.1286950931525053,False,1.0,0.0,0.006851075863132605,-0.0008816998464007313,0.0,1.1018415509632302e-07,-0.0008818100305558276,1.0274268224472205,1.0265208271695243,-0.007983965608785115,0.9989291952087476,0.0006434754657625265,0.9982857197429851,False,False,False,-1.0
