sleeve,entry_time,exit_time,side,bars,days,gross_price_contribution,max_abs_exposure,min_maintenance_headroom
90d,2024-11-06 04:00:00,2025-02-06 04:00:00,LONG,552,92.0,0.010273471369113298,0.04765552952209254,0.9913659447596714
90d,2025-02-06 04:00:00,2025-05-14 04:00:00,SHORT,582,97.0,-0.0036891909066095845,0.05057410163398433,0.9899516958231311
90d,2025-05-14 04:00:00,2025-05-15 04:00:00,LONG,6,1.0,-0.000940418945501047,0.028899278441319107,0.9973637231879552
90d,2025-05-15 04:00:00,2025-05-27 04:00:00,SHORT,72,12.0,0.0006128642919025437,0.029347574342556974,0.9984305705930316
90d,2025-05-27 04:00:00,2025-11-05 04:00:00,LONG,972,162.0,0.010833638847413344,0.09598824669011348,0.9847555847871969
90d,2025-11-05 04:00:00,2026-05-04 04:00:00,SHORT,1080,180.0,0.008410642075280186,0.07539124449221239,0.9864458490931645
90d,2026-05-04 04:00:00,2026-06-01 04:00:00,LONG,168,28.0,-0.007402848352693373,0.052174949113453696,0.9961946842007707
90d,2026-06-01 04:00:00,2026-06-02 04:00:00,SHORT,6,1.0,-0.00014596632066473866,0.05249252212651337,0.995986205937723
90d,2026-06-02 04:00:00,2026-06-03 04:00:00,LONG,6,1.0,-0.0023862826968978172,0.051179980169497576,0.9984242446326983
90d,2026-06-03 04:00:00,2026-08-15 20:00:00,SHORT,442,73.66666666666667,-0.0005546005936789018,0.1152775757987613,0.9814119215570367
