sleeve,entry_time,exit_time,side,bars,days,gross_price_contribution,max_abs_exposure,min_maintenance_headroom
7d,2026-07-15 04:00:00,2026-07-24 04:00:00,LONG,54,9.0,-4.9348810118653424e-05,0.079300352090363,0.9970474202076072
7d,2026-07-24 04:00:00,2026-07-25 04:00:00,SHORT,6,1.0,0.0005034408816864826,0.0802864702288757,0.9975352539127268
7d,2026-07-25 04:00:00,2026-07-29 04:00:00,LONG,24,4.0,0.002922339728412231,0.09434624805998347,0.995395669833447
7d,2026-07-29 04:00:00,2026-07-31 04:00:00,SHORT,12,2.0,-0.00012681399932192518,0.08985851303625608,0.9965029762244721
7d,2026-07-31 04:00:00,2026-08-02 04:00:00,LONG,12,2.0,-0.0042149796143481875,0.09389511067709753,0.996155304647174
7d,2026-08-02 04:00:00,2026-08-06 04:00:00,SHORT,24,4.0,-0.004273457066363488,0.09849596223614192,0.9956407297187816
7d,2026-08-06 04:00:00,2026-08-07 04:00:00,LONG,6,1.0,-0.00035623978473846887,0.09753401316707479,0.9977272908912161
7d,2026-08-07 04:00:00,2026-08-08 04:00:00,SHORT,6,1.0,-0.0004599381477960547,0.09868147303638512,0.9970489571198894
7d,2026-08-08 04:00:00,2026-08-13 04:00:00,LONG,30,5.0,-0.002070537284579224,0.10395141605220277,0.9957629951537746
7d,2026-08-13 04:00:00,2026-08-15 20:00:00,SHORT,16,2.6666666666666665,4.919954428491118e-05,0.1152775757987613,0.9974375422641502
30d,2022-01-01 00:00:00,2022-02-08 04:00:00,SHORT,229,38.166666666666664,0.012776055133863276,0.06422201331289805,0.9883900916671549
30d,2022-02-08 04:00:00,2022-02-09 04:00:00,LONG,6,1.0,-0.001608943548810022,0.043746806848345705,0.9979621061083521
30d,2022-02-09 04:00:00,2022-02-10 04:00:00,SHORT,6,1.0,-0.0027581367259348847,0.04401271565622624,0.9980418313099982
30d,2022-02-10 04:00:00,2022-02-11 04:00:00,LONG,6,1.0,-0.0017128201108009386,0.044120394709965566,0.9971192064373294
30d,2022-02-11 04:00:00,2022-02-22 04:00:00,SHORT,66,11.0,0.006488031404537464,0.04501352359651104,0.9930064493191502
30d,2022-02-22 04:00:00,2022-03-05 04:00:00,LONG,66,11.0,9.551275332727596e-05,0.05035145388317177,0.9955252782259089
30d,2022-03-05 04:00:00,2022-03-06 04:00:00,SHORT,6,1.0,-0.0008902508564670188,0.044812871181197166,0.9970371502170581
30d,2022-03-06 04:00:00,2022-03-07 04:00:00,LONG,6,1.0,-0.0010696919562107046,0.04504699979429566,0.9986157527967668
30d,2022-03-07 04:00:00,2022-03-20 04:00:00,SHORT,78,13.0,-0.00585612830011216,0.04657765014938184,0.9919808058180637
30d,2022-03-20 04:00:00,2022-04-23 04:00:00,LONG,204,34.0,-0.0017207031026548556,0.07452215804798429,0.9921989254328728
30d,2022-04-23 04:00:00,2022-07-16 04:00:00,SHORT,504,84.0,0.041343309054614114,0.07362985760989309,0.9845975016198534
30d,2022-07-16 04:00:00,2022-08-21 04:00:00,LONG,216,36.0,0.00847972456302241,0.045952623282702824,0.9959449396053981
30d,2022-08-21 04:00:00,2022-08-22 04:00:00,SHORT,6,1.0,-0.0016913630046378116,0.04507647405820601,0.9954884632134007
30d,2022-08-22 04:00:00,2022-08-27 04:00:00,LONG,30,5.0,-0.001834342165594142,0.04800155827041338,0.9970082515804605
30d,2022-08-27 04:00:00,2022-10-24 04:00:00,SHORT,348,58.0,0.004840860052270338,0.08865722066657365,0.989959436834352
30d,2022-10-24 04:00:00,2022-11-09 04:00:00,LONG,96,16.0,0.0028230785324546083,0.09166054427268022,0.9857256896984965
30d,2022-11-09 04:00:00,2022-11-11 04:00:00,SHORT,12,2.0,0.0005613921947255779,0.05884981039566012,0.9775177409063848
30d,2022-11-11 04:00:00,2022-11-12 04:00:00,LONG,6,1.0,-0.0004787501413232891,0.04456500444945943,0.9974544576952267
30d,2022-11-12 04:00:00,2022-12-10 04:00:00,SHORT,168,28.0,-0.00015778946072345914,0.0477665947359876,0.9919023573370138
30d,2022-12-10 04:00:00,2022-12-11 04:00:00,LONG,6,1.0,0.00011651927558534251,0.05052714748612499,0.9986914930435131
30d,2022-12-11 04:00:00,2022-12-14 04:00:00,SHORT,18,3.0,-0.002590126116166301,0.07190762016204864,0.9954965457264389
30d,2022-12-14 04:00:00,2022-12-17 04:00:00,LONG,18,3.0,-0.006715021439745506,0.076241806995223,0.9969653190051748
30d,2022-12-17 04:00:00,2022-12-21 04:00:00,SHORT,24,4.0,-0.0008632142572438835,0.07400372247386779,0.9930450657246358
30d,2022-12-21 04:00:00,2022-12-28 04:00:00,LONG,42,7.0,-0.0002507332259339818,0.08793373410251931,0.9955499445215131
30d,2022-12-28 04:00:00,2022-12-29 04:00:00,SHORT,6,1.0,0.0012986102302050542,0.0878273462684947,0.995607500899951
30d,2022-12-29 04:00:00,2022-12-30 04:00:00,LONG,6,1.0,0.00041953276573366405,0.08910260506806737,0.9979958748229028
30d,2022-12-30 04:00:00,2023-01-05 04:00:00,SHORT,36,6.0,-0.0044589859227164245,0.10108695188873605,0.9871439077144301
30d,2023-01-05 04:00:00,2023-01-08 04:00:00,LONG,18,3.0,0.00041470865742269095,0.052226694703133375,0.9987322942990539
30d,2023-01-08 04:00:00,2023-01-10 04:00:00,SHORT,12,2.0,-0.0027528342913212744,0.054120680452622166,0.9977643655199947
30d,2023-01-10 04:00:00,2023-02-14 04:00:00,LONG,210,35.0,0.012605289511421845,0.10506674440185342,0.9829867714270583
30d,2023-02-14 04:00:00,2023-02-15 04:00:00,SHORT,6,1.0,-0.0036630553505730967,0.07964307232642007,0.9955330027591321
30d,2023-02-15 04:00:00,2023-02-23 04:00:00,LONG,48,8.0,0.003127078742219784,0.07928314339657226,0.9883964823797107
30d,2023-02-23 04:00:00,2023-02-24 04:00:00,SHORT,6,1.0,-0.0008843264639886709,0.03832027756196889,0.9985871182985966
30d,2023-02-24 04:00:00,2023-02-26 04:00:00,LONG,12,2.0,-0.0015911832128856847,0.03868606099947578,0.9983471924192718
30d,2023-02-26 04:00:00,2023-02-27 04:00:00,SHORT,6,1.0,-0.0012081864194086077,0.03967290722322275,0.9986106985277449
30d,2023-02-27 04:00:00,2023-03-01 04:00:00,LONG,12,2.0,-0.00013024333800005876,0.040434448315917505,0.9986753405773718
30d,2023-03-01 04:00:00,2023-03-02 04:00:00,SHORT,6,1.0,-0.0001975613463022877,0.04110109295404383,0.998479854149274
30d,2023-03-02 04:00:00,2023-03-04 04:00:00,LONG,12,2.0,-0.0017093410449928717,0.041586006966739864,0.996183795418141
30d,2023-03-04 04:00:00,2023-03-14 04:00:00,SHORT,60,10.0,-0.0026352239677662655,0.04074294491548889,0.9966363491897217
30d,2023-03-14 04:00:00,2023-05-02 04:00:00,LONG,294,49.0,0.0011918779544066323,0.07457160338026463,0.9921173315310295
30d,2023-05-02 04:00:00,2023-05-03 04:00:00,SHORT,6,1.0,-0.001150122457270827,0.03805651651193206,0.998694258581783
30d,2023-05-03 04:00:00,2023-05-09 04:00:00,LONG,36,6.0,-0.0006798060608022865,0.03855322872418461,0.994446803638793
30d,2023-05-09 04:00:00,2023-05-24 04:00:00,SHORT,90,15.0,-0.0007448321920858137,0.04506674221118395,0.9977732134885733
30d,2023-05-24 04:00:00,2023-05-25 04:00:00,LONG,6,1.0,-0.0014360433948065422,0.04435029930910973,0.9962666264445299
30d,2023-05-25 04:00:00,2023-05-27 04:00:00,SHORT,12,2.0,-0.001057318938211786,0.044341827712329106,0.9986461334606427
30d,2023-05-27 04:00:00,2023-05-28 04:00:00,LONG,6,1.0,-0.000276547808794048,0.05456671586079336,0.9978630847449332
30d,2023-05-28 04:00:00,2023-05-31 04:00:00,SHORT,18,3.0,-0.0025157475151923203,0.05741231426138898,0.9985627973877442
30d,2023-05-31 04:00:00,2023-06-05 04:00:00,LONG,30,5.0,-1.7537669761682128e-05,0.0570194758952381,0.9957414193462971
30d,2023-06-05 04:00:00,2023-06-08 04:00:00,SHORT,18,3.0,0.0015714777517292573,0.06140283376724768,0.9971415156727016
30d,2023-06-08 04:00:00,2023-06-09 04:00:00,LONG,6,1.0,-8.683031206726714e-05,0.06062684002021335,0.9980199220724822
30d,2023-06-09 04:00:00,2023-06-22 04:00:00,SHORT,78,13.0,-0.00012494055295003107,0.06160349895585173,0.9939740385111985
30d,2023-06-22 04:00:00,2023-06-29 04:00:00,LONG,42,7.0,-0.0011588185850422692,0.04683461871874046,0.9953643860472469
30d,2023-06-29 04:00:00,2023-07-01 04:00:00,SHORT,12,2.0,-0.0023768616236767683,0.04619876766545899,0.9969350996139515
30d,2023-07-01 04:00:00,2023-07-07 04:00:00,LONG,36,6.0,-0.0009161923374338536,0.04414701997727392,0.9956931649235974
30d,2023-07-07 04:00:00,2023-07-08 04:00:00,SHORT,6,1.0,0.0005012642631340535,0.045042063459670344,0.9983198260935152
30d,2023-07-08 04:00:00,2023-07-09 04:00:00,LONG,6,1.0,-0.0004137528020305368,0.04474980529125764,0.9989329324984324
30d,2023-07-09 04:00:00,2023-07-10 04:00:00,SHORT,6,1.0,-0.0005207894652321571,0.044881170516526105,0.9977993616748594
30d,2023-07-10 04:00:00,2023-07-23 04:00:00,LONG,78,13.0,0.0006287752369906905,0.04988377609360078,0.9968856911846266
30d,2023-07-23 04:00:00,2023-07-27 04:00:00,SHORT,24,4.0,0.0003660686522916976,0.052589741642935096,0.9983999886180791
30d,2023-07-27 04:00:00,2023-07-28 04:00:00,LONG,6,1.0,-0.00035156833684970955,0.053634406951091014,0.9986630409889637
30d,2023-07-28 04:00:00,2023-07-29 04:00:00,SHORT,6,1.0,-0.00037484181178015134,0.05410079850315064,0.9977336199943072
30d,2023-07-29 04:00:00,2023-07-31 04:00:00,LONG,12,2.0,-0.0003395426477582171,0.05593232722766753,0.9988811046498499
30d,2023-07-31 04:00:00,2023-10-01 04:00:00,SHORT,372,62.0,0.008651997883090989,0.10416620746426546,0.9854969906866131
30d,2023-10-01 04:00:00,2023-10-06 04:00:00,LONG,30,5.0,-0.001202454210774456,0.036862696905150344,0.9981153503978213
30d,2023-10-06 04:00:00,2023-10-07 04:00:00,SHORT,6,1.0,-0.0005810343916976384,0.03221660760751733,0.9986165018239198
30d,2023-10-07 04:00:00,2023-10-08 04:00:00,LONG,6,1.0,-0.0002998069698864729,0.032125675944472,0.9991565881013049
30d,2023-10-08 04:00:00,2023-10-09 04:00:00,SHORT,6,1.0,-9.628599991387646e-05,0.03219192834048542,0.9983270221135898
30d,2023-10-09 04:00:00,2023-10-10 04:00:00,LONG,6,1.0,-0.0010802648370142165,0.03227585247997058,0.9993692124271834
30d,2023-10-10 04:00:00,2023-10-12 04:00:00,SHORT,12,2.0,0.00036616994702553726,0.03144080066409868,0.9982051728009738
30d,2023-10-12 04:00:00,2023-10-13 04:00:00,LONG,6,1.0,-0.0006540141801314929,0.03220315288701291,0.9993417557730685
30d,2023-10-13 04:00:00,2023-10-22 04:00:00,SHORT,54,9.0,-0.002266012493116756,0.03462403841624364,0.9954086815585524
30d,2023-10-22 04:00:00,2024-01-04 04:00:00,LONG,444,74.0,0.0046946707741659655,0.05180815031073154,0.9860363406200342
30d,2024-01-04 04:00:00,2024-01-05 04:00:00,SHORT,6,1.0,-0.0006222928709065256,0.020326619343701127,0.9991602064337163
30d,2024-01-05 04:00:00,2024-01-06 04:00:00,LONG,6,1.0,-0.0003589856733762159,0.020409401482905223,0.9991847098954791
30d,2024-01-06 04:00:00,2024-01-11 04:00:00,SHORT,30,5.0,-0.002180702785375371,0.021319104064160696,0.9987466003501446
30d,2024-01-11 04:00:00,2024-01-24 04:00:00,LONG,78,13.0,-0.0022974784894519984,0.02039575919417709,0.9968663373747959
30d,2024-01-24 04:00:00,2024-01-26 04:00:00,SHORT,12,2.0,-0.0002921615183346089,0.018587507836511277,0.9991699213667949
30d,2024-01-26 04:00:00,2024-01-27 04:00:00,LONG,6,1.0,0.0003274985715627661,0.018081084983290287,0.9995061210209333
30d,2024-01-27 04:00:00,2024-01-31 04:00:00,SHORT,24,4.0,-0.0009572270539163259,0.01891359268195922,0.9993836510164654
30d,2024-01-31 04:00:00,2024-02-01 04:00:00,LONG,6,1.0,-0.00040341320773596903,0.018771597736879,0.998260464002927
30d,2024-02-01 04:00:00,2024-02-03 04:00:00,SHORT,12,2.0,0.000169086622090732,0.018608578362164934,0.9992177680295384
30d,2024-02-03 04:00:00,2024-02-11 04:00:00,LONG,48,8.0,0.0016492326717513972,0.02098276014724051,0.9986889963170469
30d,2024-02-11 04:00:00,2024-02-13 04:00:00,SHORT,12,2.0,-0.0010624630670849526,0.02332890850384176,0.9993690217508927
30d,2024-02-13 04:00:00,2024-04-03 04:00:00,LONG,300,50.0,0.009525465260331809,0.049173825079740385,0.9778394963849608
30d,2024-04-03 04:00:00,2024-05-18 04:00:00,SHORT,270,45.0,0.0007765341095596062,0.03558510450761172,0.9962058380280636
30d,2024-05-18 04:00:00,2024-05-20 04:00:00,LONG,12,2.0,-0.0002365163187447165,0.03632093318532285,0.9980127262347718
30d,2024-05-20 04:00:00,2024-05-21 04:00:00,SHORT,6,1.0,-0.0045495354003344335,0.03789890580909919,0.9991403035846197
30d,2024-05-21 04:00:00,2024-06-21 04:00:00,LONG,186,31.0,0.0011377156028523814,0.03766096448740974,0.9933991231443445
30d,2024-06-21 04:00:00,2024-07-23 04:00:00,SHORT,192,32.0,0.0010516973704978137,0.04958114881980382,0.9917758510818203
30d,2024-07-23 04:00:00,2024-07-24 04:00:00,LONG,6,1.0,-0.00046497935036842624,0.040668304013863,0.9963943881081545
30d,2024-07-24 04:00:00,2024-07-25 04:00:00,SHORT,6,1.0,0.0010864599632496026,0.03974403722396869,0.9987927209735774
30d,2024-07-25 04:00:00,2024-07-26 04:00:00,LONG,6,1.0,-0.002902265317383727,0.0399616486594559,0.9971988693925826
30d,2024-07-26 04:00:00,2024-09-05 04:00:00,SHORT,246,41.0,0.00775799299293634,0.037903614378322646,0.9911355554275734
30d,2024-09-05 04:00:00,2024-09-06 04:00:00,LONG,6,1.0,-0.0010978146351921553,0.029972516579499328,0.9992215378365552
30d,2024-09-06 04:00:00,2024-09-27 04:00:00,SHORT,126,21.0,-0.0043259487767654215,0.03628552609144523,0.9954702707035897
30d,2024-09-27 04:00:00,2024-10-02 04:00:00,LONG,30,5.0,-0.0024604402446180263,0.03933399153956632,0.9985574144793796
30d,2024-10-02 04:00:00,2024-10-06 04:00:00,SHORT,24,4.0,0.0013607300659457151,0.03858399554775197,0.9970372805250626
30d,2024-10-06 04:00:00,2024-10-11 04:00:00,LONG,30,5.0,-0.0005449979151997142,0.042470341543391965,0.998037710627923
30d,2024-10-11 04:00:00,2024-10-12 04:00:00,SHORT,6,1.0,-0.0016397874885716512,0.042587397488452715,0.9987153836322699
30d,2024-10-12 04:00:00,2024-10-24 04:00:00,LONG,72,12.0,0.000977521261828235,0.04516839498725467,0.9975893057292593
30d,2024-10-24 04:00:00,2024-10-31 04:00:00,SHORT,42,7.0,-0.0025331389463919074,0.047161382702144206,0.9947968295408344
30d,2024-10-31 04:00:00,2024-11-06 04:00:00,LONG,36,6.0,-0.004419508579249557,0.048602434305535756,0.9977183765136242
30d,2024-11-06 04:00:00,2024-11-07 04:00:00,SHORT,6,1.0,-0.00535299437236008,0.04765552952209254,0.9950216831490802
30d,2024-11-07 04:00:00,2024-12-23 04:00:00,LONG,276,46.0,0.008252639197727618,0.04232070854498234,0.9913659447596714
30d,2024-12-23 04:00:00,2024-12-25 04:00:00,SHORT,12,2.0,-0.0017413209573846858,0.02619044126718381,0.998600129352877
30d,2024-12-25 04:00:00,2024-12-28 04:00:00,LONG,18,3.0,-0.0008228741112414135,0.02644766979183585,0.9987366710733233
30d,2024-12-28 04:00:00,2025-01-22 04:00:00,SHORT,150,25.0,-0.00013951736674181338,0.02983285930950975,0.9971919408290063
30d,2025-01-22 04:00:00,2025-01-23 04:00:00,LONG,6,1.0,-0.0005960247030242446,0.028374520452308233,0.9980194990424819
30d,2025-01-23 04:00:00,2025-01-26 04:00:00,SHORT,18,3.0,-0.0007473633442174867,0.028980206586511348,0.9982496045776348
30d,2025-01-26 04:00:00,2025-01-27 04:00:00,LONG,6,1.0,-6.684025848361421e-06,0.02816580579145206,0.9983859426299421
30d,2025-01-27 04:00:00,2025-04-30 04:00:00,SHORT,558,93.0,0.012336300830828052,0.05057410163398433,0.9899516958231311
30d,2025-04-30 04:00:00,2025-05-01 04:00:00,LONG,6,1.0,-0.0004328053849961497,0.023263834723823703,0.9985667066547457
30d,2025-05-01 04:00:00,2025-05-04 04:00:00,SHORT,18,3.0,-0.0006654830871497852,0.023232886070826266,0.9977767243594664
30d,2025-05-04 04:00:00,2025-06-14 04:00:00,LONG,246,41.0,0.009785632667699011,0.031379904823514444,0.9923618068389954
30d,2025-06-14 04:00:00,2025-06-17 04:00:00,SHORT,18,3.0,-0.0015328736090264169,0.02937947780415491,0.9990026532780535
30d,2025-06-17 04:00:00,2025-06-19 04:00:00,LONG,12,2.0,-0.0018779339313892442,0.0303564583327165,0.9953485292633623
30d,2025-06-19 04:00:00,2025-06-20 04:00:00,SHORT,6,1.0,-0.00016625289505960904,0.032301797597313046,0.9988861268001427
30d,2025-06-20 04:00:00,2025-06-21 04:00:00,LONG,6,1.0,-0.0011548398079474298,0.032296439339214146,0.9978305616974565
30d,2025-06-21 04:00:00,2025-07-03 04:00:00,SHORT,72,12.0,-0.0024915868989438387,0.03230020206031851,0.997817653009395
30d,2025-07-03 04:00:00,2025-07-04 04:00:00,LONG,6,1.0,-0.00021205288935169993,0.030369515118104633,0.9982207051940046
30d,2025-07-04 04:00:00,2025-07-07 04:00:00,SHORT,18,3.0,0.000513711117123242,0.030856007816281537,0.9989121630771534
30d,2025-07-07 04:00:00,2025-09-12 04:00:00,LONG,402,67.0,0.023369770104712282,0.07057063268688717,0.9881835983000243
30d,2025-09-12 04:00:00,2025-09-14 04:00:00,SHORT,12,2.0,-0.003008803957306347,0.061950058593024104,0.9980440748839722
30d,2025-09-14 04:00:00,2025-09-22 04:00:00,LONG,48,8.0,-0.00204072144897571,0.07006025908110652,0.9947214001263295
30d,2025-09-22 04:00:00,2025-10-03 04:00:00,SHORT,66,11.0,-0.0008145188256342053,0.09103395268505178,0.9959063818126682
30d,2025-10-03 04:00:00,2025-10-11 04:00:00,LONG,48,8.0,-0.008775947505739559,0.09598824669011348,0.9847555847871969
30d,2025-10-11 04:00:00,2025-10-26 04:00:00,SHORT,90,15.0,-6.941324679666686e-05,0.04026558999580881,0.996838738185229
30d,2025-10-26 04:00:00,2025-10-30 04:00:00,LONG,24,4.0,-0.0008142241139613329,0.06095084422221619,0.9942282822832177
30d,2025-10-30 04:00:00,2025-12-20 04:00:00,SHORT,306,51.0,0.004682628253913671,0.05268758862846288,0.9913995886631181
30d,2025-12-20 04:00:00,2025-12-25 04:00:00,LONG,30,5.0,-0.00035074938812433153,0.028511069276089675,0.9988309149618237
30d,2025-12-25 04:00:00,2025-12-26 04:00:00,SHORT,6,1.0,-0.00010402416238759716,0.029164783802256542,0.9990910689643727
30d,2025-12-26 04:00:00,2025-12-27 04:00:00,LONG,6,1.0,-0.0002852318225702393,0.029213515741975365,0.9988698281872785
30d,2025-12-27 04:00:00,2026-01-01 04:00:00,SHORT,30,5.0,-0.0004778725573345825,0.02963837084472684,0.9965737810120717
30d,2026-01-01 04:00:00,2026-01-02 04:00:00,LONG,6,1.0,0.00024794488042480267,0.030887966669336634,0.9994036845472141
30d,2026-01-02 04:00:00,2026-01-05 04:00:00,SHORT,18,3.0,-0.0014929489724994501,0.033669061188764574,0.9988059338487527
30d,2026-01-05 04:00:00,2026-01-09 04:00:00,LONG,24,4.0,-0.00021375088560027835,0.03466631367708412,0.9985528009468541
30d,2026-01-09 04:00:00,2026-01-12 04:00:00,SHORT,18,3.0,-0.00018445604283034279,0.038341663793594105,0.9983402268966313
30d,2026-01-12 04:00:00,2026-01-25 04:00:00,LONG,78,13.0,-0.00342507925844505,0.05415428719196393,0.9970525444709257
30d,2026-01-25 04:00:00,2026-01-28 04:00:00,SHORT,18,3.0,-0.00041084035882120196,0.04801234674765656,0.995195473447476
30d,2026-01-28 04:00:00,2026-01-30 04:00:00,LONG,12,2.0,-0.0029549901611655113,0.0472619164320748,0.9984256990460991
30d,2026-01-30 04:00:00,2026-03-08 04:00:00,SHORT,222,37.0,0.01061633351687226,0.07539124449221239,0.9864458490931645
30d,2026-03-08 04:00:00,2026-03-09 04:00:00,LONG,6,1.0,0.0001305002254257954,0.026660855424862368,0.9991341123407621
30d,2026-03-09 04:00:00,2026-03-13 04:00:00,SHORT,24,4.0,-0.0015444561531425172,0.029383571483493177,0.9968605283759228
30d,2026-03-13 04:00:00,2026-03-28 04:00:00,LONG,90,15.0,-0.0014159639360417633,0.06211454293909321,0.9972727931870835
30d,2026-03-28 04:00:00,2026-03-30 04:00:00,SHORT,12,2.0,-8.275053901863525e-05,0.031222808889771567,0.9968299138792235
30d,2026-03-30 04:00:00,2026-04-04 04:00:00,LONG,30,5.0,0.0009002586715175673,0.033954598397958995,0.9984194824389402
30d,2026-04-04 04:00:00,2026-04-06 04:00:00,SHORT,12,2.0,-0.00016090723749592588,0.03624923675417843,0.9989452947201501
30d,2026-04-06 04:00:00,2026-05-14 04:00:00,LONG,228,38.0,0.003077512094147907,0.06908973107740983,0.9961946842007707
30d,2026-05-14 04:00:00,2026-07-05 04:00:00,SHORT,312,52.0,0.011810559207932213,0.09353949585391393,0.9814119215570367
30d,2026-07-05 04:00:00,2026-08-15 04:00:00,LONG,246,41.0,0.004218151760267586,0.11091462809712412,0.9952438191929143
30d,2026-08-15 04:00:00,2026-08-15 20:00:00,SHORT,4,0.6666666666666666,8.757620977710513e-05,0.1152775757987613,0.9974375422641502
90d,2022-01-01 00:00:00,2022-01-07 04:00:00,LONG,37,6.166666666666667,-0.005032788670353005,0.05618085879564779,0.996452526795922
90d,2022-01-07 04:00:00,2022-04-08 04:00:00,SHORT,546,91.0,0.004945620736993072,0.06665701614728846,0.9883900916671549
90d,2022-04-08 04:00:00,2022-04-12 04:00:00,LONG,24,4.0,-0.005010099018797226,0.07401028138775478,0.9953301061858478
90d,2022-04-12 04:00:00,2022-04-22 04:00:00,SHORT,60,10.0,-0.0008208922787689376,0.07452215804798429,0.9957888213161884
90d,2022-04-22 04:00:00,2022-05-06 04:00:00,LONG,84,14.0,-0.006290673972770865,0.07362985760989309,0.9921989254328728
90d,2022-05-06 04:00:00,2022-09-10 04:00:00,SHORT,762,127.0,0.022815805765906493,0.06329955385401694,0.9845975016198534
90d,2022-09-10 04:00:00,2022-10-15 04:00:00,LONG,210,35.0,-0.012485689110220553,0.06038368325911297,0.9945014642525865
90d,2022-10-15 04:00:00,2023-01-10 04:00:00,SHORT,522,87.0,-0.00742842671785221,0.10108695188873605,0.9775177409063848
90d,2023-01-10 04:00:00,2023-01-26 04:00:00,LONG,96,16.0,0.01506872776094034,0.10506674440185342,0.9829867714270583
90d,2023-01-26 04:00:00,2023-01-27 04:00:00,SHORT,6,1.0,-0.0022549329561536175,0.08229296197258663,0.9976122533291059
90d,2023-01-27 04:00:00,2023-01-28 04:00:00,LONG,6,1.0,0.0003427483076968482,0.08029728567869213,0.9913779606168527
90d,2023-01-28 04:00:00,2023-01-30 04:00:00,SHORT,12,2.0,-0.0022253537801401988,0.07856420557150891,0.9962842659270795
90d,2023-01-30 04:00:00,2023-01-31 04:00:00,LONG,6,1.0,-0.004772557491841165,0.07690517396339433,0.9907935315068637
90d,2023-01-31 04:00:00,2023-02-01 04:00:00,SHORT,6,1.0,-0.0020374961522410277,0.07452382392068017,0.9976861936606466
90d,2023-02-01 04:00:00,2023-06-16 04:00:00,LONG,810,135.0,0.000534682724506557,0.07964307232642007,0.9883964823797107
90d,2023-06-16 04:00:00,2023-06-21 04:00:00,SHORT,30,5.0,-0.0032922568479136654,0.04978224871002681,0.9939740385111985
90d,2023-06-21 04:00:00,2023-07-09 04:00:00,LONG,108,18.0,0.0020097434162432318,0.047463439557077554,0.9953643860472469
90d,2023-07-09 04:00:00,2023-07-11 04:00:00,SHORT,12,2.0,-0.0012752056631143067,0.044881170516526105,0.9977993616748594
90d,2023-07-11 04:00:00,2023-07-12 04:00:00,LONG,6,1.0,-0.0006550357753188149,0.04923042756625088,0.998350599038812
90d,2023-07-12 04:00:00,2023-07-21 04:00:00,SHORT,54,9.0,-0.0005561528811796445,0.04942264574132593,0.9968856911846266
90d,2023-07-21 04:00:00,2023-07-27 04:00:00,LONG,36,6.0,-0.0003928267190439867,0.052589741642935096,0.9983999886180791
90d,2023-07-27 04:00:00,2023-07-31 04:00:00,SHORT,24,4.0,0.0003162691728277752,0.05593232722766753,0.9977336199943072
90d,2023-07-31 04:00:00,2023-08-01 04:00:00,LONG,6,1.0,-0.0001795759009575586,0.06264453771158547,0.9985167242850546
90d,2023-08-01 04:00:00,2023-08-07 04:00:00,SHORT,36,6.0,0.0008364458002768754,0.06371130576855262,0.9964274466502264
90d,2023-08-07 04:00:00,2023-08-08 04:00:00,LONG,6,1.0,-0.00020875998296949355,0.06600243899927451,0.9983989564100937
90d,2023-08-08 04:00:00,2023-08-09 04:00:00,SHORT,6,1.0,-0.0011937864305367743,0.06584084203353437,0.9959106031089338
90d,2023-08-09 04:00:00,2023-08-18 04:00:00,LONG,54,9.0,-0.005279700890958516,0.10416620746426546,0.9972207220586161
90d,2023-08-18 04:00:00,2023-11-05 04:00:00,SHORT,474,79.0,0.00029368768733481574,0.09451765047503537,0.9854969906866131
90d,2023-11-05 04:00:00,2024-06-05 04:00:00,LONG,1278,213.0,0.02131763389546394,0.05180815031073154,0.9778394963849608
90d,2024-06-05 04:00:00,2024-06-06 04:00:00,SHORT,6,1.0,-0.0006462496347649431,0.032443551792504764,0.9989709487125461
90d,2024-06-06 04:00:00,2024-06-07 04:00:00,LONG,6,1.0,-0.0007292225287380064,0.0327255607966629,0.9980159295770037
90d,2024-06-07 04:00:00,2024-06-17 04:00:00,SHORT,60,10.0,0.0016440507620044391,0.03341631089192424,0.9974847280502883
90d,2024-06-17 04:00:00,2024-06-24 04:00:00,LONG,42,7.0,-0.001218811707435256,0.044946116296294934,0.9960593434965082
90d,2024-06-24 04:00:00,2024-07-02 04:00:00,SHORT,48,8.0,4.7790682690303514e-05,0.04958114881980382,0.9955269456674002
90d,2024-07-02 04:00:00,2024-07-04 04:00:00,LONG,12,2.0,-0.002930897586932647,0.04898236337906405,0.9979637749672181
90d,2024-07-04 04:00:00,2024-07-13 04:00:00,SHORT,54,9.0,0.0023250499686658698,0.04784380619693526,0.9917758510818203
90d,2024-07-13 04:00:00,2024-07-26 04:00:00,LONG,78,13.0,0.00047649754916095064,0.04199991697155964,0.9963943881081545
90d,2024-07-26 04:00:00,2024-07-27 04:00:00,SHORT,6,1.0,-0.0018100892413653099,0.037903614378322646,0.9963556126544134
90d,2024-07-27 04:00:00,2024-07-28 04:00:00,LONG,6,1.0,-0.00015002266508377054,0.037540305976352516,0.9988687063460374
90d,2024-07-28 04:00:00,2024-07-29 04:00:00,SHORT,6,1.0,-0.00012150951241851466,0.037723047156221566,0.9980649822941962
90d,2024-07-29 04:00:00,2024-08-03 04:00:00,LONG,30,5.0,-0.0029468444219765935,0.03787784635735555,0.9974865646512291
90d,2024-08-03 04:00:00,2024-11-04 04:00:00,SHORT,558,93.0,0.006124309597707846,0.048602434305535756,0.9911355554275734
90d,2024-11-04 04:00:00,2024-11-05 04:00:00,LONG,6,1.0,-0.00043770565253720687,0.04842475626390825,0.9985140242555266
90d,2024-11-05 04:00:00,2024-11-06 04:00:00,SHORT,6,1.0,0.00043780437606269886,0.048309678200510776,0.9984783740809101
