timestamp,next_timestamp,open,next_open,direction_score,realised_vol_annual,raw_7d_position,raw_30d_position,raw_90d_position,7d_position,30d_position,90d_position,raw_position,risk_speed,position,net_exposure,long_gross_exposure,short_gross_exposure,gross_exposure,long_short_overlap,turnover,price_return,gross_return,trading_cost,carry_cost,net_return,equity_before,equity,drawdown,intrabar_equity_ratio,maintenance_required,maintenance_headroom,liquidated
2022-01-01 00:00:00,2022-01-01 04:00:00,3787.0,3627.75,-0.3333333333333333,0.7934835289000396,-0.050790779516655275,-0.050790779516655275,0.050790779516655275,-0.050790779516655275,-0.050790779516655275,0.050790779516655275,-0.050790779516655275,1.0,-0.050790779516655275,-0.050790779516655275,0.050790779516655275,0.10158155903331055,0.15237233854996582,True,0.0,-0.04205175600739375,0.00213584146765972,0.0,3.4788205148394026e-06,0.0021323626471448803,0.9719858800375483,0.9740585064216924,-0.044489992494606834,0.9999809634017615,0.0007618616927498291,0.9992191017090116,False
2022-01-01 04:00:00,2022-01-01 08:00:00,3627.75,3678.08,-0.3333333333333333,0.793534722976648,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,1.0,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,0.10082124843964863,0.15123187265947294,True,0.001140465890492888,0.013873613121080597,-0.0006993774976180179,5.702329452464441e-07,3.452782480809885e-06,-0.0007034005130440742,0.9740585064216924,0.9733733531685405,-0.04516209872410493,0.9987850937113287,0.0007561593632973647,0.9980289343480314,False
2022-01-01 08:00:00,2022-01-01 12:00:00,3678.08,3722.34,-0.3333333333333333,0.7919213015012342,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,1.0,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,0.10082124843964863,0.15123187265947294,True,0.0,0.012033452235949316,-0.0006066138387336456,0.0,3.452782480809885e-06,-0.0006100666212144555,0.9733733531685405,0.9727795305757928,-0.04574461345634373,0.9990450982187643,0.0007561593632973647,0.998288938855467,False
2022-01-01 12:00:00,2022-01-01 16:00:00,3722.34,3715.75,-0.3333333333333333,0.7898264281641061,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,1.0,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,0.10082124843964863,0.15123187265947294,True,0.0,-0.0017703917428284477,8.924655286960472e-05,0.0,3.452782480809885e-06,8.579377038879483e-05,0.9727795305757928,0.972862988999478,-0.045662744288818335,0.9994052718763528,0.0007561593632973647,0.9986491125130554,False
2022-01-01 16:00:00,2022-01-01 20:00:00,3715.75,3694.44,-0.3333333333333333,0.7898013945479947,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,1.0,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,0.10082124843964863,0.15123187265947294,True,0.0,-0.0057350467604116995,0.000289107287122235,0.0,3.452782480809885e-06,0.0002856545046414251,0.972862988999478,0.9731408916946847,-0.04539013355277721,0.9997393217757624,0.0007561593632973647,0.9989831624124651,False
2022-01-01 20:00:00,2022-01-02 00:00:00,3694.44,3725.24,-0.3333333333333333,0.7904009983943218,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,1.0,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,0.10082124843964863,0.15123187265947294,True,0.0,0.008336852134558814,-0.0004202659201314846,0.0,3.452782480809885e-06,-0.0004237187026122945,0.9731408916946847,0.9727285536985968,-0.04579461960688913,0.9992837325529845,0.0007561593632973647,0.9985275731896872,False
2022-01-02 00:00:00,2022-01-02 04:00:00,3725.24,3745.87,-0.3333333333333333,0.7898571274353958,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,-0.05041062421982431,1.0,-0.05041062421982431,-0.05041062421982431,0.05041062421982431,0.10082124843964863,0.15123187265947294,True,0.0,0.005537898229375893,-0.00027916890660869854,0.0,3.452782480809885e-06,-0.0002826216890895084,0.9727285536985968,0.9724536395117248,-0.046064298743234255,0.9994675742383949,0.0007561593632973647,0.9987114148750976,False
2022-01-02 04:00:00,2022-01-02 08:00:00,3745.87,3763.87,-0.3333333333333333,0.7897915372037971,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,-0.05064207007902411,1.0,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,0.10128414015804822,0.15192621023707234,True,0.0006943375775993951,0.004805292228507563,-0.00024334994578626993,3.4716878879969757e-07,3.46863493691946e-06,-0.0002471657495119891,0.9724536395117248,0.9722132822790492,-0.04630007897582167,0.9995888434259109,0.0007596310511853617,0.9988292123747256,False
2022-01-02 08:00:00,2022-01-02 12:00:00,3763.87,3758.89,-0.3333333333333333,0.7896945066457542,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,-0.05064207007902411,1.0,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,0.10128414015804822,0.15192621023707234,True,0.0,-0.0013231062709392338,6.700484049490094e-05,0.0,3.46863493691946e-06,6.353620555798148e-05,0.9722132822790492,0.9722750530219982,-0.04623948450159887,0.999900598731985,0.0007596310511853617,0.9991409676807996,False
2022-01-02 12:00:00,2022-01-02 16:00:00,3758.89,3747.56,-0.3333333333333333,0.7874083033120937,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,-0.05064207007902411,1.0,-0.05064207007902411,-0.05064207007902411,0.05064207007902411,0.10128414015804822,0.15192621023707234,True,0.0,-0.00301418769902817,0.00015264470468551704,0.0,3.46863493691946e-06,0.00014917606974859757,0.9722750530219982,0.9724200931931226,-0.046097206256415446,0.9999551704433168,0.0007596310511853617,0.9991955393921315,False
