variant,start,end,bars,total_return,final_equity,cagr,annual_volatility,sharpe_zero_rf,calmar,max_drawdown,profit_factor_4h,positive_month_rate,worst_month,best_month,active_bar_rate,long_bar_rate,short_bar_rate,mean_abs_exposure,max_abs_exposure,mean_gross_exposure,max_gross_exposure,long_short_overlap_rate,annual_turnover,total_trading_cost,total_carry_cost,min_maintenance_headroom,liquidation_events
faster_5_20_60,2022-01-01 00:00:00,2026-08-15 20:00:00,10127,-0.08950905398938547,0.9104909460106145,-0.02008973488589849,0.058369638538707046,-0.15679320866138136,-0.11847671197626097,-0.1695669516041587,0.986289665600499,0.39285714285714285,-0.042365391436507416,0.060074283914798965,1.0,0.46904315196998125,0.5309568480300187,0.06404346542922977,0.31195890003375926,0.10027260668999592,0.31195890003375926,0.5531746815443863,11.40624382256549,0.026351728256285227,0.023184033971451794,0.9775177409063848,0
frozen_7_30_90,2022-01-01 00:00:00,2026-08-15 20:00:00,10127,0.018798479797771606,1.0187984797977716,0.004038791200737801,0.06674522002189268,0.18575931183976313,0.024619893553986416,-0.16404584332915795,1.0152593673272643,0.375,-0.03010197380770996,0.07971020954079022,1.0,0.4662782660215266,0.5337217339784733,0.08075167630767344,0.3458327273962839,0.1308912896761256,0.3458327273962839,0.5753925150587538,12.21791028069323,0.028226912959685067,0.030263381062788218,0.9775177409063848,0
slower_10_40_120,2022-01-01 00:00:00,2026-08-15 20:00:00,10127,0.12552996890847168,1.1255299689084717,0.02592320540691473,0.0873438417134725,0.38594020601851026,0.1961363951500372,-0.13216927631959596,1.0299501062519028,0.48214285714285715,-0.0437530082104014,0.08849184140465649,1.0,0.45837859188308483,0.5416214081169152,0.11441118920226066,0.3149551327590802,0.1784938465373831,0.3458327273962839,0.5366841117803891,12.450343035382323,0.02876389997177308,0.04126957040831229,0.9556789927699217,0
