scenario,start,end,bars,total_return,final_equity,cagr,annual_volatility,sharpe_zero_rf,calmar,max_drawdown,profit_factor_4h,positive_month_rate,worst_month,best_month,active_bar_rate,long_bar_rate,short_bar_rate,mean_abs_exposure,max_abs_exposure,mean_gross_exposure,max_gross_exposure,long_short_overlap_rate,annual_turnover,total_trading_cost,total_carry_cost,min_maintenance_headroom,liquidation_events
base,2022-01-01 00:00:00,2026-08-15 20:00:00,10127,0.018798479797771606,1.0187984797977716,0.004038791200737801,0.06674522002189268,0.18575931183976313,0.024619893553986416,-0.16404584332915795,1.0152593673272643,0.375,-0.03010197380770996,0.07971020954079022,1.0,0.4662782660215266,0.5337217339784733,0.08075167630767344,0.3458327273962839,0.1308912896761256,0.3458327273962839,0.5753925150587538,12.21791028069323,0.028226912959685067,0.030263381062788218,0.9775177409063848,0
buy_hold_1x_costed,2022-01-01 00:00:00,2026-08-15 16:00:00,10127,-0.6065810066873012,0.39341899331269886,-0.18282072170787966,0.6641467995045381,0.029094777828237137,-0.238113076989559,-0.7677895058065045,,0.42857142857142855,-0.48290053440898817,0.6523153291640416,,,,,1.0,,,,,,,,0
