period,return,max_drawdown,profit_factor_4h,active_bar_rate,mean_abs_exposure,max_abs_exposure,mean_gross_exposure,max_gross_exposure,long_short_overlap_rate,trading_cost,carry_cost,liquidation_events
2025-08,-0.005076559764215727,-0.036139136463992805,0.9674530574831203,1.0,0.13808058421850902,0.20428313160630251,0.1702078069281896,0.20428313160630251,0.34946236559139787,0.00038640305650543353,0.0007228002759964217,0
2025-09,-0.0018524214379910253,-0.010407000402678612,0.9701809529562628,1.0,0.09911570881307709,0.2058992528504255,0.2070956844631638,0.27310185805515536,0.7666666666666667,0.0005995094174075283,0.0008510781553280703,0
2025-10,-0.01171329019634959,-0.03331804588998255,0.8755423886788902,1.0,0.10744646643329969,0.28796474007034045,0.1603682803166851,0.28796474007034045,0.6451612903225806,0.0006104543633379943,0.0006810159849064708,0
2025-11,0.0008043410851747979,-0.01709898201703075,1.012140488566538,1.0,0.07505905212779901,0.15806276588538865,0.09140223178724152,0.15806276588538865,0.3,0.00043190748469446353,0.00037562561008455426,0
2025-12,-0.005822837176637341,-0.010298068282070805,0.8616961550274617,1.0,0.04656467295867581,0.08891511253418052,0.08104532788672204,0.08891511253418052,0.6451612903225806,0.00040564324756947395,0.00034416509102580593,0
2026-01,0.0023270985139547395,-0.01451583106027543,1.0588748601824618,1.0,0.06111923406159847,0.14403704024296968,0.12590472987058313,0.1624628615758918,0.7795698924731183,0.0004950786462401482,0.0005346639213682298,0
2026-02,0.017435831588941797,-0.028194742084107438,1.1240199502314863,1.0,0.13920952275324872,0.22617373347663716,0.15341305832500396,0.22617373347663716,0.14285714285714285,0.0006973475979685579,0.0005884336483698782,0
2026-03,-0.0120060922109686,-0.009749096406652558,0.7247898714711267,1.0,0.040693700789950764,0.14493073634217649,0.09094905193475293,0.18634362881727962,0.8333333333333334,0.0006260360658359382,0.000386222001366759,0
2026-04,-0.004452678991951786,-0.009758431449459648,0.8278247069079074,1.0,0.035888722774868535,0.06908973107740983,0.10766616832460561,0.20726919323222948,1.0,0.0004933056406592914,0.00044246370544358477,0
2026-05,-0.0006388816389614194,-0.007798968732980915,0.9815879424244158,1.0,0.06477267800941838,0.13154279829025,0.1387489399227436,0.1565248473403611,0.7741935483870968,0.0003839413396160399,0.0005892078270691851,0
2026-06,0.04517681099205051,-0.026734223347016695,1.3585508926135936,1.0,0.16084803144376783,0.2806184875617418,0.21287572993633969,0.2806184875617418,0.37222222222222223,0.000568866801915374,0.00087483176686167,0
2026-07,-0.018633195248901058,-0.019451674794582208,0.6947379234546032,1.0,0.08034761944187417,0.18921566816761892,0.22687589864864827,0.2830387441799504,0.9623655913978495,0.000679832498347461,0.0009634455970011092,0
2026-08,-0.009477598906262985,-0.010640948597105293,0.6122507052203093,1.0,0.11137136293205264,0.3458327273962839,0.3030280009403122,0.3458327273962839,0.9550561797752809,0.0006503267499578696,0.0006157418283946984,0
