variant,expiry_minutes,target_r,year,n_placed,n_filled,fill_rate,win_rate_15bp,avg_gross_r,median_gross_r,avg_net_r_11bp,avg_net_r_15bp,avg_net_r_20bp,profit_factor_15bp,t_stat_15bp
V1_balanced,30,2.0,2023,2067,1802,0.8717948717948718,0.3057713651498335,-0.06823255372541355,-0.9999999999999815,-0.7309526603593509,-0.9719417900444188,-1.273178202150754,0.25606986762022454,-21.012112075946384
V1_balanced,30,2.0,2024,1717,1524,0.8875946418171229,0.3569553805774278,0.049413861074339295,-0.9999999999999852,-0.3288531787466074,-0.46640482959058793,-0.6383443931455637,0.5104828138698838,-12.654224241488052
V1_balanced,30,2.0,2025,1811,1591,0.8785201546107123,0.3368950345694532,-0.019021468761505133,-0.9999999999999905,-0.34762956484671786,-0.46712341796861345,-0.6164907343709828,0.505331189335222,-13.243396881299278
V1_balanced,30,2.0,2026,1118,975,0.872093023255814,0.3364102564102564,0.0032314233720266245,-0.999999999999987,-0.39551700256067857,-0.5405164301725712,-0.7217657146874372,0.4557484118555243,-11.717731251921968
V1_balanced,30,2.0,ALL,6713,5892,0.8776999851035304,0.3324847250509165,-0.01268853641339628,-0.9999999999999859,-0.4679322222581753,-0.633475380747186,-0.8404043288584493,0.40538505218235965,-29.913048968794822
V1_balanced,60,1.0,2023,2067,1875,0.9071117561683599,0.3456,-0.0378076185853917,-0.9999999999998463,-0.7029569890094154,-0.9448294873454239,-1.2471701102654345,0.1487126909121602,-23.51959056643666
V1_balanced,60,1.0,2024,1717,1574,0.9167152009318579,0.4701397712833545,0.03298930849964061,0.9999999999999101,-0.34319761545091526,-0.47999286052384477,-0.6509869168650065,0.35469857551613543,-17.920899781862555
V1_balanced,60,1.0,2025,1811,1664,0.9188293760353395,0.4543269230769231,-0.01274553332166883,-0.31746703370909135,-0.3420332611903151,-0.4617742531425501,-0.6114504930828439,0.37408095708728273,-17.93842205442956
V1_balanced,60,1.0,2026,1118,1024,0.9159212880143113,0.4208984375,-0.01635296531550931,-0.2998119549632058,-0.4163314466233302,-0.5617781670989015,-0.7435865676933654,0.2971332944526495,-16.772704739278304
V1_balanced,60,1.0,ALL,6713,6137,0.914196335468494,0.41958611699527454,-0.00927458321647606,-0.07086614173230284,-0.4649998613451799,-0.6307181443010721,-0.8378659979959374,0.2693847495388164,-37.36660782184947
V1_balanced,60,1.5,2023,2067,1875,0.9071117561683599,0.3312,-0.07512207025122258,-0.9999999999999736,-0.7402714406752462,-0.9821439390112546,-1.2844845619312655,0.20825765677277835,-22.92443307173734
V1_balanced,60,1.5,2024,1717,1574,0.9167152009318579,0.40216010165184246,0.025081905619394086,-0.999999999999978,-0.35110501833116187,-0.48790026340409115,-0.6588943197452531,0.4424731661518748,-15.363369333850233
V1_balanced,60,1.5,2025,1811,1664,0.9188293760353395,0.3954326923076923,-0.004159888210024532,-0.9999999999999847,-0.33344761607867085,-0.45318860803090577,-0.6028648479711995,0.4695845275346235,-14.842471166250068
V1_balanced,60,1.5,2026,1118,1024,0.9159212880143113,0.375,-0.01847345940725955,-0.9999999999999793,-0.41845194071508046,-0.5638986611906517,-0.7457070617851158,0.38342009161814883,-14.378096112216324
V1_balanced,60,1.5,ALL,6713,6137,0.914196335468494,0.37412416490141764,-0.020728994409423274,-0.9999999999999792,-0.47645427253812705,-0.6421725554940193,-0.8493204091888847,0.3498367594964546,-33.969594848809045
V1_balanced,60,2.0,2023,2067,1875,0.9071117561683599,0.3008,-0.0774122472642522,-0.9999999999999815,-0.7425616176882759,-0.9844341160242843,-1.2867747389442952,0.2510943935110473,-21.87211398994851
V1_balanced,60,2.0,2024,1717,1574,0.9167152009318579,0.3519695044472681,0.03726397534574335,-0.9999999999999856,-0.33892294860481254,-0.47571819367774204,-0.6467122500189039,0.5026105048233428,-13.171010776584358
V1_balanced,60,2.0,2025,1811,1664,0.9188293760353395,0.34194711538461536,-0.004546545620914226,-0.9999999999999897,-0.3338342734895605,-0.4535752654417955,-0.6032515053820893,0.5165102466593485,-13.103102060502074
V1_balanced,60,2.0,2026,1118,1024,0.9159212880143113,0.3388671875,0.01180541343150137,-0.9999999999999861,-0.38817306787631956,-0.5336197883518907,-0.7154281889463547,0.4598456777799578,-11.868343371539007
V1_balanced,60,2.0,ALL,6713,6137,0.914196335468494,0.3314322959100538,-0.013356880395244705,-0.9999999999999857,-0.46908215852394847,-0.6348004414798408,-0.8419482951747062,0.4045677050013718,-30.68548692241798
