variant,expiry_minutes,target_r,year,n_placed,n_filled,fill_rate,win_rate_15bp,avg_gross_r,median_gross_r,avg_net_r_11bp,avg_net_r_15bp,avg_net_r_20bp,profit_factor_15bp,t_stat_15bp
V3_clearer_micro,180,1.0,2025,1086,1040,0.9576427255985267,0.4807692307692308,0.00753746225391609,0.20471207609448558,-0.28388247206153416,-0.3898533572671524,-0.5223169637741754,0.43432489848231665,-12.253820243371743
V3_clearer_micro,180,1.0,2026,743,712,0.9582772543741588,0.4353932584269663,-0.02274189958554666,-0.29966370700193623,-0.3772955149977556,-0.5062241024203771,-0.6673848366986538,0.33502983089270694,-12.841469156748968
V3_clearer_micro,180,1.0,ALL,4110,3933,0.9569343065693431,0.42842613780828886,-0.001906868952061093,0.012798874824199537,-0.4237468546311285,-0.5771432130598803,-0.7688886610958201,0.29709669566782604,-26.978401256349184
V3_clearer_micro,180,1.5,2023,1343,1289,0.9597915115413254,0.3584173778122576,0.0012115679232938274,-0.9999999999999656,-0.620002849986615,-0.8458990019538548,-1.1282691919129042,0.24735472771616615,-15.987817339222483
V3_clearer_micro,180,1.5,2024,938,892,0.9509594882729211,0.39125560538116594,-0.022147516753177866,-0.9999999999999827,-0.36164569290602355,-0.48509957514342206,-0.63941692794017,0.441450348496523,-11.698155052104347
V3_clearer_micro,180,1.5,2025,1086,1040,0.9576427255985267,0.41346153846153844,0.02595231886446277,-0.9999999999999827,-0.2654676154509875,-0.3714385006566057,-0.5039021071636287,0.533758617905163,-9.795206069176066
V3_clearer_micro,180,1.5,2026,743,712,0.9582772543741588,0.3693820224719101,-0.04926368625408653,-0.9999999999999809,-0.4038173016662955,-0.532745889088917,-0.6939066233671937,0.4017550820999336,-11.528838662524093
V3_clearer_micro,180,1.5,ALL,4110,3933,0.9569343065693431,0.3824052885837783,-0.006681720540192532,-0.999999999999976,-0.42852170621926,-0.5819180646480117,-0.7736635126839513,0.37908544798828353,-24.401225335763957
V3_clearer_micro,180,2.0,2023,1343,1289,0.9597915115413254,0.32195500387897596,-0.001453631589509783,-0.9999999999999749,-0.6226680494994188,-0.8485642014666581,-1.1309343914257077,0.2965811195173478,-15.211831721049602
V3_clearer_micro,180,2.0,2024,938,892,0.9509594882729211,0.34080717488789236,-0.017464164105439658,-0.9999999999999873,-0.3569623402582854,-0.48041622249568383,-0.6347335752924318,0.4911341580135125,-10.246182492378841
V3_clearer_micro,180,2.0,2025,1086,1040,0.9576427255985267,0.36923076923076925,0.05026064840664435,-0.9999999999999876,-0.24115928590880592,-0.3471301711144242,-0.47959377762144706,0.5969946484098714,-8.042741124711883
V3_clearer_micro,180,2.0,2026,743,712,0.9582772543741588,0.3441011235955056,0.005723837011018064,-0.9999999999999845,-0.3488297784011909,-0.47775836582381237,-0.6389191001020891,0.4869148738416599,-9.155558936903413
V3_clearer_micro,180,2.0,ALL,4110,3933,0.9569343065693431,0.34274091024663106,0.009889316245569461,-0.9999999999999842,-0.41195066943349784,-0.5653470278622498,-0.7570924758981894,0.4379244380311419,-21.727861874974785
V4_strict,30,1.0,2023,983,859,0.873855544252289,0.3853317811408615,0.02795666468299016,0.2834274952919236,-0.5499703897453071,-0.7601256822646878,-1.0228197979139138,0.20393181064086147,-11.181737472507608
V4_strict,30,1.0,2024,693,606,0.8744588744588745,0.466996699669967,-0.008179475738061251,-0.027739734418726653,-0.3270386455305809,-0.44298743454604256,-0.5879234208153697,0.3903158988121726,-10.401745049270552
V4_strict,30,1.0,2025,816,722,0.8848039215686274,0.4916897506925208,0.019539999642903608,0.32115641316548466,-0.2490216831943239,-0.3466804769533157,-0.46875396915205536,0.47483527438277673,-9.201301795649096
V4_strict,30,1.0,2026,552,477,0.8641304347826086,0.4444444444444444,-0.03416734118349747,-0.31030927835047456,-0.365983761080846,-0.48664427740715455,-0.6374699228150401,0.3528377411111655,-9.991385110103165
V4_strict,30,1.0,ALL,3044,2664,0.8751642575558476,0.4433183183183183,0.006331858357008829,0.08624841580098941,-0.38475146144317424,-0.5269635777341498,-0.7047287230978694,0.3301800650707273,-19.058351294631343
V4_strict,30,1.5,2023,983,859,0.873855544252289,0.3690337601862631,0.006341244827860468,-0.9999999999999654,-0.5715858096004367,-0.7817411021198174,-1.0444352177690437,0.27255918369745474,-10.926749800130674
V4_strict,30,1.5,2024,693,606,0.8744588744588745,0.3976897689768977,-0.012249738761276387,-0.9999999999999816,-0.331108908553796,-0.4470576975692577,-0.5919936838385847,0.4690758184000049,-8.900417294961704
V4_strict,30,1.5,2025,816,722,0.8848039215686274,0.4155124653739612,0.02292895716396082,-0.9999999999999809,-0.24563272567326666,-0.34329151943225844,-0.46536501163099825,0.5542173621650742,-7.6730516975692
V4_strict,30,1.5,2026,552,477,0.8641304347826086,0.3731656184486373,-0.04690115694037067,-0.9999999999999792,-0.3787175768377192,-0.49937809316402776,-0.6502037385719134,0.42577644016383304,-8.797411395167467
V4_strict,30,1.5,ALL,3044,2664,0.8751642575558476,0.3888888888888889,-0.002925434373265174,-0.9999999999999745,-0.3940087541734483,-0.5362208704644239,-0.7139860158281436,0.4058407370125094,-17.640263923764557
V4_strict,30,2.0,2023,983,859,0.873855544252289,0.32945285215366704,0.0019329006559379931,-0.9999999999999751,-0.5759941537723592,-0.7861494462917399,-1.0488435619409662,0.3207577535929218,-10.528291414609225
V4_strict,30,2.0,2024,693,606,0.8744588744588745,0.3448844884488449,-0.012622028517857228,-0.9999999999999871,-0.3314811983103768,-0.44742998732583855,-0.5923659735951656,0.5112753785976615,-7.904687063366047
V4_strict,30,2.0,2025,816,722,0.8848039215686274,0.3698060941828255,0.030027075770746217,-0.9999999999999876,-0.2385346070664813,-0.33619340082547305,-0.4582668930242128,0.5969761682422128,-6.66748370914619
V4_strict,30,2.0,2026,552,477,0.8641304347826086,0.3480083857442348,0.013925620041110826,-0.9999999999999833,-0.3178907998562377,-0.4385513161825462,-0.589376961590432,0.5122170100931139,-6.892413396376324
V4_strict,30,2.0,ALL,3044,2664,0.8751642575558476,0.3472222222222222,0.008383439132026231,-0.9999999999999841,-0.3826998806681568,-0.5249119969591325,-0.702677142322852,0.45802486145929405,-16.018082546895343
V4_strict,60,1.0,2023,983,902,0.9175991861648016,0.38248337028824836,0.027582296122682076,0.28099176488734123,-0.5554114194031011,-0.7674091341397495,-1.0324062775605598,0.20086670501373965,-11.739050488091436
V4_strict,60,1.0,2024,693,628,0.9062049062049062,0.46496815286624205,-0.01334152752786895,-0.129229359496786,-0.33024247248126004,-0.44547917973703866,-0.5895250638067618,0.3884462015456396,-10.665622772208465
V4_strict,60,1.0,2025,816,758,0.928921568627451,0.48812664907651715,0.010696411269362174,0.2740750196578644,-0.2553324834784293,-0.3520702633867171,-0.4729924882720768,0.4705415072778286,-9.567850588511353
V4_strict,60,1.0,2026,552,503,0.9112318840579711,0.4433399602385686,-0.023299225723025476,-0.18307210031347718,-0.36026633489634274,-0.48279982914118547,-0.6359666969472387,0.3532257743556639,-10.231445264585654
V4_strict,60,1.0,ALL,3044,2791,0.9168856767411301,0.44070225725546397,0.0046181014040316175,0.06444683136412152,-0.3880793127729625,-0.5308783724736876,-0.709377197099594,0.32747728491973127,-19.83225122435734
V4_strict,60,1.5,2023,983,902,0.9175991861648016,0.369179600886918,0.011507293584926961,-0.9999999999999638,-0.5714864219408561,-0.7834841366775045,-1.0484812800983152,0.2729496705425629,-11.350503889149628
V4_strict,60,1.5,2024,693,628,0.9062049062049062,0.3964968152866242,-0.014084488343264498,-0.9999999999999815,-0.3309854332966556,-0.4462221405524342,-0.5902680246221574,0.4699247614914649,-9.052536810864979
V4_strict,60,1.5,2025,816,758,0.928921568627451,0.41424802110817943,0.019779439236836675,-0.9999999999999816,-0.24624945551095484,-0.34298723541924264,-0.4639094603046024,0.5554165869303282,-7.844203951091328
V4_strict,60,1.5,2026,552,503,0.9112318840579711,0.3757455268389662,-0.03636886810081567,-0.9999999999999785,-0.373335977274133,-0.4958694715189756,-0.6490363393250289,0.4271520066269196,-8.982818458510955
V4_strict,60,1.5,ALL,3044,2791,0.9168856767411301,0.38874955213185236,-0.0006328217768377208,-0.9999999999999741,-0.39333023595383176,-0.5361292956545569,-0.7146281202804633,0.4064178585571244,-18.16279476272382
V4_strict,60,2.0,2023,983,902,0.9175991861648016,0.3270509977827051,0.003983160942264338,-0.9999999999999745,-0.5790105545835188,-0.7910082693201672,-1.0560054127409775,0.32009730316503004,-10.965268541017249
V4_strict,60,2.0,2024,693,628,0.9062049062049062,0.34235668789808915,-0.016135023079830196,-0.9999999999999871,-0.3330359680332214,-0.4482726752889999,-0.592318559358723,0.5102771341847903,-8.0784950959839
V4_strict,60,2.0,2025,816,758,0.928921568627451,0.370712401055409,0.031133695069161044,-0.9999999999999873,-0.23489519967863046,-0.3316329795869183,-0.4525552044722781,0.6016547110141924,-6.732151426811722
V4_strict,60,2.0,2026,552,503,0.9112318840579711,0.34791252485089463,0.01435553074643416,-0.9999999999999833,-0.32261157842688315,-0.4451450726717258,-0.5983119404777791,0.5066493505797074,-7.195350211932855
V4_strict,60,2.0,ALL,3044,2791,0.9168856767411301,0.34611250447868147,0.008699458797445188,-0.999999999999984,-0.3839979553795489,-0.5267970150802741,-0.7052958397061804,0.4572875676758018,-16.539616139564167
V4_strict,180,1.0,2023,983,943,0.9593082400813835,0.383881230116649,0.02956440201766642,0.2933908045976966,-0.5568837476462483,-0.7701376202513082,-1.0367049610076329,0.1986021473467217,-12.208382879134106
V4_strict,180,1.0,2024,693,658,0.9494949494949495,0.46656534954407297,-0.009596215521984006,-0.09365955469552978,-0.3250295008715853,-0.43973251372598576,-0.5831112797939862,0.3929626965184869,-10.785319633453794
V4_strict,180,1.0,2025,816,784,0.9607843137254902,0.49489795918367346,0.023096785385429093,0.3817465281094096,-0.24365894713961597,-0.3406610316941778,-0.46191363738738006,0.48134358086599527,-9.422328455586346
V4_strict,180,1.0,2026,552,528,0.9565217391304348,0.44696969696969696,-0.021348820464675216,-0.17917442654049096,-0.35518397207762903,-0.47657857266415765,-0.6283218233973186,0.3585296384573789,-10.358270981479212
V4_strict,180,1.0,ALL,3044,2913,0.9569645203679369,0.44387229660144184,0.00974961339719254,0.12636899747261435,-0.38365140316455965,-0.5267063182779241,-0.7055249621696297,0.33002663810501764,-20.257794843058456
V4_strict,180,1.5,2023,983,943,0.9593082400813835,0.3679745493107105,0.0059535860121344986,-0.9999999999999645,-0.5804945636517801,-0.79374843625684,-1.0603157770131648,0.2691659945502447,-11.89646651669505
V4_strict,180,1.5,2024,693,658,0.9494949494949495,0.39361702127659576,-0.019499147044199774,-0.9999999999999816,-0.33493243239380105,-0.44963544524820154,-0.593014211316202,0.4665060585198344,-9.362595952195763
V4_strict,180,1.5,2025,816,784,0.9607843137254902,0.41836734693877553,0.028875965735155263,-0.9999999999999805,-0.23787976678988984,-0.33488185134445164,-0.4561344570376539,0.5639719820011838,-7.769180361375883
V4_strict,180,1.5,2026,552,528,0.9565217391304348,0.375,-0.043448178625214134,-0.9999999999999805,-0.37728333023816796,-0.49867793082469664,-0.6504211815578574,0.4249159169876153,-9.278773150581468
V4_strict,180,1.5,ALL,3044,2913,0.9569645203679369,0.3886028149673876,-0.0025808748106391863,-0.9999999999999742,-0.39598189137239137,-0.5390368064857558,-0.7178554503774613,0.4049363677752756,-18.77006259450935
V4_strict,180,2.0,2023,983,943,0.9593082400813835,0.3255567338282078,-0.0016170090745220964,-0.9999999999999745,-0.5880651587384368,-0.8013190313434967,-1.0678863720998213,0.3160257939752799,-11.486385579859544
V4_strict,180,2.0,2024,693,658,0.9494949494949495,0.3404255319148936,-0.020314505734713512,-0.9999999999999872,-0.33574779108431474,-0.4504508039387152,-0.5938295700067158,0.5078245775240615,-8.33289501809487
V4_strict,180,2.0,2025,816,784,0.9607843137254902,0.3762755102040816,0.04522804267368221,-0.9999999999999863,-0.22152768985136287,-0.31852977440592467,-0.43978238009912696,0.614860392418511,-6.550117572056212
V4_strict,180,2.0,2026,552,528,0.9565217391304348,0.3484848484848485,0.008459474246585594,-0.9999999999999841,-0.3253756773663682,-0.44677027795289687,-0.5985135286860576,0.5047282710731602,-7.423342341743981
V4_strict,180,2.0,ALL,3044,2913,0.9569645203679369,0.3467215928595949,0.008593753356556199,-0.999999999999984,-0.38480726320519604,-0.5278621783185604,-0.706680822210266,0.456983007654982,-17.0209923693965
